location,area,bhk,price
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Ghatkopar East,770,2,18000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Panvel,1005,2,8200000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Kandivali West,771,2,17500000
Andheri West,651,1,2000000
Prabhadevi,1925,3,90000000
Mahim,1200,3,55000000
Mahim,1200,3,53000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Chembur,800,1,13500000
Andheri West,651,1,2000000
Chembur,800,1,13500000
Chembur,800,1,13500000
Andheri West,651,1,2000000
Kharghar,630,1,2460000
Dombivali,675,1,4800000
Kharghar,1150,2,7900000
Andheri West,651,1,2000000
Dombivali East,700,2,5700000
Andheri West,651,1,2000000
Kharghar,610,1,2500000
Andheri West,650,1,2000000
Govandi,750,1,19000000
Andheri West,650,1,2000000
Andheri West,650,1,2000000
Andheri West,651,1,2000000
Ulwe,670,1,4950000
Belapur,550,1,2500000
Andheri West,651,1,2000000
Napeansea Road,2250,3,130000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Neral,450,1,1390000
Neral,450,1,1390000
Neral,450,1,1390000
Neral,450,1,1390000
Karjat,500,1,1800000
Karjat,700,2,2700000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Ghatkopar East,581,2,12500000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Badlapur East,1150,2,6200000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Kandivali West,1250,3,22500000
Kharghar,650,1,2900000
Virar,650,1,3250000
Taloja,670,1,2800000
Nalasopara East,550,1,3300000
Taloje,470,1,4500000
Karanjade,1150,2,15000000
Borivali East,985,2,18500000
Panvel,446,1,4000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Palghar,860,2,3800000
Andheri West,651,1,2000000
Dombivali East,305,1,1500000
Dombivali East,305,1,1500000
Dombivali East,305,1,1500000
Dombivali East,305,1,1500000
Dombivali East,305,1,1500000
Dombivali East,305,1,1500000
Dombivali East,305,1,1500000
Dombivali East,305,1,1500000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Ghodbander,815,2,8000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Ambernath East,775,2,2700000
Andheri West,651,1,2000000
Andheri West,650,1,2000000
Andheri West,651,1,2000000
Kandivali West,1650,3,32100000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Powai,310,1,7500000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Bhandup West,575,1,9700000
Andheri West,651,1,2000000
Vishnu Nagar,1300,3,7410000
Vishnu Nagar,1055,2,6013000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Ambernath East,593,1,2457000
Ambernath West,665,1,2785000
Virar,1115,3,6600000
Bhiwandi,650,1,3600000
Andheri West,651,1,2000000
Dombivali,750,2,5600000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Kandivali West,775,2,18000000
Ambernath West,960,2,4000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Koper Khairane,1700,3,28000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Koproli,625,1,3100000
Seawoods,765,1,9200000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Dombivali,500,1,2700000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Santacruz East,1150,2,26100000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Dadar West,2000,3,17500000
Andheri West,651,1,2000000
Dadar West,3000,2,20000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Badlapur East,1150,2,6000000
Boisar,1200,3,3990000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Santacruz West,560,1,16000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,650,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Powai,310,1,7500000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Bhandup West,575,1,9700000
Kandivali West,1650,3,32100000
Ghatkopar East,581,2,12500000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Ulwe,670,1,4950000
Andheri West,651,1,2000000
Dombivali East,645,2,5700000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,651,1,2000000
Andheri West,650,1,2000000
Andheri West,651,1,2000000
Nalasopara East,625,1,2850000
Seawoods,670,1,9700000
Dombivali,390,1,1600000
Karjat,456,1,2399000
Thane West,655,2,12600000
Thane West,922,3,17400000
Thane West,724,2,14000000
Vashi,985,3,32400000
Vashi,796,2,24900000
Vashi,750,2,23800000
Thane West,560,2,9900000
Thane West,575,2,10100000
Mulund West,625,2,14700000
Mulund West,585,2,13700000
Mulund West,600,2,14200000
Ghatkopar East,448,1,13400000
Ghatkopar East,639,2,19100000
Ghatkopar East,950,3,28500000
Ghatkopar East,633,2,18900000
Kandivali West,643,2,16000000
Kandivali West,644,2,16100000
Taloja,386,1,2796000
Taloja,614,2,4444000
Taloja,340,1,2458000
Taloja,447,1,3232000
Goregaon East,485,1,14000000
Goregaon East,666,2,19300000
Ulhasnagar,539,2,4621000
Ulhasnagar,365,1,2902000
Taloja,928,3,6100000
Taloja,375,1,2450000
Taloja,595,2,3900000
Mira Road East,1100,2,9300000
Mira Road East,695,1,5900000
Mira Road East,950,2,7600000
kasaradavali thane west,900,2,7300000
kasaradavali thane west,914,1,9140000
kasaradavali thane west,410,1,3600000
kasaradavali thane west,790,2,7700000
Goregaon East,1200,2,18500000
Kanjurmarg,1064,2,16500000
Kanjurmarg,876,2,14100000
Mira Road East,950,2,7600000
Mira Road East,1100,2,9300000
Mira Road East,695,1,5900000
Kandivali East,626,2,15300000
Kandivali East,626,2,15300000
Kandivali East,706,2,17200000
Kandivali East,448,1,10900000
Kandivali East,678,2,16600000
Thane West,500,1,5600000
Vasai,930,2,5500000
Vasai,650,1,3800000
Vasai,790,1,4345000
Vasai,980,2,5145000
Vasai,745,1,3910000
Vasai,695,1,3650000
Thane West,650,1,9500000
Thane West,500,1,5500000
Lower Parel,2400,3,110000000
Thane West,1600,3,21000000
Thane West,1000,2,8200000
Virar West,585,1,2950000
Santacruz East,1050,2,14500000
Boisar,303,1,1450000
Andheri West,1400,3,55000000
Thane West,1000,2,8200000
Kalamboli,1150,2,10000000
Kalamboli,1066,2,8100000
Vasai,1000,3,6200000
Nala Sopara,650,1,3500000
Vasai,470,1,3400000
Thane West,800,2,13500000
Mulund West,1800,3,46000000
Thane West,600,2,13000000
Thane West,950,3,18000000
Nala Sopara,420,1,1925000
Vasai,735,2,5500000
Vasai,720,1,3350000
Ghatkopar East,1380,3,37000000
Mira Road East,1180,2,10800000
Nala Sopara,980,2,5150000
Mira Road East,1060,2,8000000
Mira Road East,755,1,6700000
Mira Road East,755,1,6650000
Mira Road East,745,1,6450000
Mira Road East,745,1,6400000
Mira Road East,735,1,6350000
Mira Road East,720,1,6110000
Mira Road East,690,1,6100000
Mira Road East,740,1,6250000
Mira Road East,1071,2,8750000
Mira Road East,740,1,6200000
Bhayandar East,745,1,6800000
Mira Road East,720,1,6700000
Mira Road East,720,1,6690000
Mira Road East,750,1,6900000
Thane West,1800,3,32500000
Mira Road East,750,1,6950000
Mira Road East,1000,2,8850000
Mira Road East,1000,2,8800000
Mira Road East,975,2,8750000
Mira Road East,750,1,6950000
Mira Road East,600,1,5200000
Bhayandar East,1050,2,10400000
Bhayandar East,1050,2,10300000
Mira Road East,710,1,6150000
Bhayandar East,745,1,6900000
Andheri West,635,1,18000000
Andheri West,650,1,14500000
Mira Road East,1000,2,8850000
Mira Road East,1000,2,8800000
Mira Road East,975,2,8750000
Mira Road East,975,2,8700000
Thane West,710,1,7200000
Hiranandani Estates,1030,2,11500000
Thane West,890,2,11000000
Thane West,710,1,7100000
Hiranandani Estates,920,2,11000000
Hiranandani Estates,905,2,11000000
Thane West,895,2,10700000
Thane West,630,1,8500000
Thane West,1210,3,21000000
Thane West,600,1,5700000
Thane West,1210,3,20000000
Thane West,2500,4,51000000
Thane West,950,2,11500000
Hiranandani Estates,950,2,11500000
Hiranandani Estates,1020,2,14000000
Hiranandani Estates,910,2,11200000
Thane West,1065,2,17200000
Thane West,900,2,12000000
Hiranandani Estates,890,2,11000000
Hiranandani Estates,1040,2,15500000
Hiranandani Estates,1030,2,11300000
Hiranandani Estates,900,2,11000000
Thane West,750,1,8500000
Thane West,710,1,7500000
Hiranandani Estates,900,2,11000000
Thane West,1125,2,13200000
Thane West,1095,2,16500000
Thane West,710,1,7500000
Thane West,600,1,6600000
Thane West,1210,3,21500000
Hiranandani Estates,910,2,13500000
Thane West,1040,2,15000000
Hiranandani Estates,620,1,7000000
Hiranandani Estates,920,2,11000000
Hiranandani Estates,630,1,8000000
Hiranandani Estates,900,2,11000000
Hiranandani Estates,595,1,7500000
Thane West,590,1,7200000
Thane West,1020,2,10000000
Hiranandani Estates,980,2,12500000
Hiranandani Estates,910,2,13600000
Thane West,710,1,7000000
Hiranandani Estates,875,2,12000000
Hiranandani Estates,875,2,11800000
Thane West,940,2,12700000
Thane West,630,1,8200000
Thane West,925,2,13200000
Thane West,1040,2,15500000
Thane West,590,1,7200000
Thane West,1020,2,10000000
Hiranandani Estates,980,2,12500000
Hiranandani Estates,910,2,13600000
Thane West,710,1,7000000
Hiranandani Estates,875,2,12000000
Hiranandani Estates,875,2,11800000
Thane West,940,2,12700000
Thane West,630,1,8200000
Thane West,925,2,13200000
Thane West,1040,2,15500000
Thane West,1010,2,12800000
Hiranandani Estates,1310,3,16600000
Mira Road East,750,1,6900000
Thane West,1800,3,32500000
Mira Road East,1060,2,8000000
Mira Road East,755,1,6700000
Mira Road East,755,1,6650000
Mira Road East,745,1,6450000
Mira Road East,745,1,6400000
Mira Road East,840,1,6100000
Andheri West,1788,3,38500000
Kharghar,1150,2,14500000
Powai,1120,2,23100000
Powai,1120,2,22900000
Powai,1120,2,22500000
Kanjurmarg,645,1,11000000
Kharghar,1230,2,10200000
Kharghar,1075,2,8200000
Kanjurmarg,890,2,21000000
Kanjurmarg,1195,3,27000000
Kanjurmarg,895,2,25000000
Kanjurmarg,645,1,12000000
Thane West,810,2,13000000
Kanjurmarg,699,1,13000000
Kanjurmarg,610,1,12300000
Kanjurmarg,610,1,12100000
Kanjurmarg,610,1,12000000
Andheri East,1000,2,17700000
Powai,5000,4,110000000
Powai,780,2,20000000
Andheri East,1240,3,28700000
Powai,625,1,14300000
Powai,1230,2,33000000
Powai,1215,2,32000000
Andheri East,550,1,11000000
Powai,460,1,15000000
Powai,1400,3,35000000
Powai,985,2,19500000
Powai,650,1,13500000
Powai,1000,2,18000000
Powai,1050,2,23000000
Powai,1000,2,19000000
Powai,1000,2,15000000
Powai,995,2,17800000
Andheri East,1003,2,22200000
Powai,1200,2,27000000
Powai,625,1,14300000
Ghatkopar West,990,2,18000000
Powai,550,1,15000000
Powai,1000,2,17700000
Andheri East,1000,2,15000000
Powai,890,2,14500000
Ghatkopar West,1480,3,36500000
Powai,1000,2,17500000
Powai,1000,2,17500000
Powai,1270,2,25000000
Kanjurmarg,685,1,13500000
Jogeshwari West,600,2,12000000
Andheri West,2100,4,55000000
Kharghar,700,1,5700000
Juhu,1500,3,120000000
Andheri West,1750,3,46000000
Goregaon West,4100,6,100000000
Juhu,1500,3,75000000
Andheri West,3200,4,110000000
Andheri West,1850,3,52500000
Andheri West,1150,2,23800000
Sanpada,950,2,14000000
Jogeshwari East,698,1,11000000
Juhu,4200,4,250000000
Cumballa Hill,1550,3,150000000
Mumbra,450,1,990000
Kharghar,1250,2,12600000
Virar,970,2,3900000
Virar,680,1,2900000
Worli,1050,3,41000000
Kharghar,1178,2,13200000
Virar,680,1,2800000
Thane West,615,1,5200000
Thane West,850,1,8750000
Thane West,850,2,8600000
Thane West,850,2,8650000
Thane West,900,2,7200000
Virar,960,2,3700000
Virar,690,1,2950000
Virar,680,1,2800000
Powai,610,1,14400000
Powai,610,1,14500000
Virar,650,1,2750000
Dombivali,1245,2,7240000
Ulwe,650,1,5600000
Juinagar West,600,1,7000000
Dombivali,694,1,4010000
Dombivali,900,2,5210000
Dombivali,801,1,4450000
Dombivali,838,1,4650000
Dombivali,781,1,4495000
Mira Road East,840,1,6100000
Powai,1120,2,22500000
Andheri West,1150,2,23800000
Mahim,1650,3,52500000
Mahim,1950,3,72500000
Mahim,1650,3,49500000
Kurla East,1050,3,16200000
Mankhurd,260,1,2900000
Rohinjan,1060,2,6000000
Ulwe,985,2,7500000
Kharghar,1500,3,12000000
Malad West,410,1,5150000
Malad West,410,1,5100000
Thane West,950,2,9450000
Malad West,410,1,5150000
Kharghar,1230,2,10200000
Borivali East,750,1,13500000
Borivali West,359,1,5900000
Virar,545,1,3350000
Virar,640,1,2850000
Thane West,1000,2,13000000
Virar,650,1,4190000
Mira Road East,756,1,6250000
Ville Parle West,4200,4,158100000
Juhu,3200,4,180000000
Jogeshwari East,900,2,14000000
Powai,1020,2,22900000
Virar West,585,1,2500000
Mira Road East,1521,3,12800000
Andheri East,550,1,9500000
Jogeshwari West,1100,2,20000000
Borivali West,1666,3,27500000
Lower Parel,2250,3,75000000
Worli,3150,4,125000000
Wadala,2710,4,70000000
Worli,900,2,27500000
Khar,3200,4,115000000
Lower Parel,2750,4,95000000
Wadala,2450,3,65000000
Worli,4500,4,250000000
Lower Parel,2350,3,72500000
Lower Parel,3000,4,107500000
Worli,9500,6,580000000
Kharghar,1500,3,18800000
Kharghar,1500,3,20000000
Kharghar,1210,2,12500000
Thane West,1050,3,13000000
Thane West,710,2,8700000
Parel,1350,3,53100000
Ulwe,400,1,2249000
Powai,590,1,10700000
Powai,2000,4,35000000
Sanpada,950,2,14000000
Jogeshwari East,698,1,11000000
Kanjurmarg,685,1,13500000
Kanjurmarg,890,2,21000000
Kanjurmarg,895,2,25000000
Kanjurmarg,1195,3,27000000
Kharghar,1150,2,14500000
Juhu,1500,3,120000000
Powai,1400,3,35000000
Powai,985,2,19500000
Powai,650,1,13500000
Powai,1000,2,18000000
Powai,1050,2,23000000
Powai,1000,2,19000000
Powai,1000,2,15000000
Powai,995,2,17800000
Andheri East,1003,2,22200000
Powai,1200,2,27000000
Powai,625,1,14300000
Ghatkopar West,990,2,18000000
Powai,1200,3,29000000
Powai,890,2,14000000
Powai,980,2,18000000
Powai,1050,2,22000000
Naigaon East,665,1,2600000
Kandivali West,590,1,8500000
Dahisar,650,1,11500000
Thane West,1050,2,10200000
Kharghar,1580,2,13500000
Dahisar East,850,2,12000000
Dombivali,720,1,3895000
Dombivali,2149,3,12200000
Dombivali,1485,3,8499000
Dombivali,1315,2,7550000
Dombivali,694,1,3950000
Dahisar East,650,1,9000000
Shil Phata,702,1,4575000
Dombivali East,846,1,4610000
Dombivali,900,2,5175000
Dombivali,2365,3,13500000
Bhayandar East,710,1,7150000
Mira Road East,1095,2,11500000
Bhayandar East,700,1,6850000
Mira Road East,710,1,5900000
Mulund West,1150,2,16000000
Naigaon East,595,1,3225000
Nala Sopara,595,1,2875000
Nala Sopara,545,1,2850000
Mira Road East,825,1,7000000
Nala Sopara,650,1,3264000
Mira Road East,750,1,5900000
Mira Road East,795,1,6800000
Mira Road East,760,1,6300000
Mira Road East,690,1,5600000
Mira Road East,775,1,6200000
Nala Sopara,595,1,2885000
Thane West,600,1,5200000
Thane West,950,2,8600000
Mira Road East,1310,3,14800000
Mira Road East,640,1,5850000
Thane West,1040,2,17000000
Thane West,600,1,5400000
Mira Road East,1230,3,14400000
Mira Road East,1230,3,14400000
Bhayandar East,730,1,7200000
Sanpada,1250,2,19000000
Nala Sopara,960,2,4896000
Bhayandar East,700,1,6800000
Bhayandar East,710,1,7100000
Bhayandar East,730,1,7250000
Mira Road East,720,1,5600000
Kharghar,1365,2,11300000
Kharghar,1365,2,10600000
Mira Road East,710,1,5400000
Mira Road East,1010,2,8400000
Mira Road East,710,1,5450000
Chembur,665,1,13500000
Virar,670,1,2950000
Virar,970,2,3900000
Virar,680,1,2900000
Mazgaon,412,1,16000000
Dombivali East,797,1,4450000
Byculla,800,2,36000000
Mazgaon,2500,3,60000000
Byculla,700,2,19000000
Chembur,1100,3,42500000
Mazagaon,1000,2,32500000
Mazgaon,1350,2,50000000
Mazgaon,550,1,16500000
Mahim,495,1,20000000
Andheri East,450,1,16000000
Andheri East,475,1,16500000
Andheri East,500,1,19500000
Byculla,365,1,12000000
Byculla,710,2,23000000
Dahisar East,950,2,12000000
Mira Road East,1070,2,8200000
Bhayandar East,700,1,6800000
Bhayandar East,710,1,7100000
Bhayandar East,730,1,7250000
Mira Road East,1190,2,13800000
Nala Sopara,960,2,4896000
Mira Road East,990,2,7600000
Mira Road East,1060,2,7850000
Mira Road East,1060,2,7800000
Mira Road East,665,1,5540000
Mira Road East,730,1,5800000
Mira Road East,715,1,5200000
Mira Road East,1065,2,7950000
Mira Road East,1065,2,7900000
Mira Road East,665,1,5500000
Mira Road East,990,2,7650000
Kharghar,1100,2,11000000
Thane West,325,1,3000000
Mira Road East,695,1,5700000
Thane West,324,1,2950000
Thane West,324,1,3050000
Mira Road East,1110,2,11800000
Mira Road East,1080,2,11400000
Mira Road East,1080,2,11400000
Ulwe,425,1,2245000
Mira Road East,1190,2,13800000
Taloje,500,1,3000000
Thane West,900,2,7100000
Thane West,900,2,7000000
Kharghar,1650,3,19000000
Kharghar,1350,2,15500000
Kandivali West,540,1,8000000
Deonar,3500,5,115000000
Bhandup West,2500,4,50000000
Kandivali West,540,1,8200000
Andheri West,3500,4,180000000
Kandivali West,540,1,8200000
Kandivali West,540,1,8200000
Kandivali West,540,1,8200000
Thane West,950,2,9400000
Malad West,410,1,5000000
Thane West,550,2,7350000
Thane West,1050,2,9350000
Thane West,1105,3,8800000
Mira Road East,665,1,5400000
Mira Road East,640,1,5850000
Thane West,600,1,5200000
Thane West,950,2,8600000
Mira Road East,1310,3,14800000
Thane West,600,1,5400000
Mira Road East,1230,3,14400000
Mira Road East,1230,3,14400000
Bhayandar East,730,1,7200000
Thane West,1040,2,17000000
Sanpada,800,2,8000000
Malad West,1185,2,14700000
Ghansoli,1090,2,9500000
Mira Road East,1090,2,11000000
Sanpada,1250,2,19000000
Naigaon East,595,1,3225000
Nala Sopara,595,1,2875000
Nala Sopara,545,1,2850000
Mira Road East,825,1,7000000
Mira Road East,710,1,5900000
Virar,710,1,2950000
Virar,690,1,2900000
Parel,1380,2,35200000
Ghatkopar East,437,1,8950000
Sion,380,1,7300000
Sion,1780,4,72600000
Mira Road East,990,2,7600000
Mira Road East,1060,2,7850000
Mira Road East,1060,2,7800000
Mira Road East,665,1,5540000
Mira Road East,730,1,5800000
Mira Road East,715,1,5200000
Mira Road East,1065,2,7950000
Mira Road East,1065,2,7900000
Mira Road East,665,1,5500000
Mira Road East,990,2,7650000
Kharghar,1100,2,11000000
Kharghar,1200,2,12500000
Virar,960,2,3700000
Virar,690,1,2950000
Taloja,1050,2,4800000
Taloja,650,1,3400000
Rohinjan,1060,2,6000000
Mankhurd,260,1,2900000
Ulwe,600,1,3321000
Deonar,2500,4,66500000
Ulwe,600,1,3485000
Ulwe,615,1,3431000
Juhu,2000,4,115000000
Bandra West,1800,3,56000000
Juhu,3200,4,180000000
Juhu,2200,3,130000000
Mahim,1650,3,55000000
Worli,1750,3,65000000
Deonar,1550,3,50000000
Bandra Kurla Complex,1950,3,45000000
Deonar,3500,5,115000000
Kandivali East,395,1,8300000
Koper Khairane,1300,2,16000000
Malad West,410,1,5150000
Malad West,410,1,5100000
Thane West,950,2,9400000
Malad West,410,1,5000000
Thane West,950,2,9450000
Malad West,410,1,5150000
Sion,860,2,22800000
Juhu,3800,4,220000000
Juhu,4500,4,180000000
Kandivali West,540,1,8200000
Kandivali West,540,1,8200000
Kandivali West,540,1,8200000
Kandivali West,540,1,8200000
Kandivali West,540,1,8200000
Virar,650,1,2900000
Virar,710,1,2950000
Kharghar,1500,3,12000000
Govandi,536,1,6300000
Chembur,750,1,10800000
Sanpada,1050,2,11000000
Thane West,550,2,7350000
Thane West,1050,2,9350000
Thane West,1105,3,8800000
Virar,680,1,2850000
Virar,690,1,2900000
Kharghar,1705,3,20000000
Kharghar,1050,2,11500000
Virar,690,1,2900000
Ulwe,600,1,3450000
Ulwe,425,1,2245000
Kandivali West,540,1,8000000
Bhandup West,2500,4,50000000
Kandivali West,540,1,8200000
Andheri West,3500,4,180000000
Dahisar,1106,3,26000000
Dahisar,624,2,11500000
Mira Road East,750,1,8000000
Dombivali,1366,3,8210000
Dombivali,1180,2,6800000
Dombivali East,658,1,4500000
Dombivali,675,1,3510000
Thane West,876,2,10000000
Badlapur East,550,1,2450000
Dombivali,740,2,5452000
Shil Phata,1188,2,7000000
Dombivali,835,1,4500000
Dombivali,729,1,4020000
Dombivali,720,1,3950000
Dombivali,900,2,5120000
Dombivali,1494,3,8850000
Dombivali,990,2,5520000
Hendre Pada,768,2,3400000
Dombivali East,770,3,10000000
Dombivali East,550,1,2800000
Thakurli,875,2,7000000
Dombivali East,400,1,2600000
Thakurli,590,1,4000000
Dombivli (West),640,1,5400000
Titwala,660,1,3000000
Dombivali East,691,1,3300000
Kalyan West,660,1,3841000
Diva Gaon,616,1,3700000
Kalyan West,580,1,3800000
Dombivali East,850,1,6700000
Dombivali East,645,1,5000000
Kalyan West,1300,2,9700000
Dombivali East,619,1,2750000
Dombivali East,550,1,4100000
Dombivli (West),500,1,4000000
Dombivli (West),580,1,3600000
Shil Phata,1015,2,6500000
Kandivali East,950,2,13000000
Vikhroli,900,2,30200000
Borivali West,950,2,15000000
Shil Phata,941,2,6200000
Thane West,990,2,11800000
Dombivali,729,1,4050000
Dombivali,1116,1,6600000
Dombivali,1029,2,6050000
Dombivali,972,2,5950000
Dombivali,847,1,4850000
Nala Sopara,850,2,3600000
Virar,900,2,4000000
Virar West,765,1,2907000
Nala Sopara,590,1,2400000
Virar,630,1,2900000
Virar,650,1,2850000
Virar,650,1,2700000
Virar West,595,1,2800000
Virar West,715,1,3400000
Virar,650,1,2800000
Dombivali East,520,1,3600000
Neral,550,2,2450000
Dombivali East,600,2,6100000
Titwala,715,1,3100000
Dombivali East,650,1,4000000
Dombivali East,1100,2,5900000
Thakurli,650,1,4300000
Neral,401,1,1650000
Thane West,1104,3,11000000
Thane West,800,2,8000000
Dombivali East,650,1,3150000
Dombivali East,550,1,3000000
Dombivali East,450,1,2300000
Badlapur West,1080,2,3800000
Thakurli,575,1,3400000
Thane West,2500,4,40000000
Kalyan West,1001,2,6500000
Thakurli,650,1,4950000
Dombivali,700,1,3800000
Dombivali East,390,1,3300000
Dombivli (West),625,1,4500000
Thane West,600,1,5500000
Hendre Pada,850,1,2500000
Dombivali,500,1,3900000
Dombivali East,620,1,3500000
Thane West,540,1,4500000
Ambernath West,488,1,2450000
Bhandup East,456,1,7200000
Thane West,1200,3,15000000
Thakurli,890,2,6600000
Dombivali East,650,1,4399000
Thakurli,500,1,3300000
Neral,572,1,2160000
Hendre Pada,635,1,2250000
Dombivali East,850,1,4250000
Kalyan West,1080,2,7000000
Dombivali East,630,1,4300000
Dombivli (West),880,2,6750000
Bhayandar East,510,1,7800000
Thane West,1050,3,22500000
Dombivali East,475,1,3600000
Kalyan West,650,1,4400000
Kalyan West,660,1,5500000
Bhiwandi,500,1,3000000
Dombivali East,650,1,4500000
Bhiwandi,550,1,2500000
Bhiwandi,650,1,3550000
Dombivali East,450,1,5400000
Shil Phata,1206,1,6520000
Dombivali,694,1,3950000
Kandivali East,1023,3,26000000
Kandivali East,808,3,19500000
Kandivali East,652,2,15400000
Kandivali East,623,2,18300000
Kandivali East,1046,3,30800000
Shil Phata,810,1,4450000
Dombivali East,1115,1,9800000
Dombivali East,566,1,4000000
Santosh Nagar,750,1,4500000
Dombivali,801,1,4550000
Shil Phata,650,1,3750000
Thane East,560,1,5500000
Ville Parle West,1003,2,25900000
Dombivali,720,1,4010000
Shil Phata,941,2,6899000
Kharghar,1550,3,14500000
Dombivali,619,1,3150000
Dombivali,1137,2,6520000
Dombivali East,954,1,5010000
Dombivali,838,1,4650000
Dombivali,781,1,4495000
Dombivali,835,1,4450000
Dombivali,729,1,4120000
Dombivali,819,1,4510000
Dombivali,990,2,5550000
Dombivali,900,2,5210000
Dombivali,720,1,4150000
Parel,1380,2,35200000
Ghatkopar East,437,1,8950000
Sion,380,1,7300000
Sion,1780,4,72600000
Kanjurmarg,810,2,20000000
Karanjade,670,1,4400000
Ulwe,1340,3,13500000
Ulwe,1140,2,11900000
Thane West,1150,2,9600000
Thane West,3000,4,49900000
Thane West,1400,3,21000000
Thane West,1140,2,9600000
