bhk_name,bhk_url,bhk_price,bhk_area,bhk_location,bhk_location_url
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16317867/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16321234/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-15593877/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-15614826/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/pioneer-properties-mumbai-heritage-residency-2-in-santacruz-west-15634292/1rk-2t-560-sqft-apartment,1.6 Cr,560,Santacruz West,https://www.makaan.com/mumbai-property/santacruz-west-flats-for-sale-50327
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-15658142/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16354708/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16310628/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16316982/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16317867/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16321234/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-15454575/1bhk-2t-650-sqft-apartment,20 L,650,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-15469040/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-15544191/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-15548939/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16029281/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16032361/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16032812/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16074721/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/ghp-group-powai-vihar-complex-in-powai-16076497/1rk-1t-310-sqft-apartment,75 L,310,Powai,https://www.makaan.com/mumbai-property/powai-flats-for-sale-50016
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16083757/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16092611/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16093514/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/vakratunda-palace-in-bhandup-west-16096597/1bhk-2t-575-sqft-apartment,97 L,575,Bhandup West,https://www.makaan.com/mumbai-property/bhandup-west-flats-for-sale-50009
3,https://www.makaan.com/mumbai/builder-project-in-kandivali-west-18382076/3bhk-3t-1650-sqft-apartment,3.21 Cr,1650,Kandivali West,https://www.makaan.com/mumbai-property/kandivali-west-flats-for-sale-52179
2,https://www.makaan.com/mumbai/alag-lifespace-olive-in-ghatkopar-east-18800156/2bhk-2t-581-sqft-apartment,1.25 Cr,581,Ghatkopar East,https://www.makaan.com/mumbai-property/ghatkopar-east-flats-for-sale-51738
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16017334/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16157388/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16157846/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16100563/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16103594/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16104784/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16134910/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/labdhi-construction-leela-in-ulwe-16136488/1bhk-1t-670-sqft-apartment,49.5 L,670,Ulwe,https://www.makaan.com/mumbai-property/ulwe-flats-for-sale-50412
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16142272/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
2,https://www.makaan.com/mumbai/builder-project-in-dombivali-east-16432880/2bhk-1t-645-sqft-apartment,57 L,645,Dombivali East,https://www.makaan.com/mumbai-property/dombivali-east-flats-for-sale-51731
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16434671/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16438018/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16441210/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16443552/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16444932/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16450721/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-16452650/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-15454575/1bhk-2t-650-sqft-apartment,20 L,650,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-wild-wood-park-2-in-andheri-west-15469040/1bhk-2t-651-sqft-apartment,20 L,651,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
1,https://www.makaan.com/mumbai/reputed-builder-reliable-regency-in-nalasopara-east-18385042/1bhk-1t-625-sqft-apartment,28.5 L,625,Nalasopara East,https://www.makaan.com/mumbai-property/nalasopara-east-flats-for-sale-56046
1,https://www.makaan.com/mumbai/om-jai-prabhu-manohar-chs-in-seawoods-18791325/1bhk-1t-670-sqft-apartment,97 L,670,Seawoods,https://www.makaan.com/mumbai-property/seawoods-flats-for-sale-51179
1,https://www.makaan.com/mumbai/reputed-builder-krishnamai-chs-in-dombivali-18924255/1rk-1t-390-sqft-apartment,16 L,390,Dombivali,https://www.makaan.com/mumbai-property/dombivali-flats-for-sale-50030
1,https://www.makaan.com/mumbai/rachana-value-homes-sukh-shanti-niwas-in-karjat-19091692/1bhk-2t-456-sqft-apartment,23.99 L,456,Karjat,https://www.makaan.com/mumbai-property/karjat-flats-for-sale-51185
2,https://www.makaan.com/mumbai/godrej-properties-exquisite-in-thane-west-11658266/2bhk-2t-655-sqft-apartment,1.26 Cr,655,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
3,https://www.makaan.com/mumbai/godrej-properties-exquisite-in-thane-west-11658264/3bhk-3t-922-sqft-apartment,1.74 Cr,922,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
2,https://www.makaan.com/mumbai/godrej-properties-exquisite-in-thane-west-11658261/2bhk-724-sqft-apartment,1.4 Cr,724,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
3,https://www.makaan.com/mumbai/godrej-properties-bayview-in-vashi-16989046/3bhk-985-sqft-apartment,3.24 Cr,985,Vashi,https://www.makaan.com/mumbai-property/vashi-flats-for-sale-50008
2,https://www.makaan.com/mumbai/godrej-properties-bayview-in-vashi-16989045/2bhk-796-sqft-apartment,2.49 Cr,796,Vashi,https://www.makaan.com/mumbai-property/vashi-flats-for-sale-50008
2,https://www.makaan.com/mumbai/godrej-properties-bayview-in-vashi-16989044/2bhk-2t-750-sqft-apartment,2.38 Cr,750,Vashi,https://www.makaan.com/mumbai-property/vashi-flats-for-sale-50008
2,https://www.makaan.com/mumbai/piramal-realty-vaikunth-cluster-4a-in-thane-west-12134204/2bhk-560-sqft-apartment,99 L,560,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
2,https://www.makaan.com/mumbai/piramal-realty-vaikunth-cluster-4a-in-thane-west-12134203/2bhk-575-sqft-apartment,1.01 Cr,575,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
2,https://www.makaan.com/mumbai/piramal-realty-s-class-homes-in-mulund-west-16906553/2bhk-625-sqft-apartment,1.47 Cr,625,Mulund West,https://www.makaan.com/mumbai-property/mulund-west-flats-for-sale-50015
2,https://www.makaan.com/mumbai/piramal-realty-s-class-homes-in-mulund-west-16906552/2bhk-585-sqft-apartment,1.37 Cr,585,Mulund West,https://www.makaan.com/mumbai-property/mulund-west-flats-for-sale-50015
2,https://www.makaan.com/mumbai/piramal-realty-s-class-homes-in-mulund-west-16906551/2bhk-600-sqft-apartment,1.42 Cr,600,Mulund West,https://www.makaan.com/mumbai-property/mulund-west-flats-for-sale-50015
1,https://www.makaan.com/mumbai/h-rishabraj-developers-vicinia-in-ghatkopar-east-12196924/1bhk-448-sqft-apartment,1.34 Cr,448,Ghatkopar East,https://www.makaan.com/mumbai-property/ghatkopar-east-flats-for-sale-51738
2,https://www.makaan.com/mumbai/h-rishabraj-developers-vicinia-in-ghatkopar-east-12193105/2bhk-639-sqft-apartment,1.91 Cr,639,Ghatkopar East,https://www.makaan.com/mumbai-property/ghatkopar-east-flats-for-sale-51738
3,https://www.makaan.com/mumbai/h-rishabraj-developers-vicinia-in-ghatkopar-east-12193104/3bhk-950-sqft-apartment,2.85 Cr,950,Ghatkopar East,https://www.makaan.com/mumbai-property/ghatkopar-east-flats-for-sale-51738
2,https://www.makaan.com/mumbai/h-rishabraj-developers-vicinia-in-ghatkopar-east-12193102/2bhk-633-sqft-apartment,1.89 Cr,633,Ghatkopar East,https://www.makaan.com/mumbai-property/ghatkopar-east-flats-for-sale-51738
2,https://www.makaan.com/mumbai/rishabraj-nemi-infra-elegance-in-kandivali-west-12192951/2bhk-643-sqft-apartment,1.6 Cr,643,Kandivali West,https://www.makaan.com/mumbai-property/kandivali-west-flats-for-sale-52179
2,https://www.makaan.com/mumbai/rishabraj-nemi-infra-elegance-in-kandivali-west-12192947/2bhk-644-sqft-apartment,1.61 Cr,644,Kandivali West,https://www.makaan.com/mumbai-property/kandivali-west-flats-for-sale-52179
1,https://www.makaan.com/mumbai/qualitas-naman-home-makers-qn-greens-phase-1-in-taloja-16340313/1bhk-386-sqft-apartment,27.96 L,386,Taloja,https://www.makaan.com/mumbai-property/taloja-flats-for-sale-51110
2,https://www.makaan.com/mumbai/qualitas-naman-home-makers-qn-greens-phase-1-in-taloja-16340308/2bhk-614-sqft-apartment,44.44 L,614,Taloja,https://www.makaan.com/mumbai-property/taloja-flats-for-sale-51110
1,https://www.makaan.com/mumbai/qualitas-naman-home-makers-qn-greens-phase-1-in-taloja-16340304/1bhk-1t-340-sqft-apartment,24.58 L,340,Taloja,https://www.makaan.com/mumbai-property/taloja-flats-for-sale-51110
1,https://www.makaan.com/mumbai/qualitas-naman-home-makers-qn-greens-phase-1-in-taloja-16340299/1bhk-447-sqft-apartment,32.32 L,447,Taloja,https://www.makaan.com/mumbai-property/taloja-flats-for-sale-51110
1,https://www.makaan.com/mumbai/k-patel-realty-krishna-in-goregaon-east-16747825/1bhk-485-sqft-apartment,1.4 Cr,485,Goregaon East,https://www.makaan.com/mumbai-property/goregaon-east-flats-for-sale-51725
2,https://www.makaan.com/mumbai/k-patel-realty-krishna-in-goregaon-east-16747824/2bhk-666-sqft-apartment,1.93 Cr,666,Goregaon East,https://www.makaan.com/mumbai-property/goregaon-east-flats-for-sale-51725
2,https://www.makaan.com/mumbai/precious-group-mumbai-precious-meadows-in-ulhasnagar-18398845/2bhk-539-sqft-apartment,46.21 L,539,Ulhasnagar,https://www.makaan.com/mumbai-property/ulhasnagar-flats-for-sale-68661
1,https://www.makaan.com/mumbai/precious-group-mumbai-precious-meadows-in-ulhasnagar-18398842/1bhk-365-sqft-apartment,29.02 L,365,Ulhasnagar,https://www.makaan.com/mumbai-property/ulhasnagar-flats-for-sale-68661
3,https://www.makaan.com/mumbai/riddhi-siddhi-developers-imperial-in-taloja-19055105/3bhk-928-sqft-apartment,61 L,928,Taloja,https://www.makaan.com/mumbai-property/taloja-flats-for-sale-51110
1,https://www.makaan.com/mumbai/riddhi-siddhi-developers-imperial-in-taloja-19055104/1bhk-375-sqft-apartment,24.5 L,375,Taloja,https://www.makaan.com/mumbai-property/taloja-flats-for-sale-51110
2,https://www.makaan.com/mumbai/riddhi-siddhi-developers-imperial-in-taloja-19055103/2bhk-595-sqft-apartment,39 L,595,Taloja,https://www.makaan.com/mumbai-property/taloja-flats-for-sale-51110
2,https://www.makaan.com/mumbai/builder-project-in-mira-road-east-19551673/2bhk-2t-1100-sqft-apartment,93 L,1100,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
1,https://www.makaan.com/mumbai/builder-project-in-mira-road-east-19551663/1bhk-2t-695-sqft-apartment,59 L,695,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
2,https://www.makaan.com/mumbai/rashmi-housing-hetal-in-mira-road-east-19551588/2bhk-2t-950-sqft-apartment,76 L,950,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
2,https://www.makaan.com/mumbai/builder-project-in-kasaradavali-thane-west-17449918/2bhk-2t-900-sqft-apartment,73 L,900,kasaradavali thane west,https://www.makaan.com/mumbai-property/kasaradavali-thane-west-flats-for-sale-75545
1,https://www.makaan.com/mumbai/builder-project-in-kasaradavali-thane-west-18445629/1bhk-1t-914-sqft-apartment,91.4 L,914,kasaradavali thane west,https://www.makaan.com/mumbai-property/kasaradavali-thane-west-flats-for-sale-75545
1,https://www.makaan.com/mumbai/builder-project-in-kasaradavali-thane-west-19508529/1rk-1t-410-sqft-apartment,36 L,410,kasaradavali thane west,https://www.makaan.com/mumbai-property/kasaradavali-thane-west-flats-for-sale-75545
2,https://www.makaan.com/mumbai/builder-project-in-kasaradavali-thane-west-19506772/2bhk-2t-790-sqft-apartment,77 L,790,kasaradavali thane west,https://www.makaan.com/mumbai-property/kasaradavali-thane-west-flats-for-sale-75545
2,https://www.makaan.com/mumbai/rustomjee-constructions-raag-tower-in-goregaon-east-19511278/2bhk-2t-1200-sqft-apartment,1.85 Cr,1200,Goregaon East,https://www.makaan.com/mumbai-property/goregaon-east-flats-for-sale-51725
2,https://www.makaan.com/mumbai/runwal-group-bliss-in-kanjurmarg-19535570/2bhk-2t-1064-sqft-apartment,1.65 Cr,1064,Kanjurmarg,https://www.makaan.com/mumbai-property/kanjurmarg-flats-for-sale-50013
2,https://www.makaan.com/mumbai/runwal-group-bliss-in-kanjurmarg-19535511/2bhk-2t-876-sqft-apartment,1.41 Cr,876,Kanjurmarg,https://www.makaan.com/mumbai-property/kanjurmarg-flats-for-sale-50013
2,https://www.makaan.com/mumbai/rashmi-housing-hetal-in-mira-road-east-19551588/2bhk-2t-950-sqft-apartment,76 L,950,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
2,https://www.makaan.com/mumbai/builder-project-in-mira-road-east-19551673/2bhk-2t-1100-sqft-apartment,93 L,1100,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
1,https://www.makaan.com/mumbai/builder-project-in-mira-road-east-19551663/1bhk-2t-695-sqft-apartment,59 L,695,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
2,https://www.makaan.com/mumbai/kalpataru-group-elegante-in-kandivali-east-19570748/2bhk-626-sqft-apartment,1.53 Cr,626,Kandivali East,https://www.makaan.com/mumbai-property/kandivali-east-flats-for-sale-50027
2,https://www.makaan.com/mumbai/kalpataru-group-elegante-in-kandivali-east-19570746/2bhk-626-sqft-apartment,1.53 Cr,626,Kandivali East,https://www.makaan.com/mumbai-property/kandivali-east-flats-for-sale-50027
2,https://www.makaan.com/mumbai/kalpataru-group-elegante-in-kandivali-east-19570743/2bhk-706-sqft-apartment,1.72 Cr,706,Kandivali East,https://www.makaan.com/mumbai-property/kandivali-east-flats-for-sale-50027
1,https://www.makaan.com/mumbai/kalpataru-group-elegante-in-kandivali-east-19570739/1bhk-448-sqft-apartment,1.09 Cr,448,Kandivali East,https://www.makaan.com/mumbai-property/kandivali-east-flats-for-sale-50027
2,https://www.makaan.com/mumbai/kalpataru-group-elegante-in-kandivali-east-19570733/2bhk-678-sqft-apartment,1.66 Cr,678,Kandivali East,https://www.makaan.com/mumbai-property/kandivali-east-flats-for-sale-50027
1,https://www.makaan.com/mumbai/raunak-group-unnathi-greens-in-thane-west-19598155/1bhk-1t-500-sqft-apartment,56 L,500,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
2,https://www.makaan.com/mumbai/imperial-lifestyle-splendora-in-vasai-19598061/2bhk-2t-930-sqft-apartment,55 L,930,Vasai,https://www.makaan.com/mumbai-property/vasai-flats-for-sale-50348
1,https://www.makaan.com/mumbai/imperial-lifestyle-splendora-in-vasai-19597716/1bhk-2t-650-sqft-apartment,38 L,650,Vasai,https://www.makaan.com/mumbai-property/vasai-flats-for-sale-50348
1,https://www.makaan.com/mumbai/heritage-builders-and-developers-mumbai-mariyam-heritage-in-vasai-19597606/1bhk-2t-790-sqft-apartment,43.45 L,790,Vasai,https://www.makaan.com/mumbai-property/vasai-flats-for-sale-50348
2,https://www.makaan.com/mumbai/heritage-builders-and-developers-mumbai-mariyam-heritage-in-vasai-19597512/2bhk-2t-980-sqft-apartment,51.45 L,980,Vasai,https://www.makaan.com/mumbai-property/vasai-flats-for-sale-50348
1,https://www.makaan.com/mumbai/heritage-builders-and-developers-mumbai-mariyam-heritage-in-vasai-19597426/1bhk-2t-745-sqft-apartment,39.1 L,745,Vasai,https://www.makaan.com/mumbai-property/vasai-flats-for-sale-50348
1,https://www.makaan.com/mumbai/heritage-builders-and-developers-mumbai-mariyam-heritage-in-vasai-19597327/1bhk-2t-695-sqft-apartment,36.5 L,695,Vasai,https://www.makaan.com/mumbai-property/vasai-flats-for-sale-50348
1,https://www.makaan.com/mumbai/builder-project-in-thane-west-19590310/1bhk-1t-650-sqft-apartment,95 L,650,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
1,https://www.makaan.com/mumbai/rosa-group-gardenia-in-thane-west-19598198/1bhk-1t-500-sqft-apartment,55 L,500,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
3,https://www.makaan.com/mumbai/lodha-group-world-crest-in-lower-parel-19597408/3bhk-3t-2400-sqft-apartment,11 Cr,2400,Lower Parel,https://www.makaan.com/mumbai-property/lower-parel-flats-for-sale-50039
3,https://www.makaan.com/mumbai/hiranandani-developers-rodas-enclave-clayton-in-thane-west-19597368/3bhk-3t-1600-sqft-apartment,2.1 Cr,1600,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
2,https://www.makaan.com/mumbai/sheth-creators-vasant-leela-in-thane-west-19619487/2bhk-2t-1000-sqft-apartment,82 L,1000,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
1,https://www.makaan.com/mumbai/builder-project-in-virar-west-19606397/1bhk-2t-585-sqft-apartment,29.5 L,585,Virar West,https://www.makaan.com/mumbai-property/virar-west-flats-for-sale-60047
2,https://www.makaan.com/mumbai/i-s-builders-the-palazzo-in-santacruz-east-19606387/2bhk-2t-1050-sqft-apartment,1.45 Cr,1050,Santacruz East,https://www.makaan.com/mumbai-property/santacruz-east-flats-for-sale-50325
1,https://www.makaan.com/mumbai/divyaraj-real-estate-valuehomes-bldg-c-and-d-in-boisar-19613655/1bhk-1t-303-sqft-apartment,14.5 L,303,Boisar,https://www.makaan.com/mumbai-property/boisar-flats-for-sale-50020
3,https://www.makaan.com/mumbai/reputed-builder-adani-western-heights-in-andheri-west-19619629/3bhk-3t-1400-sqft-apartment,5.5 Cr,1400,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
2,https://www.makaan.com/mumbai/sheth-creators-vasant-leela-in-thane-west-19619487/2bhk-2t-1000-sqft-apartment,82 L,1000,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
2,https://www.makaan.com/mumbai/satyam-developers-mumbai-imperial-heights-in-kalamboli-19636283/2bhk-2t-1150-sqft-apartment,1 Cr,1150,Kalamboli,https://www.makaan.com/mumbai-property/kalamboli-flats-for-sale-50002
2,https://www.makaan.com/mumbai/sky-developers-integreat-radhekrishna-in-kalamboli-19636237/2bhk-2t-1066-sqft-apartment,81 L,1066,Kalamboli,https://www.makaan.com/mumbai-property/kalamboli-flats-for-sale-50002
3,https://www.makaan.com/mumbai/agarwal-nagri-in-vasai-19640198/3bhk-2t-1000-sqft-apartment,62 L,1000,Vasai,https://www.makaan.com/mumbai-property/vasai-flats-for-sale-50348
1,https://www.makaan.com/mumbai/anchor-realty-park-in-nala-sopara-19640244/1bhk-2t-650-sqft-apartment,35 L,650,Nala Sopara,https://www.makaan.com/mumbai-property/nala-sopara-flats-for-sale-51184
1,https://www.makaan.com/mumbai/shree-enterprises-vasai-east-karma-heights-in-vasai-19642074/1bhk-2t-470-sqft-apartment,34 L,470,Vasai,https://www.makaan.com/mumbai-property/vasai-flats-for-sale-50348
2,https://www.makaan.com/mumbai/vasant-group-vasant-vihar-in-thane-west-19651148/2bhk-2t-800-sqft-apartment,1.35 Cr,800,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
3,https://www.makaan.com/mumbai/oberoi-realty-eternia-towers-a-to-d-in-mulund-west-19652893/3bhk-5t-1800-sqft-apartment,4.6 Cr,1800,Mulund West,https://www.makaan.com/mumbai-property/mulund-west-flats-for-sale-50015
2,https://www.makaan.com/mumbai/sheth-corp-vasant-fiona-in-thane-west-19662984/2bhk-2t-600-sqft-apartment,1.3 Cr,600,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
3,https://www.makaan.com/mumbai/reputed-builder-siddhachal-chs-in-thane-west-19662796/3bhk-3t-950-sqft-apartment,1.8 Cr,950,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
1,https://www.makaan.com/mumbai/sanskruti-builders-grapes-tower-in-nala-sopara-19664348/1rk-1t-420-sqft-apartment,19.25 L,420,Nala Sopara,https://www.makaan.com/mumbai-property/nala-sopara-flats-for-sale-51184
2,https://www.makaan.com/mumbai/global-home-makers-prestige-wing-e-in-vasai-19663719/2bhk-2t-735-sqft-apartment,55 L,735,Vasai,https://www.makaan.com/mumbai-property/vasai-flats-for-sale-50348
1,https://www.makaan.com/mumbai/global-home-makers-prestige-wing-e-in-vasai-19663681/1bhk-2t-720-sqft-apartment,33.5 L,720,Vasai,https://www.makaan.com/mumbai-property/vasai-flats-for-sale-50348
3,https://www.makaan.com/mumbai/gajra-group-mahavir-chhaya-chs-in-ghatkopar-east-19664851/3bhk-3t-1380-sqft-apartment,3.7 Cr,1380,Ghatkopar East,https://www.makaan.com/mumbai-property/ghatkopar-east-flats-for-sale-51738
2,https://www.makaan.com/mumbai/kalpataru-group-srishti-namaah-in-mira-road-east-19671368/2bhk-2t-1180-sqft-apartment,1.08 Cr,1180,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
2,https://www.makaan.com/mumbai/sadguru-developers-sky-heights-in-nala-sopara-19673185/2bhk-2t-980-sqft-apartment,51.5 L,980,Nala Sopara,https://www.makaan.com/mumbai-property/nala-sopara-flats-for-sale-51184
