location,area,bhk,price
Kannur on Thanisandra Main Road,1183,2,8985000
Devanahalli,1440,2,13200000
Vimanapura,4000,7,32500000
NRI Layout,1200,3,8200000
Kuduregere,4000,3,14000000
Jyothi Nagar,1200,3,2998000
Whitefield Hope Farm Junction,2000,3,11000000
Whitefield Hope Farm Junction,1400,3,7700000
Whitefield Hope Farm Junction,1600,3,8800000
Whitefield Hope Farm Junction,2000,3,11000000
Whitefield Hope Farm Junction,1500,3,8250000
Whitefield Hope Farm Junction,1400,3,7700000
Whitefield Hope Farm Junction,2400,3,13200000
Whitefield Hope Farm Junction,1600,3,8800000
Whitefield Hope Farm Junction,1200,3,6600000
Whitefield Hope Farm Junction,1500,3,8250000
Whitefield Hope Farm Junction,2400,3,13200000
Whitefield Hope Farm Junction,1200,3,6600000
Krishnarajapura,1100,3,8000000
JP Nagar Phase 5,1950,3,10400000
Kengeri,724,2,2800000
Dasanapura,1200,3,2600000
Whitefield Hope Farm Junction,1705,3,12400000
Whitefield Hope Farm Junction,2000,3,14400000
Whitefield Hope Farm Junction,1900,3,13700000
Whitefield Hope Farm Junction,1560,3,11400000
Kannamangala,333,1,2499000
Kannamangala,635,2,4499000
Kumbalgodu,945,3,5000000
RR Nagar,1727,3,9500000
Dwarka Nagar,2700,2,8500000
Whitefield,1050,2,4200000
Kithaganur Colony,2400,5,10500000
Koramangala,1500,3,4200000
Hulimavu,1400,3,6300000
Hulimavu,1400,3,6300000
Krishnarajapura,3600,8,19000000
HSR Layout,2800,3,27500000
Chikkanayakanahalli at Off Sarjapur,1406,3,11000000
Chikkanayakanahalli at Off Sarjapur,1254,2,8600000
Chikkanayakanahalli at Off Sarjapur,1316,2,11000000
Chikkanayakanahalli at Off Sarjapur,1191,3,9300000
Chikkanayakanahalli at Off Sarjapur,1420,3,11000000
Chikkanayakanahalli at Off Sarjapur,1293,2,10100000
Chikkanayakanahalli at Off Sarjapur,1159,2,8100000
Chikkanayakanahalli at Off Sarjapur,1663,3,12800000
Begur,1212,3,8800000
Begur,1212,3,8800000
Begur,1212,3,8800000
Begur,933,2,7000000
Begur,933,2,7000000
Begur,933,2,7000000
Begur,1020,2,7700000
Begur,1020,2,7700000
Begur,1020,2,7700000
Begur,1194,3,8700000
Jakkur,2799,4,26600000
Begur,1165,3,8510000
Kannamangala,1443,3,14500000
Kannamangala,1443,3,14500000
Begur,1165,3,8510000
Begur,1203,3,8900000
Jakkur,2489,3,24700000
Begur,1203,3,8900000
Jakkur,2015,3,19300000
Begur,1203,3,8900000
Chikkanayakanahalli at Off Sarjapur,1406,3,11000000
Chikkanayakanahalli at Off Sarjapur,1254,2,8600000
Chikkanayakanahalli at Off Sarjapur,1316,2,11000000
Chikkanayakanahalli at Off Sarjapur,1191,3,9300000
Chikkanayakanahalli at Off Sarjapur,1420,3,11000000
Chikkanayakanahalli at Off Sarjapur,1293,2,10100000
Chikkanayakanahalli at Off Sarjapur,1159,2,8100000
Chikkanayakanahalli at Off Sarjapur,1663,3,12800000
Whitefield Hope Farm Junction,981,2,6400000
Koramangala,1638,3,22300000
Thanisandra,1650,3,8155000
Thanisandra,1150,2,5805000
Thanisandra,1650,3,8155000
Thanisandra,1325,2,6627000
Thanisandra,1150,2,5805000
Thanisandra,1325,2,6627000
Thanisandra,1600,3,7920000
Thanisandra,1600,3,7920000
Horamavu,1150,2,4700000
Budigere Cross,1165,3,7000000
Varthur,1010,2,5500000
Ramamurthy Nagar,1384,3,8000000
Hennur,10000,3,55000000
Bagepalli,1200,3,1000000
Dargajogihalli,10890,3,5000000
Electronics City,1233,2,5600000
Jalahalli,1100,2,6800000
Bannerughatta,1200,3,2800000
Sarjapur,968,2,2904000
Sarjapur,1245,3,3735000
Sarjapur,1062,2,3186000
Sarjapur,1103,2,3309000
Sarjapur,1171,3,3513000
Attibele,1240,3,3720000
Attibele,969,2,2907000
Attibele,940,2,2820000
Attibele,1115,3,3345000
Attibele,1089,3,3267000
Attibele,915,2,2745000
Begur,1500,3,9750000
Varthur,2900,4,23900000
Varthur,2200,3,18200000
Varthur,1330,2,8450000
Electronics City,1250,3,8900000
Sarjapur,1500,3,4200000
Horamavu,1530,3,9500000
Rajajinagar,942,2,7500000
Kalkere,6600,10,22000000
Electronics City,800,2,5700000
Kasavanahalli,1185,2,7000000
Electronics City,2000,4,8800000
Electronics City,800,2,5700000
Kasavanahalli,1185,2,7000000
Avalahalli Off Sarjapur Road,1279,2,5800000
Kalkere,6600,10,22000000
Bilekahalli,2260,3,20000000
Banashankari,1461,3,27500000
Vidyaranyapura,3900,8,15300000
Rajajinagar,3160,5,35000000
Jakkur,2019,3,27000000
Begur,532,1,4600000
Sidedahalli,800,3,6800000
J. P. Nagar,1305,3,15500000
Vasanth Nagar,2500,4,35000000
Thavarekere,1200,3,2200000
Ramamurthy Nagar,1000,2,4900000
Kudlu,1500,2,10000000
Malleswaram,3000,2,20000000
Vidyaranyapura,4200,6,17900000
Konanakunte,1000,2,3750000
Devarachikkana Halli,1200,3,12600000
Kodihalli on Old Airport Road,1400,3,9500000
Chikkalasandra,2200,3,15700000
Electronic City Phase II,1300,3,5600000
Chikkakannalli,2656,3,24500000
Chokkanahalli,1100,3,11700000
Munnekollal,1200,2,17500000
Yelahanka,1182,2,7800000
Electronic City Phase 1,1142,3,7800000
Shivaji Nagar,1513,3,18500000
Sir M V Nagar,1600,4,8000000
Hulimavu,1088,2,5500000
Kasavanahalli,1248,3,6000000
Banashankari,950,2,6900000
Banashankari,950,2,6900000
Attibele,826,2,3200000
Hulimavu,1470,3,6615000
Hulimavu,1150,2,5175000
Hulimavu,1470,3,6615000
Hulimavu,1130,2,5085000
Hulimavu,1150,2,5175000
Hulimavu,1225,2,5512000
Hulimavu,1130,2,5085000
Hulimavu,1225,2,5512000
Hulimavu,1190,2,5355000
Hulimavu,1190,2,5355000
Hulimavu,1070,2,4815000
Bilekahalli,2400,3,18300000
Akshayanagar,2338,3,16300000
Thanisandra,1300,2,7150000
Tejaswini Nagar,1415,3,8500000
Whitefield Hope Farm Junction,2207,4,20000000
Kasavanahalli,1248,2,4500000
Kanakapura,1323,2,12000000
Uttarahalli,1090,2,6000000
Kannamangala,1312,3,8750000
Begur,1452,3,7000000
Jnana Ganga Nagar,3400,5,22500000
Kodigehalli,1012,2,5100000
Whitefield Hope Farm Junction,1350,3,11000000
Thanisandra,1800,3,9900000
Thanisandra,1639,3,9014000
JP Nagar Phase 9,751,2,4000000
Malleswaram,560,2,8500000
Kogilu,1450,3,6000000
Sanjay Nagar,1300,4,25000000
Koramangala,7500,10,69800000
Thavarekere,1200,3,2000000
Doddabommasandra,1650,3,11800000
Krishnarajapura,1075,2,5106000
Krishnarajapura,1054,2,5006000
Krishnarajapura,1118,2,5310000
Krishnarajapura,1095,2,5201000
Krishnarajapura,1102,2,5234000
Krishnarajapura,1564,3,7429000
Krishnarajapura,1231,2,5847000
J. P. Nagar,1200,3,6000000
Subramanyapura,1395,3,11000000
Vasanth Nagar,4170,3,84000000
RR Nagar,1071,2,5900000
RR Nagar,1055,2,6400000
Abbigere,3000,6,12000000
Uttarahalli,1362,2,9500000
Subramanyapura,1395,3,11000000
Chikballapur,1200,3,2800000
Marathahalli,1500,3,7300000
Yelahanka,3175,5,17000000
Electronics City,800,2,4940000
Electronic City Phase II,940,2,4800000
Electronic City Phase 1,1032,2,4900000
Ramasandra,2100,2,7200000
Krishnarajapura,1095,2,4700000
Basavanagudi,1024,4,25000000
Krishnarajapura,1352,3,6500000
Parappana Agrahara,3000,6,12500000
Koramangala,1280,2,50000000
Ullal Uppanagar,2200,3,12500000
Talaghattapura,905,2,4500000
Dasarahalli on Tumkur Road,607,1,4500000
Dasarahalli on Tumkur Road,1058,2,7600000
Horamavu,1003,2,4150000
Bilekahalli,3100,3,37000000
Annapurneshwari Nagar,1180,2,5748000
Kalyan Nagar,1070,2,6955000
Kalyan Nagar,1000,2,6700000
Kengeri,1900,4,11000000
Kengeri Hobli,1900,4,11000000
Marathahalli,1500,3,7300000
Yelahanka,3175,5,17000000
Jyothi Nagar,1710,3,2300000
Kanakapura,1200,3,3600000
RR Nagar,1200,3,11400000
J. P. Nagar,800,2,9440000
Electronic City Phase 1,1500,3,3700000
Yeshwantpur,2000,4,12500000
Mallathahalli,3300,4,18500000
Budigere Cross,1900,5,6900000
Nelamangala,966,2,4800000
Sarjapur,1620,3,13000000
Wilson Garden,1500,2,30000000
Whitefield Hope Farm Junction,1810,3,14200000
Sathnur Village,1100,2,7000000
Bangalore City Municipal Corporation Layout,2000,5,13500000
RR Nagar,881,2,6167000
Koramangala,1600,3,21000000
RR Nagar,1200,3,5900000
Jangamakote,1500,3,1800000
Sadduguntepalya,1200,3,2000000
Attibele,1473,3,3682000
Attibele,1371,3,3427000
Attibele,1573,3,3932000
Attibele,1529,3,3822000
Attibele,995,2,2487000
Horamavu,989,2,3362000
Basaveswarnagar,2300,4,45000000
Sidedahalli,2800,4,11000000
Nagondanahalli,4800,4,42500000
Yelahanka,1200,3,2200000
RMV Extension Stage 2,1550,2,9200000
Panduranga Nagar,4500,5,31000000
Panduranga Nagar,4500,5,31000000
Bannerughatta,600,3,1072000
Devannahalli,2400,3,5300000
Kanakapura Road Beyond Nice Ring Road,1200,3,5400000
Vidyaranyapura,2400,3,22800000
Rayasandra,1500,3,6750000
Rayasandra,1200,3,5580000
Kodigehalli,1012,2,5099000
Jagadenahalli,1200,3,2400000
Chunchanakuppe,1200,3,2280000
Begur,1220,2,6000000
Kalyan Nagar,1200,3,19000000
Muddanahalli,1336,3,2932000
Attibele,1174,2,2935000
Attibele,1639,3,4097000
Attibele,1281,2,3202000
Attibele,1147,2,2867000
Attibele,1365,3,3412000
Horamavu,1889,3,6422000
Hebbal,1200,2,8400000
Annapurneshwari Nagar,1200,3,11500000
Uttarahalli Hobli,2400,3,4200000
Arakere,4800,3,38000000
Benson Town,720,2,6500000
Hulimangala,1200,3,3360000
Gunjur,1200,3,4980000
Jagadenahalli,1200,3,4900000
Begur,1380,2,5400000
Nelamangala,2200,3,9400000
Whitefield Hope Farm Junction,1505,3,8500000
Kengeri,2398,3,16300000
Begur,975,2,4300000
Electronic City Phase II,925,3,6000000
Harohalli,1212,3,4242000
Ramamurthy Nagar,950,2,3610000
Harohalli,1540,3,5390000
Harohalli,1181,3,4133000
Ramamurthy Nagar,1250,3,4750000
Harohalli,1350,3,4725000
Harohalli,987,2,3454000
Ramamurthy Nagar,1500,3,5700000
Harohalli,945,2,3307000
Harohalli,892,2,3122000
Ramamurthy Nagar,1200,2,4560000
Jagadenahalli,1200,3,2300000
Mathikere,1600,3,15200000
Subramanyapura,1040,2,4490000
Talaghattapura,895,2,3750000
Jagadenahalli,1200,3,4900000
NRI Layout,2300,4,13500000
NRI Layout,2100,4,13500000
Dasarahalli on Tumkur Road,1297,3,9500000
Jakkur,1106,2,4424000
Jakkur,1096,2,4384000
Jakkur,1029,2,4116000
Jakkur,981,2,3924000
Kumbalgodu,1453,3,4504000
Kanakapura Road Beyond Nice Ring Road,1346,3,7700000
S.Bingipura,600,3,1440000
Arakere,900,3,4860000
Banaswadi,1260,3,15300000
Harlur,3500,4,25500000
Adugodi,3000,3,17000000
Talaghattapura,1100,2,5720000
Devanahalli,1000,3,3838000
Horamavu,1303,3,7500000
CV Raman Nagar,1836,3,24600000
Bannerghatta,3004,3,32300000
Jakkur,1224,2,6364000
Devanahalli,1000,3,6000000
Bommanahalli,1323,2,5200000
Varanasi,4563,9,27900000
Hesaraghatta,1240,3,5000000
Kada Agrahara,1210,2,4235000
Kada Agrahara,1210,2,4235000
Kodigehalli,1100,2,8600000
Annapurneshwari Nagar,4700,4,34000000
Arebannimangala,1200,3,4200000
Electronic City Phase II,1408,3,5593000
Koramangala,1200,2,18100000
HBR Layout,1212,2,7600000
Mahadevapura,1800,5,14000000
Ullal Uppanagar,2200,2,16500000
Chandapura,1240,2,4200000
Kengeri Satellite Town,1430,3,7000000
Kengeri,790,2,3700000
Krishnarajapura,3300,6,15500000
Kengeri,1190,3,5700000
Hoskote,950,2,2700000
Hoskote,980,2,2700000
Hennur,1410,3,7662000
Hennur,1240,2,6814000
Hennur,1187,2,6550000
Hennur,1410,3,7662000
Hennur,1360,3,7413000
Hennur,1150,2,6365000
Hennur,1235,2,6789000
Hennur,1234,2,6784000
Hennur,1134,2,6285000
Hennur,1100,2,6116000
Vidyaranyapura,1621,3,9500000
Electronic City Phase 2,655,2,1800000
Jagadenahalli,1200,3,5200000
Gunjur,1200,3,5500000
Lingarajapuram,2200,2,10500000
Krishnarajapura,4250,4,32500000
Banashankari,3400,7,29000000
Sir M V Nagar,1700,3,13000000
Sir M V Nagar,1800,3,13000000
Kumbalgodu,1082,3,7500000
Bellandur,4100,6,47000000
Anjanapura Township,1400,3,4060000
Anjanapura Township,1406,3,3898000
Attibele,890,2,3096000
Gottigere,1115,2,8500000
Bedarahalli,3800,4,16500000
Banashankari,1482,2,11000000
Chikkanahalli,2300,3,9900000
Sanjaynagar,1800,2,5700000
Sarjapur Road Wipro To Railway Crossing,1130,4,6850000
Sarjapur Road Wipro To Railway Crossing,1130,4,6850000
Harlur,3400,6,25000000
Sanjaynagar,1800,2,5700000
Koramangala,2277,3,31000000
Lal Bahadur Shastri Nagar,2000,4,9000000
Thanisandra,1700,3,12800000
Vidyaranyapura,1089,2,5800000
Hennur,1150,2,4900000
Begur,1223,3,6800000
Uttarahalli Hobli,1050,2,3700000
Electronic City Phase 1,1025,2,6300000
Bharat Nagar,3700,4,16500000
Sarjapur,1060,2,3000000
Attibele,2200,3,9900000
Talaghattapura,1065,2,6400000
Vidyaranyapura,1550,3,8200000
Kaggadasapura,1200,2,10200000
Shivaji Nagar,1100,3,30000000
Kadugodi,1165,2,7500000
Harlur,1100,2,4500000
Banashankari,1300,3,5900000
Electronics City,3000,7,9300000
Koramangala,1685,3,12600000
Krishnarajapura,1765,3,13500000
Bedarahalli,1480,3,6500000
Harlur,2560,3,22000000
Bellandur,1180,2,7000000
HBR Layout,1220,2,5000000
Sarjapur Road Post Railway Crossing,953,2,6999000
JP Nagar Phase 5,1390,3,7800000
JP Nagar Phase 5,1390,3,7850000
Avalahalli Off Sarjapur Road,1601,3,9450000
Koramangala,2314,3,28000000
Nelamangala,1163,2,7000000
J. P. Nagar,4000,5,52500000
Tejaswini Nagar,1175,2,6500000
Sarjapur Road Wipro To Railway Crossing,1871,3,8800000
Doddaballapur,1075,3,4100000
Nelamangala,814,2,5200000
Kaggadasapura,1325,3,7500000
RR Nagar,6000,5,42500000
Annapurneshwari Nagar,1090,2,4900000
Subramanyapura,929,2,5200000
Kengeri,1225,3,5800000
Vasanth Nagar,2105,3,25200000
RR Nagar,6000,5,42500000
Marsur,800,3,3500000
CV Raman Nagar,1850,3,30000000
Kaggadasapura,14000,10,70000000
Carmelaram,1130,2,7000000
Carmelaram,1160,2,6500000
Koramangala,2433,3,28500000
Chikkalasandra,970,2,4900000
Bagalur,1230,3,5800000
Sarjapur Road Wipro To Railway Crossing,1507,3,14500000
New Thippasandra,1127,2,6800000
RMV,1489,2,13000000
Budigere Cross,1080,2,5800000
Whitefield,1000,2,6500000
Marathahalli,3200,5,22500000
Basaveswarnagar,3600,3,27900000
Electronic City Phase 1,1150,2,4500000
Koramangala,1145,2,8816000
Thanisandra,1380,3,9800000
Yelahanka,1910,3,21000000
Shanti Nagar,2000,5,18500000
Rajajinagar,700,2,5900000
Devanahalli,2400,3,15000000
Kengeri,1150,2,5400000
Marathahalli,1743,3,12300000
Hosa Road,1075,2,4200000
Jnana Ganga Nagar,1440,3,8000000
Krishnarajapura,1570,3,9000000
Srirampuram,3500,4,29500000
Electronic City Phase 2,1012,2,4850000
Boyalahalli,2400,4,8500000
Chikbanavara,3400,6,14500000
Kannamangala,1400,2,7500000
Krishnarajapura,1827,3,11200000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Hennur,1512,3,5500000
Hennur,1512,3,5500000
Hennur,1515,3,5900000
Hennur,1512,3,5500000
Hennur,1512,3,5500000
Hennur,1512,3,5500000
Bendre Nagar,2800,6,38000000
Krishnarajapura,1827,3,11200000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Kalyan Nagar,1134,2,5500000
Hennur,1512,3,5500000
Hennur,1512,3,5500000
Hennur,1515,3,5900000
Hulimangala,7500,9,26000000
Begur,1235,2,4900000
Thathaguni,2400,4,7500000
HSR Layout,1370,3,10500000
R.K. Hegde Nagar,1050,2,4800000
Narayanapura Hennur Main Road,1400,3,5800000
Marsur,1045,2,5000000
Marsur,1050,2,5000000
Electronic City Phase 1,928,2,5000000
Doddaballapur,1180,3,3800000
Anjanapura,1360,3,6000000
Anjanapura,1360,3,6000000
NRI Layout,3500,7,17500000
NRI Layout,3500,7,17500000
NRI Layout,3500,7,17500000
NRI Layout,3500,7,17500000
NRI Layout,3500,7,17500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Marathahalli,1820,3,12000000
JP Nagar Phase 7,2060,3,18000000
Jogupalya,1290,3,17100000
Whitefield,1500,3,12000000
J. P. Nagar,1346,3,15000000
Whitefield Hope Farm Junction,1960,3,15200000
Thanisandra,1375,2,7500000
Bagalur,950,2,3500000
Bagalur,950,2,3500000
Bagalur,950,2,3500000
Bagalur,950,2,3500000
Bagalur,950,2,3500000
Bagalur,950,2,3500000
ITPL,1599,3,12000000
Jnana Ganga Nagar,1055,2,5800000
J. P. Nagar,1346,3,15000000
Whitefield Hope Farm Junction,1960,3,15200000
Whitefield,1500,3,12000000
Thanisandra,1375,2,7500000
Bagalur,950,2,3500000
Bagalur,950,2,3500000
Bagalur,950,2,3500000
Bagalur,950,2,3500000
Bagalur,950,2,3500000
Bagalur,950,2,3500000
Moranapalli,900,2,3650000
Moranapalli,1200,2,3650000
Moranapalli,1200,2,3650000
Moranapalli,1200,2,3650000
Moranapalli,1200,2,3650000
Moranapalli,1200,2,3650000
ITPL,1000,2,4200000
ITPL,1000,2,4200000
Chandapura,984,3,3500000
Chandapura,875,2,3370000
Gnana bharathi,1262,3,6800000
Hennur,1134,2,5500000
Hennur,1134,2,5200000
Hennur,1134,2,5500000
Electronic City Phase 2,950,2,4249000
Thurahalli,1300,3,7200000
Begur,1242,2,5990000
Chikkadunnasandra,1255,4,13000000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Mallathahalli,1280,2,6500000
Marathahalli,1820,3,12000000
Chikkanayakanahalli at Off Sarjapur,1156,3,7600000
R T  Nagar,8000,10,50000000
JP Nagar Phase 7,2060,3,18000000
Jogupalya,1290,3,17100000
Electronics City,1200,1,18900000
Begur,846,2,4750000
Kumaraswamy Layout,950,2,4200000
RR Nagar,2065,3,12800000
Padmanabhanagar,6000,10,32500000
Vidyaranyapura,1050,2,5100000
Kudlu,1514,3,11000000
CV Raman Nagar,1200,2,14000000
J. P. Nagar,3400,8,18000000
Annapurneshwari Nagar,4700,4,34000000
Sidedahalli,1600,4,7500000
Subramanyapura,1050,2,3949000
Srinivaspura,5358,7,29400000
Mallathahalli,5200,4,34900000
Electronic City Phase 1,1060,2,6300000
Bannerughatta,1200,3,1920000
Kogilu,2800,3,17300000
Kalyan Nagar,4000,3,84000000
Tippenahalli,1200,3,5100000
hebbal kempapura,1200,3,7240000
Thirumalashettyhally,1200,3,3600000
Jangamakote,1149,3,1299000
Banaswadi,1600,3,22500000
Bommasandra,1200,3,2600000
Sanjay Nagar,2400,3,40800000
Kaggadasapura,1860,3,15800000
Bharat Nagar,1200,3,7400000
Sanjay Nagar,1880,3,32900000
Anagalapura,600,3,900000
Vinayakanagar,1200,3,2100000
Bagaluru,1200,3,4200000
Budigere,1200,3,4200000
Jyothi Nagar,3500,3,9300000
Bannerughatta,1100,3,5300000
Kengeri Satellite Town,2400,3,14400000
Kachamaranahalli,1500,3,5300000
Devanahalli,2400,3,7680000
Jigani,1200,3,2280000
Anantapura,1200,3,6200000
Yelahanka New Town,1200,3,6600000
Attibele,1500,3,3000000
Devanahalli,1200,3,3838000
Anantapura,1200,3,5800000
Guddadahalli,3000,3,35000000
Guddadahalli,3000,3,35000000
Devanahalli,1200,3,5599000
Jigani,1200,3,5000000
Electronics City,1200,3,5500000
Electronics City,1200,3,6000000
Hinnakki,1200,3,2998000
Makali,2280,3,5500000
Bannerughatta,1500,3,1200000
Devanahalli,1200,3,4200000
Weavers Colony,1100,3,5300000
Amruthahalli,600,3,3600000
rajanukunte,1200,3,4200000
Panathur,1480,3,7865000
Hebbal,1500,3,25000000
Nagavara,2295,3,19500000
Ramamurthy Nagar,1250,3,8100000
Jigani,1200,3,3500000
Hosuru,2475,3,5200000
Byadarahalli,1200,3,7800000
Bagaluru Near Yelahanka,3761,3,9600000
Vinayakanagar,1200,3,2158000
Horamavu,1146,3,5400000
JP Nagar Phase 4,2162,3,19000000
JP Nagar Phase 4,1421,2,12500000
JP Nagar Phase 4,1507,2,13200000
JP Nagar Phase 4,1541,2,13500000
JP Nagar Phase 4,1404,2,12300000
JP Nagar Phase 4,1521,2,13300000
JP Nagar Phase 4,1393,2,12200000
JP Nagar Phase 4,1374,2,12000000
JP Nagar Phase 4,2919,4,27000000
JP Nagar Phase 4,2918,4,26900000
JP Nagar Phase 4,3040,4,28100000
JP Nagar Phase 4,1565,2,13700000
JP Nagar Phase 4,3076,4,28400000
JP Nagar Phase 4,2945,4,27200000
JP Nagar Phase 4,2974,4,27500000
JP Nagar Phase 4,3147,4,29100000
JP Nagar Phase 4,2196,3,19300000
Hennur,1343,2,6500000
Hennur,1327,2,6500000
Hennur,1627,3,7600000
Anekal City,800,2,3950000
Anekal City,800,2,3950000
Anekal City,800,2,3950000
byatarayanapura,2400,6,29500000
byatarayanapura,2400,4,28500000
Ramamurthy Nagar,2800,6,14500000
Ramamurthy Nagar,1100,4,13000000
Virupakshapura,2800,4,37300000
Virupakshapura,2400,4,25000000
byatarayanapura,3000,3,35000000
Nagawara,2400,4,46500000
Kuvempu Layout on Hennur Main Road,2036,3,15500000
Kuvempu Layout on Hennur Main Road,1740,3,11500000
Kannur on Thanisandra Main Road,2553,4,19900000
Kannur on Thanisandra Main Road,2102,3,19500000
Kannur on Thanisandra Main Road,934,2,8500000
Kannur on Thanisandra Main Road,1595,3,11000000
Kannur on Thanisandra Main Road,1732,3,13500000
Kannur on Thanisandra Main Road,1164,2,8900000
Kannur on Thanisandra Main Road,2100,3,16500000
Kannur on Thanisandra Main Road,934,2,6700000
Kannur on Thanisandra Main Road,1634,3,15500000
Kannur on Thanisandra Main Road,1040,2,8400000
Kannur on Thanisandra Main Road,1265,3,9400000
Kannur on Thanisandra Main Road,1000,2,7000000
Kannur on Thanisandra Main Road,969,2,6500000
Kannur on Thanisandra Main Road,1595,3,14000000
Kannur on Thanisandra Main Road,1200,2,7800000
Kannur on Thanisandra Main Road,1293,2,11000000
Begur,1883,3,22600000
Koramangala,1661,3,22400000
Begur,1979,3,23800000
Begur,1882,3,22500000
Begur,1884,3,22500000
Subramanyapura,800,1,5400000
Horamavu,3200,4,19500000
Ramamurthy Nagar,2500,3,22000000
byatarayanapura,3500,7,24500000
New Thippasandra,3000,4,54000000
Indira Nagar,2400,4,60000000
Indira Nagar,2074,3,18900000
Indira Nagar,4200,4,65000000
Kodihalli,4000,2,24000000
Indira Nagar,2200,3,20000000
Sarjapur,2100,3,13500000
New Thippasandra,3920,3,39200000
Indira Nagar,7500,6,89000000
Nagarbhavi,5000,5,34000000
Hennur,2500,5,15500000
HBR Layout,4500,3,35500000
Yelahanka Satellite Town,851,2,3828000
New Thippasandra,3920,3,39200000
Kammanahalli,860,2,5600000
Kammanahalli,880,2,5900000
Yelahanka Satellite Town,851,2,3828000
Yelahanka,1275,3,5736000
Yelahanka New Town,988,2,4450000
Yelahanka Satellite Town,1103,2,4962000
Yelahanka Satellite Town,1275,2,5700000
Yelahanka New Town,851,2,3828000
Yelahanka,988,2,4445000
Kogilu,1103,2,4962000
Kogilu,967,2,4350000
judicial layout,851,2,3828000
HBR Layout,2400,2,33600000
Cox Town,600,1,3000000
Yelahanka,967,2,4350000
Nagarbhavi,5000,4,34000000
Indira Nagar,9000,5,90000000
Horamavu,1500,2,15500000
Sarjapur,1800,3,12000000
Kammanahalli,860,2,5600000
Kammanahalli,880,2,5900000
Cox Town,600,1,3000000
Chandapura,835,2,3397000
Nagarbhavi,5000,4,34000000
Benson Town,1750,3,12500000
Indira Nagar,9000,5,90000000
Yelahanka,967,2,4350000
Yelahanka Satellite Town,1103,2,4962000
Yelahanka Satellite Town,1275,2,5700000
Yelahanka New Town,851,2,3828000
Yelahanka,988,2,4445000
Kogilu,1103,2,4962000
Kogilu,967,2,4350000
judicial layout,851,2,3828000
Sarjapur,1800,3,12000000
Horamavu,1500,2,15500000
Krishnarajapura,1335,2,6774000
Krishnarajapura,1700,3,8545000
Krishnarajapura,1405,2,7114000
Krishnarajapura,1330,2,6750000
Bommanahalli,4800,10,30000000
Harlur,1950,3,15500000
Kodigehalli,4000,5,30000000
Horamavu,4000,7,25000000
Hulimavu,3170,3,27500000
Nagarbhavi,4700,5,33500000
Nagarbhavi,2500,3,14500000
Nagarbhavi,4700,5,31500000
Indira Nagar,1300,2,14000000
Basavanagudi,3200,4,32500000
Nagarbhavi,2700,4,14000000
Horamavu,3000,4,19500000
Cooke Town,1552,3,17100000
Jigani,2400,3,13000000
Bilekahalli,1130,2,8000000
Nagarbhavi,5000,10,23500000
Nagarbhavi,5000,7,27600000
Jigani,2200,3,13000000
Annapurneshwari Nagar,3500,4,22500000
Annapurneshwari Nagar,1600,3,13000000
Hosakerehalli,4000,5,20000000
Kengeri Satellite Town,3600,7,16000000
Bommasandra,2400,3,10500000
Bannerghatta,1050,2,8500000
Annapurneshwari Nagar,4000,10,22500000
Sarjapur Road Wipro To Railway Crossing,625,1,5400000
Kengeri Satellite Town,4000,2,25000000
Kasavanahalli,4500,4,19900000
Bharat Nagar,2600,6,10000000
Chamrajpet,752,2,13700000
Chamrajpet,1166,3,19700000
Chamrajpet,462,1,8525000
Chamrajpet,954,2,16400000
Koramangala,5000,5,55000000
Koramangala,6500,5,100000000
Koramangala,7500,5,120000000
Banaswadi,4000,4,38500000
Chandapura,2224,3,13400000
Begur,1055,2,4800000
Sarjapur,1062,2,3186000
Begur,1536,3,5836000
Begur,1182,3,4491000
