location,area,bhk,price
Sector 10 Dwarka,1800,3,25500000
Sector-18 Dwarka,2000,3,22000000
Sector 23 Dwarka,2000,3,15800000
Sector 4 Dwarka,2000,3,17400000
Sector 6 Dwarka,2000,3,16200000
Sector 6 Dwarka,2000,3,18000000
Sector 22 Dwarka,1500,3,15500000
Sector-18 Dwarka,2000,3,27000000
Sector 2 Dwarka,2200,4,24000000
Sector 12 Dwarka,2000,4,24000000
Sector 10 Dwarka,1800,3,25500000
Sector-18 Dwarka,2000,3,22000000
Sector 22 Dwarka,1500,3,16000000
Sector 13 Dwarka,1600,3,16000000
Sector 6 Dwarka,1750,3,17500000
Sector 6 Dwarka,2400,4,27000000
Sector 10 Dwarka,1750,3,19500000
Sector 19 Dwarka,2950,4,22900000
Sector 6 Dwarka,2100,4,19500000
Sector 19 Dwarka,1500,3,13200000
Sector 10 Dwarka,1300,2,12400000
Dwarka Mor,558,2,3000000
Sector 10 Dwarka,1200,2,13500000
Sector-18 Dwarka,1700,3,16500000
Sector 19 Dwarka,1750,3,18000000
Burari,630,2,3100000
Sector 12 Dwarka,1300,2,10500000
Sector 19 Dwarka,1800,3,12800000
Sector 6 Dwarka,1700,3,17000000
Sector 10 Dwarka,1400,2,13000000
Sector 10 Dwarka,2000,4,21500000
Sector 11 Dwarka,1900,4,21000000
Sector 10 Dwarka,1600,3,17000000
Sector 23 Dwarka,2400,3,23000000
Sector 6 Dwarka,2200,4,26500000
Sector 10 Dwarka,1600,3,17300000
Sector 4 Dwarka,2000,3,24000000
Sector 13 Dwarka,1600,3,16000000
Sector 4 Dwarka,1300,2,11500000
Sector 11 Dwarka,1600,3,16000000
Sector 23 Dwarka,1750,3,23000000
Burari,450,2,2000000
Burari,1080,3,5600000
Burari,990,3,5200000
Burari,900,3,4800000
Burari,630,2,3200000
Burari,810,3,3400000
Sector 12 Dwarka,1200,2,12500000
Burari,675,2,3200000
Burari,855,3,3750000
Burari,450,2,2000000
Burari,720,2,3500000
Burari,675,2,3200000
Burari,990,3,4000000
Burari,1080,3,5500000
Burari,900,3,4500000
Burari,585,2,2800000
Burari,855,3,4100000
Burari,630,2,2800000
Burari,810,3,3700000
Burari,1080,4,5600000
Burari,990,3,4300000
Burari,1260,3,5500000
Burari,1080,3,5500000
Burari,630,2,3000000
Burari,675,2,3200000
Burari,720,2,3400000
Burari,1260,3,5600000
Burari,720,2,3400000
Burari,1260,3,5600000
Burari,900,3,4300000
Burari,1080,3,5600000
Burari,630,2,3100000
Burari,1260,3,6000000
Burari,720,2,3400000
Burari,675,2,3200000
Burari,720,2,3400000
Burari,1350,3,6000000
Sector 23 Dwarka,1700,3,14300000
Sector 10 Dwarka,2400,5,17500000
Sector 10 Dwarka,1200,2,11400000
Kalkaji,1500,2,17500000
Sector 5 Dwarka,1900,3,19000000
Sector 11 Dwarka,2000,4,23000000
Sector 13 Dwarka,1900,3,18000000
Sector 19 Dwarka,2450,4,35000000
Sector 22 Dwarka,1670,3,16000000
Sector 19 Dwarka,1710,3,16000000
Sector 12 Dwarka,1750,3,19400000
Sector 4 Dwarka,1750,3,16000000
Sector 6 Dwarka,1900,3,20000000
Sector 7 Dwarka,1800,3,17200000
Sector 7 Dwarka,1600,3,17800000
Sector 7 Dwarka,1700,3,17500000
Sector 23 Dwarka,1800,3,15800000
Sector 22 Dwarka,1925,3,21100000
Sector 3 Dwarka,1000,2,12000000
Sector-18 Dwarka,2200,4,28000000
Sector-18 Dwarka,1500,3,14700000
Sector 7 Dwarka,1350,2,15500000
Sector 6 Dwarka,1600,3,17000000
Sector 2 Dwarka,1699,3,17500000
Sector 4 Dwarka,2200,4,25000000
Sector 4 Dwarka,1499,3,14500000
Sector 6 Dwarka,1750,3,15700000
Sector 6 Dwarka,1100,2,14000000
Sector-18 Dwarka,1800,4,26000000
Sector 3 Dwarka,1700,3,15000000
Sector 7 Dwarka,1750,3,18000000
Sector 2 Dwarka,1750,3,18500000
Sector 22 Dwarka,2400,4,25500000
Sector 3 Dwarka,2400,4,25000000
Sector 6 Dwarka,2400,4,23200000
Sector 6 Dwarka,1700,3,16900000
Dwarka Mor,855,3,5600000
Sector 9 Dwarka,2200,3,22500000
Sector 22 Dwarka,1750,3,18800000
Dwarka Mor,1750,3,19000000
Sector 19 Dwarka,1750,3,17800000
Sector 4 Dwarka,1700,3,17900000
Sector 12 Dwarka,1700,3,17900000
Sector 10 Dwarka,2400,4,25500000
Sector 22 Dwarka,1800,3,22500000
Sector 10 Dwarka,1700,3,16500000
Sector 5 Dwarka,1800,3,15800000
Kalkaji,1500,3,17500000
Sector 22 Dwarka,1680,3,15900000
Sector 19 Dwarka,1700,3,15300000
Sector 22 Dwarka,1690,3,15500000
Sector 22 Dwarka,1780,3,19000000
Sector 7 Dwarka,1600,3,15500000
Sector 11 Dwarka,1500,3,14200000
Sector 11 Dwarka,1700,3,17000000
Sector 6 Dwarka,1800,3,17200000
Sector 10 Dwarka,1790,3,16700000
Sector 4 Dwarka,1400,2,11000000
Sector 11 Dwarka,1800,3,15800000
Sector 6 Dwarka,1600,3,13200000
Sector 12 Dwarka,1480,3,15500000
Sector 13 Dwarka,2400,4,21000000
Sector 12 Dwarka,2400,4,16400000
Sector-18 Dwarka,2400,4,24500000
Sector-18 Dwarka,1700,3,18000000
Sector 19 Dwarka,1750,3,17600000
Sector 3 Dwarka,1700,3,17000000
Sector 12 Dwarka,2200,4,19800000
Sector 2 Dwarka,2000,3,24000000
Sector 12 Dwarka,1800,3,22500000
Sector 4 Dwarka,2400,4,22500000
Sector 4 Dwarka,1800,3,22500000
Sector 4 Dwarka,1800,3,22000000
Sector 10 Dwarka,1600,3,18500000
Sector 12 Dwarka,2400,4,31000000
Burari,990,3,4200000
Burari,1080,3,5600000
Burari,1125,3,6500000
Burari,585,2,2500000
Burari,450,2,2100000
Burari,810,3,3500000
Burari,900,3,3600000
Burari,675,2,3200000
Burari,1080,3,6000000
Burari,630,2,3300000
Burari,450,2,2000000
Burari,900,3,4600000
Sector 6 Dwarka,1750,3,19800000
Burari,630,2,3000000
Burari,450,2,2050000
Burari,630,2,2900000
Burari,675,2,3200000
Burari,630,2,3250000
Burari,630,2,2500000
Burari,630,2,2900000
Burari,1350,3,6100000
Burari,630,2,2900000
Burari,900,3,4400000
Burari,630,2,2800000
Sector 11 Dwarka,1700,3,16500000
Sector 19 Dwarka,2400,4,28500000
Uttam Nagar,385,1,1980000
Dwarka Mor,450,2,2100000
Dwarka Mor,1080,4,7499000
Dwarka Mor,1100,3,5199000
Dwarka Mor,700,2,4500000
Dwarka Mor,800,3,4300000
Sector 11 Dwarka,1963,3,19200000
Sector 17 Dwarka,1465,3,12500000
Sector 18A Dwarka,1420,2,14500000
Sector 10 Dwarka,1600,3,15900000
Sector 3 Dwarka,1550,3,15800000
Sector 22 Dwarka,1800,3,15800000
Sector 2 Dwarka,1050,2,14000000
Sector 7 Dwarka,1600,3,16700000
Sector 4 Dwarka,1850,3,21200000
Sector 3 Dwarka,1600,3,16500000
Sector 11 Dwarka,1700,3,16500000
Sector 23 Dwarka,385,1,2550000
Sector 23 Dwarka,385,1,2250000
Sector 23 Dwarka,385,1,3650000
Sector 23 Dwarka,385,1,2600000
Sector 23 Dwarka,385,1,2215000
Sector 23 Dwarka,385,1,2930000
Sector 23 Dwarka,385,1,3300000
Karampura,3100,4,80000000
Sector 12 Dwarka,600,1,4899000
Sector 4 Dwarka,1700,3,16000000
Sector 4 Dwarka,1750,3,18500000
Sector 19 Dwarka,1750,3,17900000
Sector 10 Dwarka,1700,3,15800000
Sector 9 Dwarka,2000,3,17500000
Sector 7 Dwarka,1750,3,20000000
Sector 9 Dwarka,1600,3,21800000
Sector 9 Dwarka,1700,3,16900000
Sector 9 Dwarka,1800,3,23000000
Sector 6 Dwarka,1750,3,19200000
Sector 12 Dwarka,1750,3,24000000
Sector 22 Dwarka,1700,3,16000000
Sector 13 Dwarka,1800,3,22100000
Sector 3 Dwarka,1700,3,16800000
Sector 9 Dwarka,1700,3,16800000
Dwarka Mor,1750,3,19500000
Sector 12 Dwarka,2000,4,24000000
Sector 4 Dwarka,1750,3,18500000
Sector 5 Dwarka,1700,3,17800000
Sector 11 Dwarka,1600,3,15600000
Sector 4 Dwarka,1600,3,16200000
Sector 19 Dwarka,1700,3,15300000
Sector 12 Dwarka,1800,3,17500000
Sector 6 Dwarka,1600,3,15800000
Sector 3 Dwarka,1600,3,15000000
Sector 9 Dwarka,1700,3,16500000
Sector 7 Dwarka,1700,3,15500000
Sector 11 Dwarka,1750,3,19500000
Sector 3 Dwarka,1600,3,15800000
Sector 7 Dwarka,1600,3,14500000
Sector 2 Dwarka,1800,3,24500000
Sector 22 Dwarka,1800,3,17500000
Sector 22 Dwarka,2100,4,27500000
Sector 10 Dwarka,2000,3,16900000
Sector 22 Dwarka,2500,4,41000000
Sector 2 Dwarka,1750,3,17200000
Sector 6 Dwarka,2200,4,25000000
Sector-18 Dwarka,2200,3,22500000
Sector 12 Dwarka,2800,4,32500000
Sector 6 Dwarka,1800,3,17500000
Sector-18 Dwarka,2000,3,18500000
Sector 19 Dwarka,2000,4,23500000
Sector 6 Dwarka,2200,4,31000000
Sector 10 Dwarka,2200,3,18500000
Sector 6 Dwarka,2000,3,16800000
Sector 19 Dwarka,2000,3,16500000
Sector 6 Dwarka,2400,4,25000000
Sector 4 Dwarka,1200,2,12800000
Sector 12 Dwarka,1750,3,19800000
Sector 5 Dwarka,2000,4,19500000
Sector 2 Dwarka,2500,4,35000000
Sector 19 Dwarka,2000,4,24000000
Sector 13 Dwarka,1500,2,12500000
Sector-18 Dwarka,2200,4,24500000
Sector 4 Dwarka,2000,3,18500000
Sector 6 Dwarka,1800,3,17000000
Sector 22 Dwarka,2500,4,29000000
Sector 23 Dwarka,2000,3,15500000
Sector 13 Dwarka,2000,2,12500000
Sector 23 Dwarka,2000,3,15500000
Sector 4 Dwarka,2000,4,23000000
Sector-18 Dwarka,2000,3,20800000
Sector-18 Dwarka,2000,3,17500000
Sector 10 Dwarka,2000,4,24500000
Sector 11 Dwarka,2000,3,23000000
Sector 2 Dwarka,2000,3,24000000
Sector 5 Dwarka,2000,3,16900000
Sector 19 Dwarka,1800,3,24000000
Sector 12 Dwarka,2000,3,22000000
Sector 11 Dwarka,1800,4,28000000
Sector 12 Dwarka,1900,3,19500000
Sector 2 Dwarka,2000,4,35000000
Sector 23 Dwarka,2000,3,20900000
Sector-18 Dwarka,2000,3,24000000
Mahipalpur,990,2,4800000
Shahdara,800,2,4500000
Uttam Nagar,540,2,2600000
Sector 6 Dwarka,1700,3,16500000
Sector 6 Dwarka,2200,3,27500000
Sector 6 Dwarka,1750,3,18500000
Sector 9 Dwarka,1200,2,12400000
Sector 12 Dwarka,1200,2,13500000
Sector 7 Dwarka,1700,3,16000000
Rohini sector 24,900,2,8800000
Rohini sector 24,900,2,9000000
Sector 22 Dwarka,1600,2,13800000
Sector 19 Dwarka,3300,4,36000000
Sector 11 Dwarka,2400,4,35000000
Sector 12 Dwarka,2000,3,22000000
Sector 5 Dwarka,2000,3,22000000
Sector 5 Dwarka,1900,3,19000000
Sector 4 Dwarka,2000,3,21000000
Sector 5 Dwarka,2000,4,22000000
Sector 12 Dwarka,2400,4,24500000
Sector 12 Dwarka,2400,4,24000000
Sector 5 Dwarka,2000,4,20500000
Sector 22 Dwarka,1800,4,23000000
Sector 4 Dwarka,1800,3,15800000
Sector 3 Dwarka,1800,3,17500000
Sector 5 Dwarka,1800,3,18000000
Sector 6 Dwarka,2500,4,22500000
Sector-18 Dwarka,2000,4,39000000
Sector 17 Dwarka,850,2,10500000
Sector 5 Dwarka,2000,3,19500000
Sector 4 Dwarka,1800,3,18500000
Sector 19 Dwarka,1500,2,12400000
Sector 10 Dwarka,1790,3,14800000
Sector 12 Dwarka,1500,3,12500000
Sector 5 Dwarka,2000,4,17000000
Sector 22 Dwarka,1800,3,17500000
Sector 12 Dwarka,1800,3,14800000
Sector 19 Dwarka,1750,3,15400000
Sector 19 Dwarka,1790,3,16000000
Sector 19 Dwarka,2390,4,22900000
Sector 19 Dwarka,1900,4,17500000
Sector 5 Dwarka,2000,4,23500000
Sector 22 Dwarka,1800,3,17400000
Sector 5 Dwarka,1700,3,17800000
Sector 23 Dwarka,1750,3,22500000
Sector 22 Dwarka,1750,3,21800000
Burari,630,2,3050000
Burari,540,2,2700000
Burari,450,2,2200000
Burari,675,2,3100000
Burari,990,3,4400000
Burari,585,2,2400000
Burari,675,2,3200000
Burari,810,3,3600000
Burari,990,3,4500000
Burari,540,2,2500000
Burari,450,2,2000000
Burari,900,3,4300000
Burari,1080,3,5800000
Burari,900,3,4500000
Burari,900,3,4000000
Burari,720,2,3400000
Burari,900,3,4500000
Burari,585,2,2400000
Burari,675,2,3300000
Burari,630,2,3000000
Burari,720,2,3500000
Burari,990,3,4400000
Uttam Nagar,885,3,5000000
Uttam Nagar,400,1,1975000
Hauz Khas,2500,3,42500000
Hauz Khas,2800,4,52500000
SULTANPUR,450,1,1700000
SULTANPUR,450,1,1750000
Sector 7 Dwarka,2400,4,23500000
Sector 6 Dwarka,1200,2,14000000
Sector 6 Dwarka,2400,4,31500000
Sector 5 Dwarka,2200,3,22000000
Sector 19 Dwarka,3200,4,36500000
Sector 10 Dwarka,1800,3,21000000
Sector 5 Dwarka,2000,4,20000000
Sector 13 Dwarka,2400,3,23500000
Sector 11 Dwarka,2000,3,16800000
Greater Kailash,1400,2,18000000
Sector 19 Dwarka,1600,3,16200000
Sector 5 Dwarka,2000,4,22000000
Sector 12 Dwarka,1750,3,20000000
Sector 13 Dwarka,1700,3,16200000
Sector 12 Dwarka,1750,3,19500000
Hastsal,630,2,2600000
Hastsal,650,2,2800000
Connaught Place,3097,4,220000000
Connaught Place,2201,3,160600000
Sector 13 Dwarka,2200,4,23700000
Sector 6 Dwarka,2800,4,22500000
Sector 12 Dwarka,2800,4,21000000
Sector 10 Dwarka,2600,4,25500000
Sector 6 Dwarka,2600,4,23500000
Sector 11 Dwarka,2500,4,22000000
Sector-18 Dwarka,2650,4,24000000
Sector 10 Dwarka,1980,3,18000000
Sector 4 Dwarka,1800,3,21000000
Sector 6 Dwarka,1200,2,14200000
Sector 6 Dwarka,1600,3,16000000
Sector 9 Dwarka,1700,3,16900000
Sector 3 Dwarka,1650,3,15800000
Sector 19 Dwarka,1800,3,17000000
Sector 5 Dwarka,1120,2,11500000
Sector 7 Dwarka,2000,4,22000000
Sector 4 Dwarka,2000,3,23000000
Sector 5 Dwarka,1800,3,16000000
Rohini sector 24,900,2,9500000
Sector 5 Dwarka,2350,4,21000000
Sector 4 Dwarka,1950,3,15700000
Sector 19 Dwarka,2680,4,20500000
Sector 12 Dwarka,2950,4,25000000
Sector 10 Dwarka,2350,3,21500000
Sector 5 Dwarka,2550,4,23000000
Sector 23 Dwarka,2500,4,23500000
Sector 6 Dwarka,2350,3,23500000
Sector 7 Dwarka,2105,3,19200000
Sector 10 Dwarka,2650,4,27000000
Sector 11 Dwarka,2450,4,20500000
Sector 12 Dwarka,2500,4,21000000
Sector 11 Dwarka,1280,2,12200000
Sector-18 Dwarka,2450,4,22000000
Sector 19 Dwarka,2450,4,21500000
Sector 6 Dwarka,2800,4,24000000
Sector 7 Dwarka,2200,4,17000000
Sector 4 Dwarka,2450,4,21000000
Sector 10 Dwarka,3600,4,33500000
Sector-18 Dwarka,2800,4,26500000
Sector 6 Dwarka,2300,4,19500000
Sector 10 Dwarka,2450,4,21000000
Sector 6 Dwarka,2600,4,24500000
Sector 19 Dwarka,2650,4,21500000
Sector-18 Dwarka,2450,4,24000000
Sector 6 Dwarka,3200,4,29500000
Sector 2 Dwarka,3850,4,36000000
Sector 10 Dwarka,2450,4,27500000
Sector 22 Dwarka,2650,4,21000000
Sector 19 Dwarka,2450,4,19800000
Sector 13 Dwarka,1960,3,15100000
Sector 19 Dwarka,2550,4,26000000
Sector 19 Dwarka,2600,4,22000000
Sector 10 Dwarka,2375,3,24000000
Sector 4 Dwarka,2170,4,18000000
Sector 19 Dwarka,2200,3,21000000
Sector 19 Dwarka,2600,4,22000000
Sector 11 Dwarka,3200,4,29900000
Sector 12 Dwarka,2600,4,23500000
Sector 19 Dwarka,2500,4,22200000
Sector 2 Dwarka,1950,3,16500000
Sector 3 Dwarka,1950,3,17100000
Sector 4 Dwarka,1820,3,16200000
Sector 11 Dwarka,2800,4,24800000
Sector 22 Dwarka,2150,3,20200000
Sector 6 Dwarka,2450,3,30000000
Sector 11 Dwarka,1860,3,15200000
Sector 11 Dwarka,2350,4,21800000
Sector 12 Dwarka,2350,4,17500000
Sector 12 Dwarka,1950,3,18000000
Sector 12 Dwarka,3605,4,35500000
Sector 12 Dwarka,1920,3,18000000
Sector 12 Dwarka,1960,3,18500000
Sector 5 Dwarka,1950,3,16300000
Sector 10 Dwarka,2850,4,28800000
Sector 19 Dwarka,3650,4,36900000
Sector 18A Dwarka,1980,3,19000000
Sector 19 Dwarka,2670,4,26000000
Sector-18 Dwarka,2650,4,25200000
Sector-18 Dwarka,1450,2,14200000
Sector-18 Dwarka,2000,4,24900000
Sector 12 Dwarka,1700,3,14800000
Sector 6 Dwarka,2250,4,24100000
Sector 22 Dwarka,2250,4,23800000
Sector 19 Dwarka,1600,3,18300000
Sector 19 Dwarka,1200,2,13600000
Sector 6 Dwarka,1600,3,15800000
Sector 22 Dwarka,1200,2,11000000
Sector 19 Dwarka,1700,3,16000000
Sector 7 Dwarka,1700,3,15000000
Sector 22 Dwarka,2200,4,27500000
Sector-18 Dwarka,2600,4,24500000
Sector 4 Dwarka,1450,3,16500000
Sector 5 Dwarka,1650,3,18000000
Sector 5 Dwarka,1400,3,18000000
Sector 12 Dwarka,1800,4,21000000
Sector 4 Dwarka,1600,3,15500000
Sector 5 Dwarka,1250,3,16500000
Sector-18 Dwarka,1700,3,15800000
Chattarpur,1395,3,8500000
Sector 12 Dwarka,2200,4,21000000
Sector 12 Dwarka,1050,2,10500000
Tri Nagar,450,2,3300000
East of Kailash,3600,4,58000000
Sector 12 Dwarka,2550,4,20500000
Sector 10 Dwarka,2450,4,19900000
Sector-18 Dwarka,1920,3,17900000
Sector 23 Dwarka,1950,3,16000000
Sector 10 Dwarka,2800,4,24200000
Sector 10 Dwarka,1400,3,15500000
Sector 12 Dwarka,1750,3,19000000
Sector 10 Dwarka,1550,3,17000000
Sector 12 Dwarka,2300,4,21000000
Sector 4 Dwarka,1500,3,15000000
Sector 22 Dwarka,1200,2,11000000
Sector 7 Dwarka,1650,3,19000000
Sector 9 Dwarka,1250,2,15000000
Sector 7 Dwarka,1750,3,21500000
Sector 10 Dwarka,1550,3,17200000
Sector 12 Dwarka,1500,3,14000000
Dwarka Mor,2200,3,21000000
Sector 22 Dwarka,1250,2,12700000
Sector 12 Dwarka,1500,3,15000000
Sector 9 Dwarka,1250,2,15000000
Sector 4 Dwarka,1700,3,15500000
Sector 9 Dwarka,1200,2,13500000
Sector 5 Dwarka,2400,4,25000000
Sector 7 Dwarka,1600,3,19000000
Sector 22 Dwarka,1200,2,11000000
Sector 6 Dwarka,2400,4,29500000
Sector 6 Dwarka,1700,3,23000000
Sector 10 Dwarka,2000,4,19000000
Sector 12 Dwarka,1700,3,18800000
Sector 12 Dwarka,1600,3,17500000
Sector 5 Dwarka,1800,3,16500000
Sector 3 Dwarka,1750,3,19800000
Sector-18 Dwarka,1700,3,25000000
Sector-18 Dwarka,1800,3,21500000
Sector 19 Dwarka,1600,3,17300000
Sector 4 Dwarka,1800,3,20000000
Sector 22 Dwarka,1800,3,21200000
Sector 19 Dwarka,1200,2,14000000
Sector 5 Dwarka,1800,4,19000000
Sector 23 Dwarka,1600,3,18500000
Sector-18 Dwarka,2000,4,25500000
Sector 19 Dwarka,2000,3,18500000
Sector 6 Dwarka,2500,4,19500000
Uttam Nagar,900,3,5000000
Sector 6 Dwarka,1900,4,30000000
Sector 12 Dwarka,2600,4,36500000
Chittaranjan Park,2000,5,27500000
Alaknanda,1650,3,22500000
Sector 9 Dwarka,1700,3,16500000
Sector 10 Dwarka,1200,2,12500000
Uttam Nagar,540,2,2500000
Matiala,800,3,4500000
Uttam Nagar,600,2,2000000
Sector 23 Rohini,900,2,20500000
Sector 4 Dwarka,1700,3,18800000
Sector 7 Dwarka,1860,3,15000000
Sector 12 Dwarka,2450,4,20700000
Sector 19 Dwarka,1750,3,18300000
Sector 6 Dwarka,1950,4,19800000
Sector 12 Dwarka,1800,3,21000000
Sector 12 Dwarka,1600,3,18000000
Sector 12 Dwarka,2100,4,22500000
Sector 5 Dwarka,1650,3,18200000
Sector 10 Dwarka,1600,3,17200000
Sector 10 Dwarka,1550,3,15500000
Sector 19 Dwarka,1800,3,20800000
Sector 4 Dwarka,1850,3,24000000
Sector 4 Dwarka,1750,3,19200000
Sector 11 Dwarka,1600,3,16000000
Sector 6 Dwarka,1500,3,17000000
Sector 10 Dwarka,1550,3,15600000
Sector 10 Dwarka,2300,4,28000000
Sector 3 Dwarka,1650,3,16800000
Sector 13 Dwarka,1850,3,19300000
Sector 4 Dwarka,2400,4,24900000
Sector 6 Dwarka,1750,3,26000000
Sector 5 Dwarka,2400,4,28500000
Sector-18 Dwarka,2450,4,28200000
Sector 11 Dwarka,1750,3,22500000
Sector 6 Dwarka,2000,4,20000000
Sector 19 Dwarka,2200,4,28500000
Sector 3 Dwarka,2000,4,24800000
Sector 2 Dwarka,1850,3,17500000
Sector 12 Dwarka,1600,3,20500000
Sector 5 Dwarka,1600,3,19800000
Sector 19 Dwarka,1400,2,11400000
Sector 4 Dwarka,1200,2,11800000
Sector 5 Dwarka,1600,3,15400000
Sector 13 Dwarka,2400,4,23500000
Sector 11 Dwarka,1800,3,19000000
Sector 23 Dwarka,1600,3,14900000
Sector 23 Dwarka,1600,3,15000000
Sector 4 Dwarka,1800,4,18200000
Sector 10 Dwarka,2400,4,32500000
Sector 10 Dwarka,2000,4,23500000
Sector 6 Dwarka,1700,3,17500000
Sector-18 Dwarka,1700,3,18500000
Sector 4 Dwarka,2000,3,25000000
Sector 12 Dwarka,1900,3,22900000
Sector 12 Dwarka,1900,3,22900000
Sector 10 Dwarka,1800,4,17500000
Sector-18 Dwarka,1900,4,24500000
Sector 19 Dwarka,2400,4,22800000
Sector 6 Dwarka,1700,3,17100000
Sector 5 Dwarka,2000,4,21100000
Sector 4 Dwarka,1700,3,16500000
Sector 6 Dwarka,1800,3,19800000
Sector 4 Dwarka,1600,3,15000000
Sector 11 Dwarka,1600,3,16000000
Sector 6 Dwarka,1700,3,16900000
Sector 2 Dwarka,2450,3,24000000
Sector 7 Dwarka,2050,3,18100000
Sector 11 Dwarka,2650,4,26000000
Sector 13 Dwarka,2650,4,21000000
Sector 13 Dwarka,2750,4,22500000
Sector 10 Dwarka,3350,4,34000000
Sector 9 Dwarka,1950,3,16500000
Sector 11 Dwarka,3200,4,28000000
Sector 12 Dwarka,3600,4,29500000
Sector 12 Dwarka,2050,3,17800000
Sector-18 Dwarka,2450,4,21000000
Sector 4 Dwarka,2300,4,18500000
Sector 22 Dwarka,3200,4,29000000
Sector 23 Dwarka,2400,3,19900000
Sector 3 Dwarka,2800,4,23000000
Sector 4 Dwarka,2360,4,19000000
Sector 1 Dwarka,1950,3,18500000
Sector 13 Dwarka,2370,4,19800000
Sector 13 Dwarka,2850,4,26000000
Sector 6 Dwarka,2550,4,21500000
Sector 7 Dwarka,2050,3,19000000
Sector 19 Dwarka,2650,4,23000000
Sector-18 Dwarka,1902,3,17000000
Sector 12 Dwarka,2650,3,21500000
Sector 7 Dwarka,2600,4,19500000
Sector 3 Dwarka,2600,4,24500000
Sector 5 Dwarka,2450,4,19000000
Sector 6 Dwarka,4200,5,42500000
Sector 19 Dwarka,2800,4,23500000
Sector 5 Dwarka,2000,3,18000000
Sector 10 Dwarka,2505,4,23800000
Sector 23 Dwarka,1960,3,17900000
Sector 4 Dwarka,2050,3,18000000
Sector 22 Dwarka,1950,3,15500000
Sector-18 Dwarka,2850,4,26500000
Sector 19 Dwarka,2850,3,24000000
Sector 6 Dwarka,2800,4,25000000
Sector-18 Dwarka,4800,6,42000000
Sector 5 Dwarka,2050,3,18700000
Sector 4 Dwarka,2950,4,24500000
Vasant Kunj,2150,3,21000000
Sector 11 Dwarka,1800,3,15500000
Sector 10 Dwarka,2060,3,19500000
Sector 13 Dwarka,2750,4,22500000
Vasundhara Enclave,1902,3,17000000
Sector 19 Dwarka,1950,3,21900000
Sector 11 Dwarka,2620,4,23200000
Sector 9 Dwarka,1950,3,16500000
Sector 3 Dwarka,1700,2,12600000
Sector 11 Dwarka,2350,4,19500000
Sector 19 Dwarka,1850,3,16900000
Sector 6 Dwarka,2800,4,25000000
Sector-18 Dwarka,4800,6,42000000
Sector 4 Dwarka,2050,3,18000000
Sector 22 Dwarka,1950,3,15500000
Sector-18 Dwarka,2850,4,26500000
Sector 19 Dwarka,2850,3,24000000
Sector 5 Dwarka,2050,3,18700000
Sector 4 Dwarka,2950,4,24500000
Vasant Kunj,2150,3,21000000
Sector 7 Dwarka,1700,3,18900000
Sector 11 Dwarka,2400,5,27500000
Sector 6 Dwarka,2450,3,23500000
Sector 6 Dwarka,2800,4,29900000
Sector 12 Dwarka,2080,3,19500000
Sector 6 Dwarka,2450,3,23500000
Sector 3 Dwarka,1400,3,16000000
Sector 22 Dwarka,1400,3,16500000
Sector 19 Dwarka,2999,4,35000000
Sector 7 Dwarka,1700,3,19000000
Sector 11 Dwarka,1900,4,19000000
Sector 4 Dwarka,2000,4,19500000
Sector 12 Dwarka,1800,3,20500000
Jasola,1100,2,13000000
Sector 4 Dwarka,1750,3,18500000
Sector 12 Dwarka,2200,3,19400000
Sector 19 Dwarka,3300,5,41500000
Sector 3 Dwarka,1900,3,15500000
Sector 4 Dwarka,1700,3,15000000
Sector 12 Dwarka,1700,3,19000000
Sector 23 Dwarka,1900,3,18200000
Sector-18 Dwarka,1600,2,16200000
Sector 6 Dwarka,1900,3,22500000
Sector 4 Dwarka,2000,4,23000000
Sector 4 Dwarka,1900,3,15000000
Sector 11 Dwarka,2000,4,21000000
Pitampura,1900,4,18000000
Sector 4 Dwarka,1900,3,15000000
Sector 4 Dwarka,1900,3,15000000
Sector 13 Dwarka,2000,3,19000000
Sector 19 Dwarka,2000,4,24500000
Sector 10 Dwarka,2200,3,25500000
Sector 3 Dwarka,2000,3,24900000
Sector 3 Dwarka,1900,3,17500000
Sector 13 Dwarka,4200,6,29000000
Sector 13 Dwarka,2000,4,22000000
Sector 6 Dwarka,1800,3,17400000
Sector 6 Dwarka,1800,3,19500000
Sector 12 Dwarka,1800,3,19500000
Sector 19 Dwarka,3750,4,36500000
Sector 6 Dwarka,2900,4,29500000
Sector 19 Dwarka,2200,4,34000000
Sector 10 Dwarka,1500,2,12900000
Sector 11 Dwarka,1850,3,15200000
Sector 23 Dwarka,1700,3,18700000
Sector 7 Dwarka,1800,3,19500000
Sector 4 Dwarka,1600,3,16800000
Sector 13 Dwarka,1700,3,16500000
Sector 11 Dwarka,2400,4,18000000
Sector 5 Dwarka,2400,4,17000000
Sector 12 Dwarka,2400,4,23800000
Sector 12 Dwarka,2400,4,22000000
Sector 6 Dwarka,2000,3,26000000
Sector 3 Dwarka,1200,2,12500000
Sector 12 Dwarka,1800,3,24000000
Sector 11 Dwarka,2300,4,27400000
Sector 19 Dwarka,1650,3,15600000
Sector 4 Dwarka,1250,2,12800000
Sector 10 Dwarka,1789,3,17100000
Sector 17 Dwarka,2250,4,29900000
Sector 9 Dwarka,1200,3,15900000
Sector 9 Dwarka,1800,3,16500000
Sector 3 Dwarka,2200,4,25000000
Sector 6 Dwarka,2150,3,19200000
Sector 6 Dwarka,1930,3,17800000
