,BHK,Area,Price,Location
11741,2 ,960 ,60 L,"Chromepet,Chennai"
11742,4 ,2275 ,1.82 Cr,"Thoraipakkam OMR,Chennai"
11743,3 ,1470 ,1.13 Cr,"Mogappair,Chennai"
11744,2 ,1051 ,83.58 L,"Mogappair,Chennai"
11745,2 ,985 ,45.8 L,"Thaiyur,Chennai"
11746,2 ,730 ,26.82 L,"Thirumazhisai,Chennai"
11747,3 ,885 ,32.52 L,"Thirumazhisai,Chennai"
11748,3 ,1400 ,1 Cr,"Sholinganallur,Chennai"
11749,4 ,2684 ,3.47 Cr,"Saidapet,Chennai"
11750,3 ,1881 ,2.49 Cr,"Saidapet,Chennai"
11751,2 ,1250 ,85 L,"Iyyappanthangal,Chennai"
11752,3 ,1740 ,3.13 Cr,"Nungambakkam,Chennai"
11753,2 ,835 ,57.2 L,"Madhavaram,Chennai"
11754,3 ,1320 ,78 L,"Selaiyur,Chennai"
11755,2 ,712 ,38.5 L,"Gowrivakkam,Chennai"
11756,3 ,2133 ,3.83 Cr,"T Nagar,Chennai"
11757,2 ,1016 ,56 L,"Ambattur,Chennai"
11758,2 ,989 ,54.9 L,"Ambattur,Chennai"
11759,2 ,927 ,49.24 L,"Thirumullaivoyal,Chennai"
11760,2 ,800 ,30 L,"Maraimalai Nagar,Chennai"
11761,2 ,683 ,30.23 L,"Chengalpattu,Chennai"
11762,2 ,800 ,36.3 L,"Vandalur,Chennai"
11763,2 ,800 ,30.2 L,"Maraimalai Nagar,Chennai"
11764,2 ,800 ,30.22 L,"Maraimalai Nagar,Chennai"
11765,2 ,800 ,36.3 L,"Rathinamangalam,Chennai"
11766,2 ,800 ,38.4 L,"Rathinamangalam,Chennai"
11767,2 ,800 ,36.32 L,"Vandalur,Chennai"
11768,2 ,800 ,30.22 L,"Maraimalai Nagar,Chennai"
11769,2 ,1200 ,28 L,"Chengalpattu,Chennai"
11770,2 ,1200 ,28 L,"Chengalpattu,Chennai"
11771,2 ,800 ,32.7 L,"Chengalpattu,Chennai"
11772,2 ,800 ,30.23 L,"Maraimalai Nagar,Chennai"
11773,2 ,800 ,28.25 L,"Chengalpattu,Chennai"
11774,2 ,800 ,28.25 L,"Chengalpattu,Chennai"
11775,2 ,800 ,27.62 L,"Chengalpattu,Chennai"
11776,2 ,700 ,25.75 L,"Chengalpattu,Chennai"
11777,2 ,800 ,36.33 L,"Vandalur,Chennai"
11778,2 ,800 ,36.34 L,"Vandalur,Chennai"
11779,2 ,800 ,36.37 L,"Vandalur,Chennai"
11780,2 ,800 ,36.36 L,"Vandalur,Chennai"
11781,2 ,800 ,36.25 L,"Vandalur,Chennai"
11782,2 ,800 ,36.25 L,"Vandalur,Chennai"
11783,2 ,800 ,36.25 L,"Vandalur,Chennai"
11784,2 ,800 ,27.93 L,"Chengalpattu,Chennai"
11785,2 ,800 ,27.9 L,"Chengalpattu,Chennai"
11786,2 ,700 ,30.5 L,"Chengalpattu,Chennai"
11787,2 ,700 ,30.51 L,"Chengalpattu,Chennai"
11788,2 ,700 ,30.52 L,"Chengalpattu,Chennai"
11789,2 ,1000 ,35.02 L,"Maraimalai Nagar,Chennai"
11790,1 ,600 ,22 L,"Chengalpattu,Chennai"
11791,1 ,400 ,23.3 L,"Chengalpattu,Chennai"
11792,1 ,500 ,25.1 L,"Chengalpattu,Chennai"
11793,1 ,750 ,23.35 L,"Chengalpattu,Chennai"
11794,2 ,600 ,31 L,"Chengalpattu,Chennai"
11795,2 ,1000 ,33.44 L,"Maraimalai Nagar,Chennai"
11796,2 ,650 ,31.2 L,"Chengalpattu,Chennai"
11797,2 ,900 ,31.3 L,"Maraimalai Nagar,Chennai"
11798,2 ,800 ,27.5 L,"Maraimalai Nagar,Chennai"
11799,2 ,600 ,28.4 L,"Chengalpattu,Chennai"
11800,2 ,800 ,30.22 L,"Maraimalai Nagar,Chennai"
11801,2 ,1200 ,28 L,"Chengalpattu,Chennai"
11802,2 ,1200 ,28 L,"Chengalpattu,Chennai"
11803,2 ,800 ,32.7 L,"Chengalpattu,Chennai"
11804,2 ,800 ,30.23 L,"Maraimalai Nagar,Chennai"
11805,2 ,800 ,28.25 L,"Chengalpattu,Chennai"
11806,2 ,800 ,28.25 L,"Chengalpattu,Chennai"
11807,2 ,800 ,27.62 L,"Chengalpattu,Chennai"
11808,2 ,700 ,25.75 L,"Chengalpattu,Chennai"
11809,2 ,800 ,36.33 L,"Vandalur,Chennai"
11810,2 ,800 ,36.34 L,"Vandalur,Chennai"
11811,2 ,800 ,36.37 L,"Vandalur,Chennai"
11812,2 ,800 ,36.36 L,"Vandalur,Chennai"
11813,2 ,800 ,36.25 L,"Vandalur,Chennai"
11814,2 ,800 ,36.25 L,"Vandalur,Chennai"
11815,2 ,800 ,36.25 L,"Vandalur,Chennai"
11816,2 ,800 ,27.93 L,"Chengalpattu,Chennai"
11817,2 ,800 ,27.9 L,"Chengalpattu,Chennai"
11818,2 ,700 ,30.5 L,"Chengalpattu,Chennai"
11819,2 ,700 ,30.51 L,"Chengalpattu,Chennai"
11820,2 ,700 ,30.52 L,"Chengalpattu,Chennai"
11821,2 ,1000 ,35.02 L,"Maraimalai Nagar,Chennai"
11822,1 ,600 ,22 L,"Chengalpattu,Chennai"
11823,1 ,400 ,23.3 L,"Chengalpattu,Chennai"
11824,1 ,500 ,25.1 L,"Chengalpattu,Chennai"
11825,1 ,750 ,23.35 L,"Chengalpattu,Chennai"
11826,2 ,600 ,31 L,"Chengalpattu,Chennai"
11827,2 ,1000 ,33.44 L,"Maraimalai Nagar,Chennai"
11828,2 ,650 ,31.2 L,"Chengalpattu,Chennai"
11829,2 ,900 ,31.3 L,"Maraimalai Nagar,Chennai"
11830,2 ,800 ,27.5 L,"Maraimalai Nagar,Chennai"
11831,2 ,600 ,28.4 L,"Chengalpattu,Chennai"
11832,2 ,1000 ,39.7 L,"Maraimalai Nagar,Chennai"
11833,2 ,740 ,35.34 L,"Chengalpattu,Chennai"
11834,4 ,3500 ,3.4 Cr,"Uthandi,Chennai"
11835,3 ,1990 ,3.25 Cr,"Adyar,Chennai"
11836,3 ,2235 ,3.8 Cr,"Adyar,Chennai"
11837,3 ,1898 ,3 Cr,"Guindy,Chennai"
11838,2 ,888 ,54 L,"Agaramthen,Chennai"
11839,2 ,890 ,48.95 L,"Medavakkam,Chennai"
11840,3 ,2466 ,2.14 Cr,"Madhavaram,Chennai"
11841,3 ,1733 ,2.19 Cr,"Saidapet,Chennai"
11842,1 ,716 ,35.8 L,"Urapakkam,Chennai"
11843,2 ,1006 ,79 L,"Tiruvottiyur,Chennai"
11844,2 ,1519 ,1.2 Cr,"Medavakkam,Chennai"
11845,2 ,860 ,50.5 L,"Porur,Chennai"
11846,3 ,1208 ,69.6 L,"Porur,Chennai"
11847,2 ,1165 ,64.06 L,"Kovur,Chennai"
11848,3 ,1335 ,94.78 L,"East Tambaram,Chennai"
11849,2 ,1011 ,47.09 L,"Thalambur,Chennai"
11850,3 ,1225 ,1.15 Cr,"Kottivakkam,Chennai"
11851,4 ,2684 ,3.47 Cr,"Saidapet,Chennai"
11852,3 ,1881 ,2.49 Cr,"Saidapet,Chennai"
11853,1 ,480 ,21.6 L,"Guduvancheri,Chennai"
11854,3 ,1667 ,1.58 Cr,"Annanagar West,Chennai"
11855,2 ,970 ,53.35 L,"Medavakkam,Chennai"
11856,2 ,960 ,52.8 L,"Medavakkam,Chennai"
11857,4 ,3795 ,4.2 Cr,"Anna Nagar,Chennai"
11858,3 ,1253 ,70.16 L,"Medavakkam,Chennai"
11859,3 ,1076 ,67.78 L,"Medavakkam,Chennai"
11860,5 ,4818 ,5 Cr,"Anna Nagar,Chennai"
11861,3 ,2885 ,3.2 Cr,"Anna Nagar,Chennai"
11862,2 ,985 ,55.16 L,"Medavakkam,Chennai"
11863,6 ,2000 ,1.5 Cr,"K K Nagar,Chennai"
11864,3 ,1416 ,89.2 L,"Medavakkam,Chennai"
11865,3 ,1330 ,83.79 L,"Medavakkam,Chennai"
11866,3 ,1212 ,76.35 L,"Medavakkam,Chennai"
11867,3 ,1170 ,73.71 L,"Medavakkam,Chennai"
11868,3 ,1116 ,70.3 L,"Medavakkam,Chennai"
11869,3 ,1417 ,89.27 L,"Medavakkam,Chennai"
11870,3 ,1372 ,86.43 L,"Medavakkam,Chennai"
11871,3 ,1298 ,81.77 L,"Medavakkam,Chennai"
11872,3 ,1335 ,73.42 L,"Medavakkam,Chennai"
11873,3 ,1265 ,69.57 L,"Medavakkam,Chennai"
11874,3 ,1230 ,67.65 L,"Medavakkam,Chennai"
11875,3 ,1100 ,60.5 L,"Medavakkam,Chennai"
11876,2 ,878 ,48.29 L,"Medavakkam,Chennai"
11877,2 ,985 ,65 L,"Ambattur INDUSTRIAL ESTATE,Chennai"
11878,2 ,980 ,64.8 L,"Kil Ayanambakkam,Chennai"
11879,2 ,590 ,45 L,"West Mambalam,Chennai"
11880,3 ,1290 ,81 L,"Velachery,Chennai"
11881,2 ,989 ,46 L,"Porur,Chennai"
11882,2 ,1235 ,99 L,"Porur,Chennai"
11883,3 ,1284 ,75 L,"Perungudi,Chennai"
11884,2 ,1077 ,56 L,"Medavakkam,Chennai"
11885,2 ,830 ,81 L,"Adyar,Chennai"
11886,2 ,800 ,25 L,"Chengalpattu,Chennai"
11887,3 ,1391 ,91 L,"Gerugambakkam,Chennai"
11888,2 ,1113 ,73 L,"Gerugambakkam,Chennai"
11889,2 ,985 ,39.39 L,"Thaiyur,Chennai"
11890,3 ,1314 ,99 L,"Madhavaram,Chennai"
11891,2 ,1031 ,94 L,"Selaiyur,Chennai"
11892,3 ,1109 ,94 L,"Adambakam,Chennai"
11893,2 ,945 ,80 L,"Adambakam,Chennai"
11894,3 ,1340 ,74 L,"Kovur,Chennai"
11895,2 ,913 ,51 L,"Kovur,Chennai"
11896,3 ,1606 ,1.36 Cr,"Thoraipakkam OMR,Chennai"
11897,3 ,1296 ,1.1 Cr,"Thoraipakkam OMR,Chennai"
11898,2 ,894 ,45 L,"Ayanambakkam,Chennai"
11899,3 ,1307 ,81 L,"Iyappanthangal,Chennai"
11900,4 ,3000 ,5.5 Cr,"Kottivakkam,Chennai"
11901,4 ,1250 ,3.8 Cr,"Alwarpet,Chennai"
11902,3 ,1450 ,1.85 Cr,"Choolaimedu,Chennai"
11903,2 ,1500 ,1.5 Cr,"Choolaimedu,Chennai"
11904,2 ,875 ,75 L,"Choolaimedu,Chennai"
11905,2 ,850 ,34.6 L,"Maraimalai Nagar,Chennai"
11906,2 ,900 ,22 L,"Chengalpattu,Chennai"
11907,2 ,880 ,40.08 L,"Peerakankaranai,Chennai"
11908,2 ,886 ,57.63 L,"Madambakkam,Chennai"
11909,2 ,856 ,62.39 L,"Pallikaranai,Chennai"
11910,2 ,856 ,62.39 L,"Madambakkam,Chennai"
11911,2 ,700 ,29 L,"Kattankulathur,Chennai"
11912,2 ,699 ,26 L,"Kattankulathur,Chennai"
11913,3 ,1502 ,1.02 Cr,"Manapakkam,Chennai"
11914,2 ,1173 ,85 L,"Manapakkam,Chennai"
11915,4 ,2200 ,2.6 Cr,"K K Nagar,Chennai"
11916,4 ,1700 ,1.25 Cr,"K K Nagar,Chennai"
11917,2 ,785 ,36.9 L,"Rathinamangalam,Chennai"
11918,2 ,785 ,36.95 L,"Rathinamangalam,Chennai"
11919,2 ,785 ,36.96 L,"Rathinamangalam,Chennai"
11920,2 ,650 ,28.5 L,"Poonamallee,Chennai"
11921,4 ,3000 ,1.24 Cr,"Sembakkam,Chennai"
11922,3 ,1130 ,93 L,"Velachery,Chennai"
11923,10 ,6000 ,2.55 Cr,"Madipakkam,Chennai"
11924,5 ,3000 ,98 L,"Medavakkam,Chennai"
11925,5 ,3000 ,1.25 Cr,"Sembakkam,Chennai"
11926,3 ,1267 ,78.5 L,"Pallavaram,Chennai"
11927,2 ,801 ,49.5 L,"Pallavaram,Chennai"
11928,2 ,870 ,1 Cr,"Adyar,Chennai"
11929,3 ,1775 ,3 Cr,"T Nagar,Chennai"
11930,3 ,1465 ,2.5 Cr,"T Nagar,Chennai"
11931,3 ,1600 ,3.25 Cr,"Besant Nagar,Chennai"
11932,3 ,2000 ,4 Cr,"Thiruvanmiyur,Chennai"
11933,2 ,900 ,1.5 Cr,"Choolaimedu,Chennai"
11934,3 ,2600 ,3.5 Cr,"Choolaimedu,Chennai"
11935,3 ,2400 ,3.45 Cr,"Choolaimedu,Chennai"
11936,4 ,3000 ,5.5 Cr,"Kottivakkam,Chennai"
11937,4 ,1250 ,3.8 Cr,"Alwarpet,Chennai"
11938,3 ,1450 ,1.85 Cr,"Choolaimedu,Chennai"
11939,2 ,1500 ,1.5 Cr,"Choolaimedu,Chennai"
11940,2 ,875 ,75 L,"Choolaimedu,Chennai"
11941,2 ,850 ,34.6 L,"Maraimalai Nagar,Chennai"
11942,2 ,900 ,22 L,"Chengalpattu,Chennai"
11943,2 ,880 ,40.08 L,"Peerakankaranai,Chennai"
11944,2 ,886 ,57.63 L,"Madambakkam,Chennai"
11945,2 ,856 ,62.39 L,"Pallikaranai,Chennai"
11946,2 ,856 ,62.39 L,"Madambakkam,Chennai"
11947,3 ,800 ,30 L,"Kattankulathur,Chennai"
11948,2 ,700 ,29 L,"Kattankulathur,Chennai"
11949,2 ,699 ,26 L,"Kattankulathur,Chennai"
11950,3 ,1256 ,65.3 L,"Porur,Chennai"
11951,2 ,859 ,34.35 L,"Mangadu,Chennai"
11952,2 ,1124 ,44.96 L,"Mangadu,Chennai"
11953,2 ,781 ,33.58 L,"Mangadu,Chennai"
11954,2 ,858 ,44.6 L,"Porur,Chennai"
11955,2 ,871 ,52.26 L,"Porur,Chennai"
11956,2 ,1085 ,53 L,"Mahindra World City,Chennai"
11957,2 ,663 ,37.5 L,"Padur,Chennai"
11958,2 ,700 ,30.12 L,"Singaperumal Koil,Chennai"
11959,2 ,800 ,36.8 L,"Singaperumal Koil,Chennai"
11960,2 ,794 ,50.81 L,"tambaram east,Chennai"
11961,1 ,500 ,20.33 L,"Maraimalai Nagar,Chennai"
11962,4 ,2200 ,2.6 Cr,"K K Nagar,Chennai"
11963,4 ,1700 ,1.25 Cr,"K K Nagar,Chennai"
11964,1 ,670 ,41.45 L,"Pallavaram,Chennai"
11965,3 ,1502 ,1.02 Cr,"Manapakkam,Chennai"
11966,2 ,1173 ,85 L,"Manapakkam,Chennai"
11967,4 ,1760 ,2 Cr,"K K Nagar,Chennai"
11968,3 ,1390 ,89 L,"Adambakam,Chennai"
11969,8 ,5000 ,2.65 Cr,"Velachery,Chennai"
11970,1 ,1200 ,75 L,"Kilkattalai,Chennai"
11971,3 ,4200 ,9.03 Cr,"Royapettah,Chennai"
11972,3 ,2961 ,6.36 Cr,"Royapettah,Chennai"
11973,3 ,2958 ,6.35 Cr,"Royapettah,Chennai"
11974,1 ,600 ,1.14 Cr,"Royapettah,Chennai"
11975,4 ,2960 ,6.36 Cr,"Royapettah,Chennai"
11976,4 ,2959 ,6.36 Cr,"Royapettah,Chennai"
11977,4 ,2957 ,6.35 Cr,"Royapettah,Chennai"
11978,3 ,3874 ,8.32 Cr,"Royapettah,Chennai"
11979,5 ,6500 ,13.97 Cr,"Royapettah,Chennai"
11980,2 ,745 ,46 L,"Velachery,Chennai"
11981,2 ,717 ,44 L,"Madipakkam,Chennai"
11982,2 ,700 ,54 L,"Velachery,Chennai"
11983,2 ,750 ,28 L,"Maraimalai Nagar,Chennai"
11984,3 ,1502 ,1.02 Cr,"Manapakkam,Chennai"
11985,2 ,1173 ,85 L,"Manapakkam,Chennai"
11986,2 ,1300 ,85 L,"Valasaravakkam,Chennai"
11987,2 ,965 ,55 L,"Sholinganallur,Chennai"
11988,2 ,800 ,62.5 L,"Alandur,Chennai"
11989,2 ,800 ,63 L,"Alandur,Chennai"
11990,2 ,800 ,64 L,"Alandur,Chennai"
11991,2 ,975 ,60 L,"Sholinganallur,Chennai"
11992,3 ,2378 ,2.7 Cr,"Ekkatuthangal,Chennai"
11993,2 ,1000 ,84 L,"Ayapakkam,Chennai"
11994,1 ,738 ,39 L,"Choolaimedu,Chennai"
11995,2 ,1055 ,61 L,"Mogappair East,Chennai"
11996,3 ,1550 ,53 L,"Guduvancheri,Chennai"
11997,2 ,970 ,75 L,"Mogappair East,Chennai"
11998,2 ,929 ,48.77 L,"tambaram west,Chennai"
11999,3 ,1800 ,3.5 Cr,"Guindy,Chennai"
12000,2 ,970 ,75 L,"Mogappair East,Chennai"
12001,6 ,4500 ,5 Cr,"Koyambedu,Chennai"
12002,2 ,929 ,48.77 L,"tambaram west,Chennai"
12003,2 ,900 ,70 L,"Ayanavaram,Chennai"
12004,2 ,950 ,70 L,"Ayanavaram,Chennai"
12005,3 ,1179 ,96 L,"Villivakkam,Chennai"
12006,2 ,812 ,66.83 L,"Adambakam,Chennai"
12007,3 ,1120 ,78.5 L,"Adambakam,Chennai"
12008,2 ,875 ,59 L,"Ambattur INDUSTRIAL ESTATE,Chennai"
12009,2 ,933 ,48.98 L,"Medavakkam,Chennai"
12010,3 ,1280 ,67.2 L,"Medavakkam,Chennai"
12011,3 ,1190 ,62.47 L,"Medavakkam,Chennai"
12012,3 ,1253 ,65.78 L,"Medavakkam,Chennai"
12013,2 ,890 ,66.75 L,"Madipakkam,Chennai"
12014,3 ,1160 ,87 L,"Madipakkam,Chennai"
12015,3 ,1138 ,85.35 L,"Madipakkam,Chennai"
12016,2 ,970 ,54.32 L,"Keelkattalai,Chennai"
12017,2 ,950 ,53.2 L,"Keelkattalai,Chennai"
12018,2 ,1084 ,60.7 L,"Keelkattalai,Chennai"
12019,3 ,1200 ,64.2 L,"Sholinganallur,Chennai"
12020,2 ,900 ,56.85 L,"Perumbakkam,Chennai"
12021,3 ,1960 ,2.3 Cr,"T Nagar,Chennai"
12022,2 ,1234 ,83 L,"Manapakkam,Chennai"
12023,2 ,837 ,44 L,"Kil Ayanambakkam,Chennai"
12024,3 ,1264 ,1.4 Cr,"Thiruvanmiyur,Chennai"
12025,1 ,354 ,17 L,"Thiruporur,Chennai"
12026,2 ,1100 ,47 L,"Madhavaram Milk Colony,Chennai"
12027,2 ,1124 ,55 L,"Kelambakkam,Chennai"
12028,2 ,1000 ,34.99 L,"Maraimalai Nagar,Chennai"
12029,1 ,760 ,26.25 L,"Tiruvallur,Chennai"
12030,2 ,1000 ,34.99 L,"Singaperumal Koil,Chennai"
12031,4 ,2000 ,1.75 Cr,"K K Nagar,Chennai"
12032,2 ,1132 ,46.91 L,"Ennaikaran,Chennai"
12033,2 ,1043 ,86.56 L,"Padi,Chennai"
12034,3 ,1201 ,99.68 L,"Padi,Chennai"
12035,4 ,1122 ,1.06 Cr,"Jafferkhanpet,Chennai"
12036,4 ,2533 ,1.82 Cr,"Porur,Chennai"
12037,2 ,1000 ,64.99 L,"Mogappair East,Chennai"
12038,2 ,980 ,64.99 L,"Kil Ayanambakkam,Chennai"
12039,3 ,1100 ,64.99 L,"Mogappair East,Chennai"
12040,2 ,980 ,64.99 L,"Mogappair East,Chennai"
12041,3 ,1100 ,64.99 L,"Kil Ayanambakkam,Chennai"
12042,3 ,2037 ,72 L,"Choolaimedu,Chennai"
12043,2 ,1216 ,96 L,"Saligramam,Chennai"
12044,4 ,1175 ,1.4 Cr,"Saidapet,Chennai"
12045,2 ,900 ,56.6 L,"Perumbakkam,Chennai"
12046,3 ,1120 ,78 L,"Adambakam,Chennai"
12047,3 ,1200 ,64 L,"Medavakkam,Chennai"
12048,2 ,1100 ,1.21 Cr,"West Mambalam,Chennai"
12049,2 ,950 ,49.87 L,"Medavakkam,Chennai"
12050,2 ,1040 ,58.24 L,"Keelkattalai,Chennai"
12051,2 ,845 ,55.85 L,"Ambattur,Chennai"
12052,3 ,2037 ,70 L,"Kazhipattur,Chennai"
12053,3 ,1627 ,1.19 Cr,"Sholinganallur,Chennai"
12054,3 ,1490 ,1.78 Cr,"Kilpauk,Chennai"
12055,3 ,1274 ,1.05 Cr,"Choolaimedu,Chennai"
12056,2 ,1250 ,70 L,"Thalambur,Chennai"
12057,3 ,1469 ,1.78 Cr,"Anna Nagar,Chennai"
12058,3 ,1489 ,1.78 Cr,"Anna Nagar,Chennai"
12059,3 ,1274 ,1.04 Cr,"Choolaimedu,Chennai"
12060,3 ,1490 ,1.78 Cr,"Kilpauk,Chennai"
12061,3 ,1274 ,1.05 Cr,"Choolaimedu,Chennai"
12062,3 ,1560 ,1.2 Cr,"Palavakkam,Chennai"
12063,4 ,2669 ,3.62 Cr,"Royapettah,Chennai"
12064,2 ,800 ,33.8 L,"VOC Nagar,Chennai"
12065,3 ,850 ,62 L,"Mogappair East,Chennai"
12066,2 ,700 ,42 L,"Mogappair East,Chennai"
12067,2 ,700 ,45 L,"Mogappair,Chennai"
12068,2 ,800 ,52 L,"Mogappair,Chennai"
12069,2 ,750 ,52 L,"Ayapakkam,Chennai"
12070,2 ,700 ,52 L,"Ambattur INDUSTRIAL ESTATE,Chennai"
12071,2 ,850 ,50 L,"Ayapakkam,Chennai"
12072,3 ,1800 ,2.9 Cr,"Choolaimedu,Chennai"
12073,4 ,1300 ,78 L,"Pudupakkam,Chennai"
12074,2 ,800 ,65.2 L,"Siruseri,Chennai"
12075,2 ,800 ,65.4 L,"Navallur,Chennai"
12076,3 ,1285 ,81.59 L,"tambaram east,Chennai"
12077,3 ,1074 ,68.19 L,"tambaram east,Chennai"
12078,2 ,921 ,58.48 L,"tambaram east,Chennai"
12079,2 ,650 ,38 L,"Sembakkam,Chennai"
12080,2 ,638 ,30.18 L,"Thirumazhisai,Chennai"
12081,2 ,685 ,44.95 L,"Sholinganallur,Chennai"
12082,2 ,1455 ,95 L,"Mugalivakkam,Chennai"
12083,4 ,2793 ,2.65 Cr,"Virugambakkam,Chennai"
12084,3 ,1400 ,82.04 L,"Mogappair East,Chennai"
12085,3 ,1540 ,1.14 Cr,"Kilkattalai,Chennai"
12086,3 ,1295 ,96 L,"Pallavaram,Chennai"
12087,2 ,1083 ,52 L,"Mahindra World City,Chennai"
12088,2 ,695 ,30.9 L,"Vanchuvancheri,Chennai"
12089,2 ,999 ,54 L,"Moolacheri,Chennai"
12090,4 ,3715 ,3.5 Cr,"Perambur,Chennai"
12091,3 ,1975 ,3.95 Cr,"Egmore,Chennai"
12092,2 ,850 ,52 L,"Ambattur,Chennai"
12093,4 ,2601 ,2.5 Cr,"Perambur,Chennai"
12094,3 ,1324 ,88 L,"Nerkundram,Chennai"
12095,1 ,572 ,39 L,"Karapakkam,Chennai"
12096,4 ,2475 ,3.71 Cr,"Guindy,Chennai"
12097,3 ,1161 ,75.46 L,"Old Pallavaram,Chennai"
12098,3 ,918 ,47 L,"Kannathur Reddy Kuppam,Chennai"
12099,2 ,930 ,58.59 L,"Chitlapakkam,Chennai"
12100,4 ,2819 ,2.1 Cr,"Iyappanthangal,Chennai"
12101,3 ,1625 ,1.2 Cr,"Thoraipakkam OMR,Chennai"
12102,4 ,4525 ,3.24 Cr,"Uthandi,Chennai"
12103,2 ,962 ,54 L,"Pammal,Chennai"
12104,3 ,1592 ,1.27 Cr,"Sholinganallur,Chennai"
12105,2 ,620 ,45 L,"Mangadu,Chennai"
12106,2 ,960 ,64 L,"Mangadu,Chennai"
12107,3 ,1461 ,1.6 Cr,"Kodambakkam,Chennai"
12108,2 ,1000 ,52.99 L,"Vanagaram,Chennai"
12109,4 ,2710 ,3 Cr,"Guindy,Chennai"
12110,3 ,1944 ,94 L,"Pallikaranai,Chennai"
12111,1 ,600 ,30.36 L,"Perumbakkam,Chennai"
12112,3 ,1487 ,1.23 Cr,"Perungudi,Chennai"
12113,3 ,1350 ,62 L,"Guduvancheri,Chennai"
12114,2 ,1264 ,62 L,"Perumbakkam,Chennai"
12115,2 ,1002 ,48.5 L,"Medavakkam,Chennai"
12116,3 ,1371 ,65 L,"Perumbakkam,Chennai"
12117,3 ,1846 ,90 L,"Perumbakkam,Chennai"
12118,3 ,2303 ,2.9 Cr,"Velachery,Chennai"
12119,3 ,1704 ,2.5 Cr,"Egmore,Chennai"
12120,2 ,1250 ,78 L,"Sholinganallur,Chennai"
12121,2 ,1255 ,75 L,"Pallikaranai,Chennai"
12122,3 ,1944 ,1 Cr,"Pallikaranai,Chennai"
12123,4 ,2712 ,1.3 Cr,"Pallikaranai,Chennai"
12124,2 ,1038 ,68 L,"Vanagaram,Chennai"
12125,3 ,1427 ,94 L,"Vanagaram,Chennai"
12126,3 ,2017 ,3.5 Cr,"Raja Annamalai Puram,Chennai"
12127,2 ,1200 ,68 L,"Ayanambakkam,Chennai"
12128,3 ,1530 ,87 L,"Ayanambakkam,Chennai"
12129,4 ,2140 ,1.07 Cr,"Medavakkam,Chennai"
12130,2 ,820 ,45 L,"Mangadu,Chennai"
12131,2 ,1171 ,68 L,"Mangadu,Chennai"
12132,3 ,1800 ,1.25 Cr,"Manapakkam,Chennai"
12133,3 ,1890 ,1.35 Cr,"Manapakkam,Chennai"
12134,3 ,1826 ,1.35 Cr,"Poonamallee,Chennai"
12135,2 ,855 ,44 L,"Mevalurkuppam,Chennai"
12136,3 ,1560 ,1 Cr,"Porur,Chennai"
12137,2 ,1124 ,80 L,"Manapakkam,Chennai"
12138,2 ,950 ,62 L,"Perungalathur,Chennai"
12139,3 ,1225 ,75 L,"Perungalathur,Chennai"
12140,2 ,950 ,63 L,"Perungalathur,Chennai"
12141,3 ,1230 ,76 L,"Perungalathur,Chennai"
12142,2 ,938 ,65.66 L,"Kolathur,Chennai"
12143,4 ,2700 ,3.96 Cr,"Kodambakkam,Chennai"
12144,3 ,1448 ,60 L,"Vandalur,Chennai"
12145,1 ,591 ,39 L,"Kotivakkam,Chennai"
12146,3 ,1378 ,55 L,"Vandalur,Chennai"
12147,3 ,1338 ,54 L,"Mannivakkam,Chennai"
12148,3 ,1506 ,1.08 Cr,"Mugalivakkam,Chennai"
12149,3 ,1580 ,90.9 L,"Navallur,Chennai"
12150,2 ,845 ,55.76 L,"Kodungaiyur West,Chennai"
12151,2 ,820 ,69 L,"Korattur,Chennai"
12152,3 ,1662 ,1.03 Cr,"tambaram west,Chennai"
12153,2 ,700 ,43 L,"Puzhal,Chennai"
12154,2 ,950 ,65 L,"Ayapakkam,Chennai"
12155,2 ,911 ,67.41 L,"Kolathur,Chennai"
12156,1 ,500 ,63 L,"Medavakkam,Chennai"
12157,4 ,1536 ,95.66 L,"Sholinganallur,Chennai"
12158,2 ,1068 ,75.54 L,"Manapakkam,Chennai"
12159,2 ,833 ,44 L,"Puzhal,Chennai"
12160,2 ,1084 ,85 L,"Valasaravakkam,Chennai"
12161,3 ,1416 ,1.5 Cr,"Nandanam,Chennai"
12162,4 ,2454 ,2.99 Cr,"Guindy,Chennai"
12163,3 ,1871 ,1.05 Cr,"Kovilambakkam,Chennai"
12164,2 ,1376 ,69 L,"Medavakkam,Chennai"
12165,3 ,1753 ,84 L,"Medavakkam,Chennai"
12166,3 ,1753 ,80 L,"Medavakkam,Chennai"
12167,1 ,620 ,32 L,"Pallikaranai,Chennai"
12168,2 ,1326 ,66 L,"Medavakkam,Chennai"
12169,2 ,1180 ,75 L,"Pallavaram,Chennai"
12170,3 ,1454 ,90 L,"Pallavaram,Chennai"
12171,3 ,1590 ,95 L,"Pallavaram,Chennai"
12172,3 ,1540 ,1.02 Cr,"Pallavaram,Chennai"
12173,2 ,1156 ,75 L,"Pallavaram,Chennai"
12174,3 ,2200 ,1.7 Cr,"Korattur,Chennai"
12175,2 ,1183 ,70 L,"Sholinganallur,Chennai"
12176,4 ,2679 ,3.2 Cr,"Velachery,Chennai"
12177,3 ,1500 ,79 L,"Vengaivasal,Chennai"
12178,2 ,968 ,42 L,"Perumbakkam,Chennai"
12179,2 ,943 ,48 L,"Pammal,Chennai"
