,BHK,Area,Price,Location
1611,2 ,1200 ,78 L,"Kovur,Chennai"
1612,2 ,1215 ,80 L,"Mangadu,Chennai"
1613,3 ,1600 ,85 L,"Kovur,Chennai"
1614,2 ,960 ,68 L,"Kovur,Chennai"
1615,2 ,910 ,70 L,"Kovur,Chennai"
1616,3 ,1600 ,90 L,"Kovur,Chennai"
1617,3 ,1600 ,80 L,"Kovur,Chennai"
1618,2 ,750 ,55 L,"Mangadu,Chennai"
1619,2 ,1000 ,75 L,"Mangadu,Chennai"
1620,3 ,1800 ,93 L,"Kovur,Chennai"
1621,2 ,940 ,70 L,"Kovur,Chennai"
1622,3 ,2000 ,95 L,"Kovur,Chennai"
1623,2 ,1200 ,83 L,"Kovur,Chennai"
1624,2 ,726 ,39.93 L,"Pammal,Chennai"
1625,2 ,944 ,51.92 L,"Pammal,Chennai"
1626,2 ,893 ,49.11 L,"Pammal,Chennai"
1627,2 ,925 ,50.87 L,"Pammal,Chennai"
1628,2 ,1040 ,62.4 L,"East Tambaram,Chennai"
1629,2 ,1006 ,60.36 L,"East Tambaram,Chennai"
1630,2 ,940 ,56.4 L,"East Tambaram,Chennai"
1631,2 ,944 ,56.64 L,"East Tambaram,Chennai"
1632,2 ,927 ,55.62 L,"East Tambaram,Chennai"
1633,3 ,1497 ,89.82 L,"East Tambaram,Chennai"
1634,2 ,1068 ,64.08 L,"East Tambaram,Chennai"
1635,2 ,943 ,49.5 L,"Pammal,Chennai"
1636,2 ,864 ,45.36 L,"Pammal,Chennai"
1637,2 ,754 ,45.24 L,"Chitlapakkam,Chennai"
1638,2 ,802 ,48.12 L,"Chitlapakkam,Chennai"
1639,2 ,950 ,57 L,"Chitlapakkam,Chennai"
1640,3 ,1157 ,69.42 L,"Chitlapakkam,Chennai"
1641,3 ,1400 ,84 L,"Chitlapakkam,Chennai"
1642,3 ,1700 ,90 L,"Kovur,Chennai"
1643,2 ,1500 ,70 L,"Kovur,Chennai"
1644,2 ,1200 ,78 L,"Kovur,Chennai"
1645,2 ,1200 ,83 L,"Kovur,Chennai"
1646,3 ,1800 ,90 L,"Kovur,Chennai"
1647,2 ,1200 ,83 L,"Kovur,Chennai"
1648,2 ,1325 ,82 L,"Kovur,Chennai"
1649,4 ,1757 ,1.1 Cr,"Singaperumal Koil,Chennai"
1650,3 ,1255 ,1.25 Cr,"T Nagar,Chennai"
1651,3 ,1246 ,36.75 L,"Mambakkam,Chennai"
1652,2 ,960 ,28.32 L,"Mambakkam,Chennai"
1653,2 ,1026 ,30.26 L,"Mambakkam,Chennai"
1654,2 ,970 ,57 L,"Ambattur INDUSTRIAL ESTATE,Chennai"
1655,3 ,2400 ,1.25 Cr,"Kovur,Chennai"
1656,2 ,1100 ,72 L,"Kovur,Chennai"
1657,2 ,1300 ,80 L,"Kovur,Chennai"
1658,2 ,1400 ,57 L,"Kundrathur,Chennai"
1659,1 ,450 ,25 L,"Guduvancheri,Chennai"
1660,1 ,619 ,51 L,"Pallavaram,Chennai"
1661,2 ,968 ,56.14 L,"Pammal,Chennai"
1662,2 ,836 ,48.48 L,"Pammal,Chennai"
1663,2 ,901 ,52.25 L,"Pammal,Chennai"
1664,2 ,873 ,50.63 L,"Pammal,Chennai"
1665,2 ,943 ,54.69 L,"Pammal,Chennai"
1666,2 ,849 ,49.24 L,"Pammal,Chennai"
1667,2 ,896 ,51.96 L,"Pammal,Chennai"
1668,2 ,825 ,47 L,"Kattankulathur,Chennai"
1669,4 ,4900 ,8.5 Cr,"Raja Annamalai Puram,Chennai"
1670,3 ,2300 ,3.2 Cr,"Velachery,Chennai"
1671,4 ,2780 ,2.5 Cr,"Thoraipakkam OMR,Chennai"
1672,3 ,2400 ,3.5 Cr,"Velachery,Chennai"
1673,4 ,3700 ,6.15 Cr,"Adyar,Chennai"
1674,4 ,2000 ,2.45 Cr,"Kottivakkam,Chennai"
1675,3 ,2240 ,3.65 Cr,"Adyar,Chennai"
1676,2 ,1236 ,1.5 Cr,"Thiruvanmiyur,Chennai"
1677,4 ,4000 ,3.5 Cr,"J Nagar,Chennai"
1678,2 ,1214 ,80 L,"Mangadu,Chennai"
1679,4 ,2400 ,2.1 Cr,"Korattur,Chennai"
1680,4 ,2400 ,2.05 Cr,"Korattur,Chennai"
1681,3 ,2060 ,2.6 Cr,"Thiruvanmiyur,Chennai"
1682,4 ,2400 ,2.6 Cr,"Thiruvanmiyur,Chennai"
1683,2 ,943 ,60.35 L,"tambaram east,Chennai"
1684,2 ,861 ,55.1 L,"tambaram east,Chennai"
1685,2 ,861 ,48.21 L,"Sembakkam,Chennai"
1686,2 ,1242 ,80.73 L,"Pammal,Chennai"
1687,2 ,1108 ,72.02 L,"Pammal,Chennai"
1688,2 ,855 ,55.57 L,"Pammal,Chennai"
1689,2 ,930 ,60.45 L,"Pammal,Chennai"
1690,2 ,954 ,51.51 L,"Selaiyur,Chennai"
1691,3 ,940 ,70 L,"Chikkarayapuram,Chennai"
1692,3 ,1386 ,74.84 L,"Selaiyur,Chennai"
1693,3 ,1189 ,64.2 L,"Selaiyur,Chennai"
1694,2 ,765 ,41.31 L,"Selaiyur,Chennai"
1695,2 ,946 ,52.97 L,"Sembakkam,Chennai"
1696,3 ,1264 ,68.25 L,"Selaiyur,Chennai"
1697,2 ,1063 ,57.4 L,"Selaiyur,Chennai"
1698,2 ,1124 ,56 L,"Manapakkam,Chennai"
1699,2 ,856 ,47.9 L,"Madipakkam,Chennai"
1700,2 ,761 ,42.6 L,"Madipakkam,Chennai"
1701,2 ,825 ,51.14 L,"Madipakkam,Chennai"
1702,2 ,878 ,59.26 L,"Madipakkam,Chennai"
1703,2 ,967 ,58.01 L,"Madipakkam,Chennai"
1704,3 ,1240 ,89.26 L,"Madipakkam,Chennai"
1705,2 ,861 ,58.11 L,"Madipakkam,Chennai"
1706,2 ,804 ,48.23 L,"Madipakkam,Chennai"
1707,3 ,1173 ,84.44 L,"Madipakkam,Chennai"
1708,3 ,1330 ,95.74 L,"Madipakkam,Chennai"
1709,2 ,838 ,60.32 L,"Madipakkam,Chennai"
1710,2 ,641 ,46.14 L,"Madipakkam,Chennai"
1711,3 ,1255 ,91.6 L,"Madipakkam,Chennai"
1712,2 ,1028 ,63.73 L,"Madipakkam,Chennai"
1713,3 ,1219 ,67.04 L,"Rajakilpakkam,Chennai"
1714,2 ,673 ,37.01 L,"Rajakilpakkam,Chennai"
1715,3 ,1050 ,49.87 L,"Pammal,Chennai"
1716,2 ,775 ,36.81 L,"Pammal,Chennai"
1717,3 ,1065 ,50.58 L,"Pammal,Chennai"
1718,1 ,545 ,25.88 L,"Pammal,Chennai"
1719,3 ,1069 ,50.77 L,"Pammal,Chennai"
1720,2 ,1500 ,70 L,"Kovur,Chennai"
1721,2 ,1325 ,82 L,"Kovur,Chennai"
1722,2 ,1200 ,78 L,"Kovur,Chennai"
1723,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1724,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1725,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1726,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1727,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1728,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1729,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1730,2 ,830 ,62 L,"Kodungaiyur West,Chennai"
1731,2 ,830 ,62 L,"Kodungaiyur West,Chennai"
1732,2 ,830 ,62.05 L,"Kodungaiyur West,Chennai"
1733,2 ,830 ,62.01 L,"Kodungaiyur West,Chennai"
1734,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1735,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1736,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1737,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1738,2 ,830 ,62 L,"Kodungaiyur West,Chennai"
1739,2 ,830 ,62 L,"Kodungaiyur West,Chennai"
1740,2 ,830 ,62 L,"Kodungaiyur West,Chennai"
1741,2 ,830 ,62.05 L,"Kodungaiyur West,Chennai"
1742,2 ,830 ,62.01 L,"Kodungaiyur West,Chennai"
1743,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1744,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1745,3 ,1358 ,91.66 L,"Iyappanthangal,Chennai"
1746,2 ,989 ,71.19 L,"Madipakkam,Chennai"
1747,3 ,1700 ,1.6 Cr,"Korattur,Chennai"
1748,2 ,873 ,48.8 L,"Madipakkam,Chennai"
1749,2 ,856 ,47.9 L,"Madipakkam,Chennai"
1750,2 ,850 ,19.99 L,"Chengalpattu,Chennai"
1751,2 ,830 ,62 L,"Kodungaiyur,Chennai"
1752,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1753,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1754,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1755,3 ,1258 ,75.48 L,"Chitlapakkam,Chennai"
1756,3 ,1563 ,87.52 L,"Sembakkam,Chennai"
1757,3 ,1202 ,67.31 L,"Sembakkam,Chennai"
1758,3 ,1171 ,65.57 L,"Sembakkam,Chennai"
1759,2 ,960 ,53.76 L,"Sembakkam,Chennai"
1760,2 ,1163 ,69.78 L,"Chitlapakkam,Chennai"
1761,2 ,807 ,40 L,"Chromepet,Chennai"
1762,3 ,1384 ,77.5 L,"Sembakkam,Chennai"
1763,2 ,1163 ,60.47 L,"Selaiyur,Chennai"
1764,3 ,1475 ,88.5 L,"Chitlapakkam,Chennai"
1765,2 ,894 ,50.06 L,"Sembakkam,Chennai"
1766,2 ,850 ,61.19 L,"Madipakkam,Chennai"
1767,2 ,1265 ,91.06 L,"Madipakkam,Chennai"
1768,2 ,851 ,55.3 L,"Madipakkam,Chennai"
1769,2 ,852 ,68.15 L,"Adambakam,Chennai"
1770,2 ,801 ,44.85 L,"Sembakkam,Chennai"
1771,3 ,1869 ,1.08 Cr,"Rajakilpakkam,Chennai"
1772,4 ,2200 ,1.21 Cr,"Madambakkam,Chennai"
1773,3 ,1653 ,90.91 L,"Madambakkam,Chennai"
1774,3 ,1364 ,75.02 L,"Madambakkam,Chennai"
1775,3 ,1299 ,75.34 L,"Rajakilpakkam,Chennai"
1776,2 ,864 ,50.11 L,"Rajakilpakkam,Chennai"
1777,2 ,1065 ,61.77 L,"Rajakilpakkam,Chennai"
1778,2 ,751 ,43.48 L,"Kattankulathur,Chennai"
1779,3 ,1085 ,75.94 L,"Porur,Chennai"
1780,3 ,892 ,1.02 Cr,"Manapakkam,Chennai"
1781,2 ,706 ,85 L,"Manapakkam,Chennai"
1782,2 ,1027 ,71.88 L,"Porur,Chennai"
1783,1 ,524 ,30 L,"Kamaraj Nagar,Chennai"
1784,3 ,1850 ,3.3 Cr,"Alwarpet,Chennai"
1785,2 ,976 ,56.6 L,"Rajakilpakkam,Chennai"
1786,2 ,1099 ,60.44 L,"Madambakkam,Chennai"
1787,2 ,964 ,57.84 L,"Chitlapakkam,Chennai"
1788,2 ,740 ,49.95 L,"Madipakkam,Chennai"
1789,2 ,846 ,76.13 L,"Adambakam,Chennai"
1790,2 ,884 ,73.36 L,"Adambakam,Chennai"
1791,2 ,813 ,69.09 L,"Adambakam,Chennai"
1792,3 ,1377 ,1.37 Cr,"Nanganallur,Chennai"
1793,3 ,1093 ,96.18 L,"Adambakam,Chennai"
1794,2 ,923 ,78.44 L,"Adambakam,Chennai"
1795,3 ,1305 ,1.17 Cr,"Adambakam,Chennai"
1796,3 ,1600 ,90 L,"Kovur,Chennai"
1797,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1798,2 ,830 ,62.25 L,"Kodungaiyur West,Chennai"
1799,2 ,1200 ,83 L,"Kovur,Chennai"
1800,3 ,1800 ,93 L,"Kovur,Chennai"
1801,3 ,1600 ,90 L,"Kovur,Chennai"
1802,2 ,1400 ,85 L,"Kovur,Chennai"
1803,2 ,830 ,62.25 L,"Kodungaiyur West,Chennai"
1804,3 ,1559 ,1.45 Cr,"Korattur,Chennai"
1805,3 ,1186 ,68.78 L,"Rajakilpakkam,Chennai"
1806,3 ,1986 ,1.09 Cr,"Madambakkam,Chennai"
1807,3 ,1446 ,83.86 L,"Rajakilpakkam,Chennai"
1808,2 ,1188 ,75 L,"Kovur,Chennai"
1809,2 ,1400 ,85 L,"Kovur,Chennai"
1810,3 ,1800 ,93 L,"Kovur,Chennai"
1811,3 ,1600 ,90 L,"Kovur,Chennai"
1812,2 ,1180 ,75 L,"Kovur,Chennai"
1813,3 ,1600 ,80 L,"Kovur,Chennai"
1814,2 ,910 ,63 L,"Mangadu,Chennai"
1815,2 ,1200 ,72 L,"Mangadu,Chennai"
1816,2 ,910 ,70 L,"Mangadu,Chennai"
1817,3 ,1800 ,93 L,"Kovur,Chennai"
1818,2 ,1200 ,75 L,"Mangadu,Chennai"
1819,2 ,910 ,70 L,"Kovur,Chennai"
1820,2 ,1188 ,75 L,"Mangadu,Chennai"
1821,2 ,1500 ,70 L,"Kovur,Chennai"
1822,2 ,1200 ,83 L,"Kovur,Chennai"
1823,3 ,1700 ,90 L,"Kovur,Chennai"
1824,2 ,1000 ,72 L,"Kovur,Chennai"
1825,2 ,1200 ,78 L,"Kovur,Chennai"
1826,2 ,1050 ,63 L,"Mangadu,Chennai"
1827,2 ,957 ,52.63 L,"tambaram east,Chennai"
1828,2 ,970 ,53.35 L,"tambaram east,Chennai"
1829,1 ,670 ,36.85 L,"tambaram east,Chennai"
1830,2 ,971 ,54 L,"tambaram east,Chennai"
1831,2 ,971 ,54 L,"West Tambaram,Chennai"
1832,2 ,956 ,52.64 L,"West Tambaram,Chennai"
1833,2 ,956 ,52.63 L,"West Tambaram,Chennai"
1834,2 ,1400 ,85 L,"Kovur,Chennai"
1835,3 ,1700 ,83 L,"Mangadu,Chennai"
1836,4 ,2400 ,1.1 Cr,"Kovur,Chennai"
1837,2 ,850 ,43 L,"Mangadu,Chennai"
1838,2 ,850 ,55 L,"Mangadu,Chennai"
1839,2 ,848 ,55 L,"Mangadu,Chennai"
1840,2 ,830 ,52 L,"Mangadu,Chennai"
1841,2 ,980 ,49 L,"Mangadu,Chennai"
1842,2 ,1000 ,75 L,"Mangadu,Chennai"
1843,2 ,1085 ,89 L,"Madipakkam,Chennai"
1844,2 ,850 ,55 L,"Mangadu,Chennai"
1845,3 ,1163 ,55.5 L,"Thoraipakkam OMR,Chennai"
1846,2 ,2200 ,1.1 Cr,"Sholinganallur,Chennai"
1847,3 ,1163 ,56 L,"Thoraipakkam OMR,Chennai"
1848,2 ,830 ,62 L,"Selaivayal,Chennai"
1849,3 ,2100 ,1.1 Cr,"Sholinganallur,Chennai"
1850,2 ,830 ,62 L,"Kodungaiyur West,Chennai"
1851,3 ,1163 ,55.5 L,"Thoraipakkam OMR,Chennai"
1852,3 ,2000 ,4.5 Cr,"Besant Nagar,Chennai"
1853,3 ,1336 ,90 L,"Palavakkam,Chennai"
1854,2 ,1325 ,82 L,"Kovur,Chennai"
1855,2 ,1366 ,1.54 Cr,"Valasaravakkam,Chennai"
1856,2 ,936 ,1.08 Cr,"Valasaravakkam,Chennai"
1857,4 ,2436 ,2.75 Cr,"Valasaravakkam,Chennai"
1858,3 ,1897 ,2.17 Cr,"Valasaravakkam,Chennai"
1859,3 ,1666 ,1.89 Cr,"Valasaravakkam,Chennai"
1860,2 ,1602 ,1.85 Cr,"Valasaravakkam,Chennai"
1861,2 ,1257 ,1.2 Cr,"Thiruvanmiyur,Chennai"
1862,2 ,890 ,70 L,"Thiruvanmiyur,Chennai"
1863,6 ,4000 ,5.25 Cr,"Thiruvanmiyur,Chennai"
1864,3 ,1339 ,1.3 Cr,"Thiruvanmiyur,Chennai"
1865,3 ,1307 ,91.13 L,"Egattur,Chennai"
1866,3 ,2240 ,91.14 L,"Egattur,Chennai"
1867,2 ,1295 ,67.98 L,"Egattur,Chennai"
1868,2 ,975 ,67.99 L,"Egattur,Chennai"
1869,4 ,2752 ,1.54 Cr,"Egattur,Chennai"
1870,4 ,2218 ,1.54 Cr,"Egattur,Chennai"
1871,3 ,1350 ,90 L,"Sholinganallur,Chennai"
1872,2 ,1547 ,56 L,"Padur,Chennai"
1873,3 ,1870 ,65 L,"Padur,Chennai"
1874,2 ,850 ,80 L,"Velachery,Chennai"
1875,3 ,1680 ,2.25 Cr,"Besant Nagar,Chennai"
1876,3 ,1786 ,80 L,"Kannathur Reddy Kuppam,Chennai"
1877,3 ,1410 ,1.7 Cr,"Thiruvanmiyur,Chennai"
1878,2 ,1200 ,72 L,"Mangadu,Chennai"
1879,2 ,1235 ,85 L,"Mangadu,Chennai"
1880,2 ,750 ,55.5 L,"Mangadu,Chennai"
1881,2 ,1200 ,85 L,"Kovur,Chennai"
1882,3 ,2000 ,93 L,"Kovur,Chennai"
1883,3 ,1700 ,90 L,"Kovur,Chennai"
1884,2 ,1500 ,70 L,"Kovur,Chennai"
1885,3 ,1400 ,63 L,"Mangadu,Chennai"
1886,2 ,956 ,49 L,"tambaram east,Chennai"
1887,2 ,1020 ,68 L,"Kovur,Chennai"
1888,2 ,900 ,62 L,"Kovur,Chennai"
1889,3 ,1350 ,75 L,"Sholinganallur,Chennai"
1890,3 ,1434 ,1.45 Cr,"Thiruvanmiyur,Chennai"
1891,2 ,1085 ,1.25 Cr,"Thiruvanmiyur,Chennai"
1892,2 ,1200 ,85 L,"Kovur,Chennai"
1893,3 ,1437 ,77.58 L,"Sholinganallur,Chennai"
1894,2 ,1058 ,57.12 L,"Sholinganallur,Chennai"
1895,2 ,1100 ,74 L,"Mangadu,Chennai"
1896,2 ,1100 ,74 L,"Mangadu,Chennai"
1897,2 ,1050 ,72 L,"Kovur,Chennai"
1898,3 ,1577 ,1.25 Cr,"Thiruvanmiyur,Chennai"
1899,4 ,2320 ,94 L,"Padur,Chennai"
1900,2 ,1325 ,87 L,"Pallavaram,Chennai"
1901,3 ,1960 ,2.2 Cr,"Nanganallur,Chennai"
1902,2 ,1010 ,86 L,"Velachery,Chennai"
1903,3 ,1636 ,3.4 Cr,"Adyar,Chennai"
1904,4 ,2320 ,94 L,"Padur,Chennai"
1905,3 ,1363 ,75 L,"Thiruverkadu,Chennai"
1906,3 ,1202 ,65 L,"Thiruverkadu,Chennai"
1907,2 ,835 ,40.5 L,"tambaram west,Chennai"
1908,2 ,850 ,41.21 L,"tambaram west,Chennai"
1909,2 ,916 ,44.42 L,"Mudichur,Chennai"
1910,3 ,1470 ,1.11 Cr,"Tambaram Sanatoruim,Chennai"
1911,2 ,1144 ,86.94 L,"Tambaram Sanatoruim,Chennai"
1912,2 ,1090 ,82.84 L,"Tambaram Sanatoruim,Chennai"
1913,2 ,900 ,72 L,"Mangadu,Chennai"
1914,2 ,830 ,62 L,"Kodungaiyur West,Chennai"
1915,2 ,956 ,52.64 L,"Kilkattalai,Chennai"
1916,2 ,971 ,54 L,"Perungalathur,Chennai"
1917,2 ,956 ,52.64 L,"Perungalathur,Chennai"
1918,4 ,2200 ,2.05 Cr,"Korattur,Chennai"
1919,3 ,1500 ,68 L,"Mangadu,Chennai"
1920,3 ,1500 ,68 L,"Mangadu,Chennai"
1921,2 ,1325 ,82 L,"Kovur,Chennai"
1922,2 ,1200 ,78 L,"Kovur,Chennai"
1923,2 ,900 ,63 L,"Mangadu,Chennai"
1924,3 ,1294 ,1.25 Cr,"Anna Nagar West Extension,Chennai"
1925,2 ,850 ,32 L,"Rathinamangalam,Chennai"
1926,4 ,3000 ,11 Cr,"Abiramapuram,Chennai"
1927,2 ,1200 ,65 L,"Thiruvanmiyur,Chennai"
1928,2 ,975 ,41 L,"Kelambakkam,Chennai"
1929,1 ,603 ,25 L,"Thaiyur,Chennai"
1930,1 ,603 ,25 L,"Kelambakkam,Chennai"
1931,2 ,658 ,63 L,"Perungalathur,Chennai"
1932,3 ,1208 ,77 L,"Porur,Chennai"
1933,2 ,860 ,62 L,"Porur,Chennai"
1934,4 ,2400 ,2.1 Cr,"Korattur,Chennai"
1935,3 ,1986 ,80 L,"Kazhipattur,Chennai"
1936,2 ,962 ,45.69 L,"Pammal,Chennai"
1937,2 ,927 ,55.62 L,"tambaram east,Chennai"
1938,2 ,905 ,54.3 L,"tambaram east,Chennai"
1939,2 ,600 ,40 L,"Mangadu,Chennai"
1940,2 ,800 ,45 L,"Mangadu,Chennai"
1941,2 ,1200 ,85.01 L,"Mangadu,Chennai"
1942,3 ,1800 ,93 L,"Kovur,Chennai"
1943,2 ,910 ,70 L,"Kovur,Chennai"
1944,2 ,1200 ,78 L,"Kovur,Chennai"
1945,3 ,1400 ,63 L,"Mangadu,Chennai"
1946,2 ,900 ,50 L,"Mangadu,Chennai"
1947,2 ,975 ,42 L,"Kelambakkam,Chennai"
1948,1 ,603 ,25 L,"Kelambakkam,Chennai"
1949,3 ,1500 ,95 L,"Kotivakkam,Chennai"
1950,2 ,603 ,43 L,"Kovur,Chennai"
1951,2 ,800 ,55.02 L,"Kundrathur,Chennai"
1952,2 ,994 ,39.75 L,"Guduvancheri,Chennai"
1953,3 ,1222 ,48.86 L,"Guduvancheri,Chennai"
1954,2 ,992 ,39.67 L,"Guduvancheri,Chennai"
1955,2 ,985 ,39.39 L,"Guduvancheri,Chennai"
1956,2 ,950 ,37.99 L,"Guduvancheri,Chennai"
1957,3 ,1283 ,51.3 L,"Guduvancheri,Chennai"
1958,3 ,1282 ,51.26 L,"Guduvancheri,Chennai"
1959,3 ,1149 ,45.94 L,"Guduvancheri,Chennai"
1960,2 ,957 ,38.27 L,"Guduvancheri,Chennai"
1961,2 ,792 ,31.67 L,"Guduvancheri,Chennai"
1962,3 ,1148 ,45.9 L,"Guduvancheri,Chennai"
1963,3 ,1221 ,48.82 L,"Guduvancheri,Chennai"
1964,2 ,987 ,39.47 L,"Guduvancheri,Chennai"
1965,3 ,1257 ,50.26 L,"Guduvancheri,Chennai"
1966,3 ,1256 ,50.22 L,"Guduvancheri,Chennai"
1967,2 ,1100 ,85 L,"Kovur,Chennai"
1968,2 ,700 ,40 L,"Mangadu,Chennai"
1969,2 ,600 ,44 L,"Chikkarayapuram,Chennai"
1970,2 ,937 ,48.72 L,"Pozhichalur,Chennai"
1971,3 ,1466 ,83.59 L,"Medavakkam,Chennai"
1972,2 ,950 ,72 L,"Kovur,Chennai"
1973,4 ,2400 ,1.15 Cr,"Kovur,Chennai"
1974,2 ,940 ,70 L,"Mangadu,Chennai"
1975,2 ,1400 ,99 L,"Kovur,Chennai"
1976,2 ,900 ,63 L,"Mangadu,Chennai"
1977,2 ,1200 ,85 L,"Kovur,Chennai"
1978,2 ,1150 ,78 L,"Kovur,Chennai"
1979,3 ,1700 ,90 L,"Kovur,Chennai"
1980,2 ,1224 ,65.24 L,"Pammal,Chennai"
1981,2 ,1100 ,70 L,"Madhavaram Milk Colony,Chennai"
1982,3 ,1500 ,75 L,"Kundrathur,Chennai"
1983,2 ,962 ,45.69 L,"Pammal,Chennai"
1984,2 ,726 ,39.93 L,"Pallavaram,Chennai"
1985,2 ,775 ,36.81 L,"Pammal,Chennai"
1986,2 ,905 ,54.3 L,"tambaram east,Chennai"
1987,2 ,673 ,37.01 L,"Rajakilpakkam,Chennai"
1988,3 ,3500 ,3.5 Cr,"Palavakkam,Chennai"
1989,4 ,2680 ,3.16 Cr,"Velachery,Chennai"
1990,2 ,1100 ,76.02 L,"Kovur,Chennai"
1991,2 ,1500 ,72 L,"Kovur,Chennai"
1992,3 ,1600 ,90.07 L,"Kovur,Chennai"
1993,2 ,1250 ,56 L,"Ottiyabakkam,Chennai"
1994,2 ,1000 ,55 L,"Avadi,Chennai"
1995,2 ,1250 ,63 L,"Avadi,Chennai"
1996,2 ,700 ,45 L,"Mangadu,Chennai"
1997,3 ,1135 ,96.46 L,"Adambakam,Chennai"
1998,2 ,700 ,41.01 L,"Agaramthen,Chennai"
1999,2 ,800 ,46.01 L,"Vengambakkam,Chennai"
2000,2 ,920 ,85 L,"Thiruvanmiyur,Chennai"
2001,3 ,1650 ,2 Cr,"Besant Nagar,Chennai"
2002,3 ,1852 ,3.25 Cr,"Besant Nagar,Chennai"
2003,2 ,937 ,45.9 L,"Pozhichalur,Chennai"
2004,3 ,1224 ,62.42 L,"Pammal,Chennai"
2005,2 ,1020 ,51 L,"Pammal,Chennai"
2006,2 ,931 ,40 L,"Padur,Chennai"
2007,1 ,525 ,31 L,"Padur,Chennai"
2008,3 ,1840 ,3.42 Cr,"Nandanam,Chennai"
2009,3 ,1277 ,2 Cr,"Mylapore,Chennai"
2010,3 ,1219 ,79.22 L,"Madipakkam,Chennai"
2011,6 ,8000 ,18 Cr,"Nandanam,Chennai"
2012,3 ,1622 ,1.3 Cr,"Kotivakkam,Chennai"
2013,4 ,2450 ,2.15 Cr,"Korattur,Chennai"
2014,4 ,2350 ,1.95 Cr,"Korattur,Chennai"
2015,2 ,1009 ,50.45 L,"Pammal,Chennai"
2016,2 ,940 ,49 L,"Pozhichalur,Chennai"
2017,2 ,710 ,35 L,"Anakaputhur,Chennai"
2018,2 ,1020 ,57.1 L,"Pammal,Chennai"
2019,3 ,1180 ,56 L,"Pammal,Chennai"
2020,3 ,1224 ,63 L,"Pammal,Chennai"
2021,2 ,1180 ,48.5 L,"Pammal,Chennai"
2022,2 ,1005 ,43.5 L,"Pammal,Chennai"
2023,2 ,504 ,22.62 L,"Anakaputhur,Chennai"
2024,1 ,570 ,24.5 L,"Pammal,Chennai"
2025,1 ,583 ,22.3 L,"Thiruneermalai,Chennai"
2026,2 ,419 ,20.95 L,"Pozhichalur,Chennai"
2027,2 ,827 ,41.36 L,"Pozhichalur,Chennai"
2028,2 ,709 ,35.42 L,"Pozhichalur,Chennai"
2029,2 ,1200 ,72 L,"Mangadu,Chennai"
2030,2 ,1200 ,72 L,"Mangadu,Chennai"
2031,3 ,1295 ,77.7 L,"Mogappair,Chennai"
2032,3 ,1250 ,87.5 L,"Porur,Chennai"
2033,3 ,1100 ,77 L,"Porur,Chennai"
2034,3 ,1230 ,86.1 L,"Porur,Chennai"
2035,2 ,950 ,35 L,"Thirunindravur,Chennai"
2036,3 ,1200 ,65 L,"Madanankppam,Chennai"
2037,5 ,3500 ,2.85 Cr,"Korattur,Chennai"
2038,3 ,1224 ,62.2 L,"Pammal,Chennai"
2039,4 ,4010 ,6 Cr,"Adyar,Chennai"
2040,4 ,4500 ,11 Cr,"Adyar,Chennai"
2041,2 ,883 ,33.11 L,"Thirumullaivoyal,Chennai"
2042,2 ,883 ,33.11 L,"Thirumullaivoyal,Chennai"
2043,2 ,791 ,29.66 L,"Thirumullaivoyal,Chennai"
2044,2 ,791 ,29.66 L,"Thirumullaivoyal,Chennai"
2045,2 ,779 ,29.21 L,"Thirumullaivoyal,Chennai"
2046,2 ,779 ,29.21 L,"Thirumullaivoyal,Chennai"
2047,2 ,921 ,34.53 L,"Thirumullaivoyal,Chennai"
2048,2 ,921 ,34.53 L,"Thirumullaivoyal,Chennai"
2049,2 ,846 ,31.72 L,"Thirumullaivoyal,Chennai"
2050,2 ,846 ,31.72 L,"Thirumullaivoyal,Chennai"
2051,2 ,804 ,30.15 L,"Thirumullaivoyal,Chennai"
2052,2 ,804 ,30.15 L,"Thirumullaivoyal,Chennai"
2053,2 ,804 ,30.15 L,"Thirumullaivoyal,Chennai"
2054,2 ,801 ,30.03 L,"Thirumullaivoyal,Chennai"
2055,2 ,804 ,30.15 L,"Thirumullaivoyal,Chennai"
2056,2 ,801 ,30.03 L,"Thirumullaivoyal,Chennai"
2057,2 ,808 ,30.3 L,"Thirumullaivoyal,Chennai"
2058,2 ,808 ,30.3 L,"Thirumullaivoyal,Chennai"
2059,2 ,925 ,34.68 L,"Thirumullaivoyal,Chennai"
