,BHK,Area,Price,Location
0,3 BHK,1382 Sq.Ft,95.35 L,"Jalahalli,Bangalore"
1,2 BHK,902 Sq.Ft,48 L,"Kumbalgodu,Bangalore"
2,3 BHK,1370 Sq.Ft,72.61 L,"Anekal City,Bangalore"
3,3 BHK,1769 Sq.Ft,1 Cr,"Anjanapura,Bangalore"
4,3 BHK,1710 Sq.Ft,1.28 Cr,"Hennur,Bangalore"
5,3 BHK,1839 Sq.Ft,99.01 L,"Talaghattapura,Bangalore"
6,3 BHK,1475 Sq.Ft,76.14 L,"Singasandra,Bangalore"
7,3 BHK,2687 Sq.Ft,1.78 Cr,"Chandapura,Bangalore"
8,3 BHK,2034 Sq.Ft,1.09 Cr,"Gottigere,Bangalore"
9,3 BHK,1641 Sq.Ft,1.3 Cr,"RR Nagar,Bangalore"
10,None,1500 Sq.Ft,37.5 L,"Kanakapura Road Beyond Nice Ring Road,Bangalore"
11,3 BHK,1850 Sq.Ft,2.19 Cr,"Koramangala,Bangalore"
12,3 BHK,1931 Sq.Ft,2.43 Cr,"Yeshwantpur,Bangalore"
13,2 BHK,1421 Sq.Ft,60.39 L,"Sarjapur,Bangalore"
14,1 BHK,667 Sq.Ft,45.84 L,"Gunjur,Bangalore"
15,4 BHK,2314 Sq.Ft,1.68 Cr,"Krishnarajapura,Bangalore"
16,3 BHK,2349 Sq.Ft,2.81 Cr,"Dasarahalli on Tumkur Road,Bangalore"
17,2 BHK,1113 Sq.Ft,82.35 L,"Mahadevapura,Bangalore"
18,2 BHK,1185 Sq.Ft,65.94 L,"Krishnarajapura,Bangalore"
19,2 BHK,1210 Sq.Ft,40.84 L,"Sompura,Bangalore"
20,4 BHK,2275 Sq.Ft,1.53 Cr,"Bettadasanapura,Bangalore"
21,None,1350 Sq.Ft,31.71 L,"Devanahalli,Bangalore"
22,3 BHK,1425 Sq.Ft,89.27 L,"Sarjapur Road Post Railway Crossing,Bangalore"
23,None,1500 Sq.Ft,55.48 L,"Devanahalli,Bangalore"
24,3 BHK,1845 Sq.Ft,1 Cr,"Uttarahalli,Bangalore"
25,1 BHK,660 Sq.Ft,51.36 L,"Kannamangala,Bangalore"
26,3 BHK,1580 Sq.Ft,98.49 L,"Varthur,Bangalore"
27,1 BHK,575 Sq.Ft,26.45 L,"Varthur,Bangalore"
28,3 BHK,1770 Sq.Ft,1.32 Cr,"Uttarahalli,Bangalore"
29,2 BHK,1310 Sq.Ft,68.29 L,"Kalkere,Bangalore"
30,2 BHK,1333 Sq.Ft,96.92 L,"Kasavanahalli,Bangalore"
31,2 BHK,1144 Sq.Ft,56.05 L,"Kadugodi,Bangalore"
32,None,1452 Sq.Ft,29.02 L,"Jigani,Bangalore"
33,3 BHK,1200 Sq.Ft,36 L,"Electronic City Phase 1,Bangalore"
34,2 BHK,1044 Sq.Ft,41.74 L,"Krishnarajapura,Bangalore"
35,4 BHK,3639 Sq.Ft,2.13 Cr,"Budigere Cross,Bangalore"
36,None,1000 Sq.Ft,62 L,"Yelahanka,Bangalore"
37,2 BHK,1575 Sq.Ft,90.56 L,"Narayanapura on Hennur Main Road,Bangalore"
38,3 BHK,1240 Sq.Ft,66.87 L,"Whitefield Hope Farm Junction,Bangalore"
39,3 BHK,1340 Sq.Ft,56.28 L,"Electronic City Phase 1,Bangalore"
40,3 BHK,1477 Sq.Ft,66.46 L,"JP Nagar Phase 3,Bangalore"
41,None,1000 Sq.Ft,30 L,"Sarjapur,Bangalore"
42,3 BHK,1570 Sq.Ft,1.18 Cr,"ITPL,Bangalore"
43,1 BHK,525 Sq.Ft,39.18 L,"Talaghattapura,Bangalore"
44,2 BHK,1017 Sq.Ft,34.01 L,"Sarjapur,Bangalore"
45,3 BHK,1273 Sq.Ft,97.99 L,"Singasandra,Bangalore"
46,None,2000 Sq.Ft,29.98 L,"Karudabande Hosahalli,Bangalore"
47,2 BHK,1017 Sq.Ft,35.67 L,"Chandapura,Bangalore"
48,1 BHK,590 Sq.Ft,31.5 L,"Kengeri,Bangalore"
49,4 BHK,2600 Sq.Ft,2.15 Cr,"Varthur,Bangalore"
50,2 BHK,1080 Sq.Ft,51.3 L,"Krishnarajapura,Bangalore"
51,3 BHK,2146 Sq.Ft,1.98 Cr,"JP Nagar Phase 4,Bangalore"
52,2 BHK,800 Sq.Ft,39.5 L,"Anekal City,Bangalore"
53,2 BHK,1310 Sq.Ft,68.29 L,"Kalkere,Bangalore"
54,2 BHK,1005 Sq.Ft,49.24 L,"Hosa Road,Bangalore"
55,2 BHK,1027 Sq.Ft,72.6 L,"Jalahalli,Bangalore"
56,1 BHK,540 Sq.Ft,30 L,"Kumbalgodu,Bangalore"
57,3 BHK,1640 Sq.Ft,86.92 L,"Anekal City,Bangalore"
58,2 BHK,1278 Sq.Ft,73.1 L,"Anjanapura,Bangalore"
59,3 BHK,1710 Sq.Ft,1.28 Cr,"Hennur,Bangalore"
60,3 BHK,1839 Sq.Ft,99.01 L,"Talaghattapura,Bangalore"
61,2 BHK,1205 Sq.Ft,62.84 L,"Singasandra,Bangalore"
62,3 BHK,2224 Sq.Ft,1.51 Cr,"Chandapura,Bangalore"
63,3 BHK,1837 Sq.Ft,1.01 Cr,"Gottigere,Bangalore"
64,2 BHK,1240 Sq.Ft,1 Cr,"RR Nagar,Bangalore"
65,None,2400 Sq.Ft,60 L,"Kanakapura Road Beyond Nice Ring Road,Bangalore"
66,2 BHK,1225 Sq.Ft,1.48 Cr,"Koramangala,Bangalore"
67,3 BHK,1973 Sq.Ft,2.55 Cr,"Yeshwantpur,Bangalore"
68,2 BHK,1421 Sq.Ft,60.39 L,"Sarjapur,Bangalore"
69,3 BHK,1239 Sq.Ft,82.9 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
70,3 BHK,1654 Sq.Ft,1.2 Cr,"Krishnarajapura,Bangalore"
71,4 BHK,3326 Sq.Ft,4.01 Cr,"Dasarahalli on Tumkur Road,Bangalore"
72,2 BHK,1175 Sq.Ft,86.93 L,"Mahadevapura,Bangalore"
73,2 BHK,1120 Sq.Ft,62.32 L,"Krishnarajapura,Bangalore"
74,2 BHK,1195 Sq.Ft,40.34 L,"Sompura,Bangalore"
75,3 BHK,1505 Sq.Ft,1.01 Cr,"Bettadasanapura,Bangalore"
76,None,1380 Sq.Ft,32.41 L,"Devanahalli,Bangalore"
77,2 BHK,1025 Sq.Ft,65.47 L,"Sarjapur Road Post Railway Crossing,Bangalore"
78,None,1500 Sq.Ft,55.48 L,"Devanahalli,Bangalore"
79,2 BHK,1190 Sq.Ft,65.57 L,"Uttarahalli,Bangalore"
80,1 BHK,660 Sq.Ft,51.36 L,"Kannamangala,Bangalore"
81,3 BHK,1447 Sq.Ft,90.6 L,"Varthur,Bangalore"
82,1 BHK,477 Sq.Ft,21.94 L,"Varthur,Bangalore"
83,4 BHK,1895 Sq.Ft,1.4 Cr,"Uttarahalli,Bangalore"
84,2 BHK,1244 Sq.Ft,65.21 L,"Kalkere,Bangalore"
85,2 BHK,1160 Sq.Ft,85.02 L,"Kasavanahalli,Bangalore"
86,3 BHK,1711 Sq.Ft,83.83 L,"Kadugodi,Bangalore"
87,None,1500 Sq.Ft,29.98 L,"Jigani,Bangalore"
88,3 BHK,1203 Sq.Ft,36.09 L,"Electronic City Phase 1,Bangalore"
89,2 BHK,1120 Sq.Ft,44.78 L,"Krishnarajapura,Bangalore"
90,4 BHK,3228 Sq.Ft,1.89 Cr,"Budigere Cross,Bangalore"
91,None,1350 Sq.Ft,83.7 L,"Yelahanka,Bangalore"
92,5 BHK,3000 Sq.Ft,1.72 Cr,"Narayanapura on Hennur Main Road,Bangalore"
93,2 BHK,935 Sq.Ft,52 L,"Whitefield Hope Farm Junction,Bangalore"
94,3 BHK,1275 Sq.Ft,53.55 L,"Electronic City Phase 1,Bangalore"
95,3 BHK,1517 Sq.Ft,68.26 L,"JP Nagar Phase 3,Bangalore"
96,None,1500 Sq.Ft,45 L,"Sarjapur,Bangalore"
97,3 BHK,1817 Sq.Ft,1.37 Cr,"ITPL,Bangalore"
98,2 BHK,900 Sq.Ft,67.69 L,"Talaghattapura,Bangalore"
99,2 BHK,1017 Sq.Ft,34.01 L,"Sarjapur,Bangalore"
100,2 BHK,992 Sq.Ft,70.36 L,"Jalahalli,Bangalore"
101,1 BHK,760 Sq.Ft,50.5 L,"Jalahalli,Bangalore"
102,3 BHK,1268 Sq.Ft,88.04 L,"Jalahalli,Bangalore"
103,2 BHK,1238 Sq.Ft,70.89 L,"Anjanapura,Bangalore"
104,4 BHK,2061 Sq.Ft,1.16 Cr,"Anjanapura,Bangalore"
105,2 BHK,1220 Sq.Ft,69.9 L,"Anjanapura,Bangalore"
106,3 BHK,1610 Sq.Ft,91.45 L,"Anjanapura,Bangalore"
107,2 BHK,1350 Sq.Ft,77.08 L,"Anjanapura,Bangalore"
108,2 BHK,1216 Sq.Ft,69.68 L,"Anjanapura,Bangalore"
109,2 BHK,1280 Sq.Ft,73.22 L,"Anjanapura,Bangalore"
110,2 BHK,1368 Sq.Ft,78.08 L,"Anjanapura,Bangalore"
111,3 BHK,1725 Sq.Ft,97.8 L,"Anjanapura,Bangalore"
112,3 BHK,1375 Sq.Ft,72.87 L,"Anekal City,Bangalore"
113,3 BHK,1315 Sq.Ft,69.69 L,"Anekal City,Bangalore"
114,3 BHK,1320 Sq.Ft,69.96 L,"Anekal City,Bangalore"
115,3 BHK,1515 Sq.Ft,80.29 L,"Anekal City,Bangalore"
116,3 BHK,1290 Sq.Ft,68.37 L,"Anekal City,Bangalore"
117,3 BHK,1360 Sq.Ft,72.08 L,"Anekal City,Bangalore"
118,3 BHK,1300 Sq.Ft,68.9 L,"Anekal City,Bangalore"
119,3 BHK,1280 Sq.Ft,67.84 L,"Anekal City,Bangalore"
120,3 BHK,1390 Sq.Ft,73.67 L,"Anekal City,Bangalore"
121,3 BHK,1725 Sq.Ft,91.42 L,"Anekal City,Bangalore"
122,3 BHK,1335 Sq.Ft,70.75 L,"Anekal City,Bangalore"
123,3 BHK,1400 Sq.Ft,74.2 L,"Anekal City,Bangalore"
124,3 BHK,1710 Sq.Ft,1.28 Cr,"Hennur,Bangalore"
125,3 BHK,1710 Sq.Ft,1.28 Cr,"Hennur,Bangalore"
126,2 BHK,1140 Sq.Ft,59.64 L,"Singasandra,Bangalore"
127,3 BHK,1745 Sq.Ft,89.44 L,"Singasandra,Bangalore"
128,3 BHK,1610 Sq.Ft,82.79 L,"Singasandra,Bangalore"
129,2 BHK,1185 Sq.Ft,61.86 L,"Singasandra,Bangalore"
130,2 BHK,1120 Sq.Ft,58.66 L,"Singasandra,Bangalore"
131,2 BHK,1270 Sq.Ft,66.04 L,"Singasandra,Bangalore"
132,3 BHK,1660 Sq.Ft,85.25 L,"Singasandra,Bangalore"
133,3 BHK,1565 Sq.Ft,80.57 L,"Singasandra,Bangalore"
134,3 BHK,2687 Sq.Ft,1.78 Cr,"Chandapura,Bangalore"
135,3 BHK,2199 Sq.Ft,1.45 Cr,"Chandapura,Bangalore"
136,3 BHK,2224 Sq.Ft,1.51 Cr,"Chandapura,Bangalore"
137,3 BHK,2666 Sq.Ft,1.83 Cr,"Chandapura,Bangalore"
138,3 BHK,2199 Sq.Ft,1.45 Cr,"Chandapura,Bangalore"
139,3 BHK,2666 Sq.Ft,1.83 Cr,"Chandapura,Bangalore"
140,3 BHK,2034 Sq.Ft,1.09 Cr,"Gottigere,Bangalore"
141,3 BHK,1508 Sq.Ft,82.92 L,"Gottigere,Bangalore"
142,3 BHK,1837 Sq.Ft,1.01 Cr,"Gottigere,Bangalore"
143,2 BHK,1715 Sq.Ft,92.59 L,"Gottigere,Bangalore"
144,3 BHK,1508 Sq.Ft,82.92 L,"Gottigere,Bangalore"
145,3 BHK,2043 Sq.Ft,1.1 Cr,"Gottigere,Bangalore"
146,2 BHK,1715 Sq.Ft,92.59 L,"Gottigere,Bangalore"
147,3 BHK,1449 Sq.Ft,79.68 L,"Gottigere,Bangalore"
148,3 BHK,2043 Sq.Ft,1.1 Cr,"Gottigere,Bangalore"
149,3 BHK,1157 Sq.Ft,61.3 L,"Gottigere,Bangalore"
150,3 BHK,1449 Sq.Ft,79.68 L,"Gottigere,Bangalore"
151,2 BHK,1422 Sq.Ft,78.19 L,"Gottigere,Bangalore"
152,3 BHK,1157 Sq.Ft,61.3 L,"Gottigere,Bangalore"
153,4 BHK,2428 Sq.Ft,1.31 Cr,"Gottigere,Bangalore"
154,4 BHK,2423 Sq.Ft,1.35 Cr,"Gottigere,Bangalore"
155,2 BHK,1422 Sq.Ft,78.19 L,"Gottigere,Bangalore"
156,2 BHK,1231 Sq.Ft,68.92 L,"Gottigere,Bangalore"
157,4 BHK,2428 Sq.Ft,1.31 Cr,"Gottigere,Bangalore"
158,3 BHK,1609 Sq.Ft,88.47 L,"Gottigere,Bangalore"
159,4 BHK,2423 Sq.Ft,1.35 Cr,"Gottigere,Bangalore"
160,3 BHK,1148 Sq.Ft,60.83 L,"Gottigere,Bangalore"
161,2 BHK,1231 Sq.Ft,68.92 L,"Gottigere,Bangalore"
162,3 BHK,1609 Sq.Ft,88.47 L,"Gottigere,Bangalore"
163,3 BHK,1148 Sq.Ft,60.83 L,"Gottigere,Bangalore"
164,2 BHK,1417 Sq.Ft,77.92 L,"Gottigere,Bangalore"
165,2 BHK,1351 Sq.Ft,74.29 L,"Gottigere,Bangalore"
166,3 BHK,1680 Sq.Ft,92.38 L,"Gottigere,Bangalore"
167,3 BHK,1790 Sq.Ft,98.43 L,"Gottigere,Bangalore"
168,2 BHK,1190 Sq.Ft,65.43 L,"Gottigere,Bangalore"
169,1 BHK,1191 Sq.Ft,65.49 L,"Gottigere,Bangalore"
170,3 BHK,1401 Sq.Ft,77.04 L,"Gottigere,Bangalore"
171,2 BHK,1134 Sq.Ft,62.35 L,"Gottigere,Bangalore"
172,2 BHK,1148 Sq.Ft,93.58 L,"RR Nagar,Bangalore"
173,3 BHK,1652 Sq.Ft,1.3 Cr,"RR Nagar,Bangalore"
174,None,2000 Sq.Ft,50 L,"Kanakapura Road Beyond Nice Ring Road,Bangalore"
175,None,1200 Sq.Ft,30 L,"Kanakapura Road Beyond Nice Ring Road,Bangalore"
176,3 BHK,1895 Sq.Ft,2.25 Cr,"Koramangala,Bangalore"
177,2 BHK,906 Sq.Ft,58.7 L,"Boovanahalli,Bangalore"
178,1 BHK,656 Sq.Ft,39.52 L,"Boovanahalli,Bangalore"
179,1 BHK,589 Sq.Ft,35.65 L,"Boovanahalli,Bangalore"
180,2 BHK,943 Sq.Ft,60.92 L,"Boovanahalli,Bangalore"
181,1 BHK,454 Sq.Ft,27.85 L,"Boovanahalli,Bangalore"
182,1 BHK,306 Sq.Ft,19.29 L,"Boovanahalli,Bangalore"
183,3 BHK,1012 Sq.Ft,65.07 L,"Boovanahalli,Bangalore"
184,3 BHK,1530 Sq.Ft,65.02 L,"Sarjapur,Bangalore"
185,3 BHK,1530 Sq.Ft,65.02 L,"Sarjapur,Bangalore"
186,3 BHK,1529 Sq.Ft,64.98 L,"Sarjapur,Bangalore"
187,3 BHK,1529 Sq.Ft,64.98 L,"Sarjapur,Bangalore"
188,3 BHK,1972 Sq.Ft,83.81 L,"Sarjapur,Bangalore"
189,2 BHK,1306 Sq.Ft,55.5 L,"Sarjapur,Bangalore"
190,3 BHK,1574 Sq.Ft,66.89 L,"Sarjapur,Bangalore"
191,2 BHK,1304 Sq.Ft,55.42 L,"Sarjapur,Bangalore"
192,3 BHK,1972 Sq.Ft,83.81 L,"Sarjapur,Bangalore"
193,2 BHK,1306 Sq.Ft,55.5 L,"Sarjapur,Bangalore"
194,3 BHK,1574 Sq.Ft,66.89 L,"Sarjapur,Bangalore"
195,2 BHK,1657 Sq.Ft,70.42 L,"Sarjapur,Bangalore"
196,2 BHK,1304 Sq.Ft,55.42 L,"Sarjapur,Bangalore"
197,2 BHK,1657 Sq.Ft,70.42 L,"Sarjapur,Bangalore"
198,3 BHK,1486 Sq.Ft,63.15 L,"Sarjapur,Bangalore"
199,3 BHK,1486 Sq.Ft,63.15 L,"Sarjapur,Bangalore"
200,3 BHK,2024 Sq.Ft,86.02 L,"Sarjapur,Bangalore"
201,3 BHK,2024 Sq.Ft,86.02 L,"Sarjapur,Bangalore"
202,3 BHK,1730 Sq.Ft,73.52 L,"Sarjapur,Bangalore"
203,3 BHK,1730 Sq.Ft,73.52 L,"Sarjapur,Bangalore"
204,3 BHK,2091 Sq.Ft,86.35 L,"Sarjapur,Bangalore"
205,3 BHK,2091 Sq.Ft,86.35 L,"Sarjapur,Bangalore"
206,2 BHK,1175 Sq.Ft,78.77 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
207,1 BHK,643 Sq.Ft,44.46 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
208,3 BHK,1422 Sq.Ft,94.7 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
209,2 BHK,1105 Sq.Ft,74.26 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
210,2 BHK,1104 Sq.Ft,74.19 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
211,2 BHK,1103 Sq.Ft,74.13 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
212,2 BHK,1100 Sq.Ft,73.93 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
213,2 BHK,1099 Sq.Ft,73.87 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
214,2 BHK,1310 Sq.Ft,89.13 L,"Gunjur,Bangalore"
215,1 BHK,625 Sq.Ft,43.3 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
216,3 BHK,1708 Sq.Ft,1.16 Cr,"Gunjur,Bangalore"
217,3 BHK,1451 Sq.Ft,98.3 L,"Gunjur,Bangalore"
218,2 BHK,1210 Sq.Ft,81.03 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
219,3 BHK,1653 Sq.Ft,1.11 Cr,"Gunjur,Bangalore"
220,2 BHK,1229 Sq.Ft,82.37 L,"Gunjur,Bangalore"
221,1 BHK,780 Sq.Ft,53.3 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
222,3 BHK,1658 Sq.Ft,1.12 Cr,"Gunjur,Bangalore"
223,1 BHK,619 Sq.Ft,42.91 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
224,3 BHK,1390 Sq.Ft,92.64 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
225,3 BHK,1464 Sq.Ft,99.14 L,"Gunjur,Bangalore"
226,2 BHK,875 Sq.Ft,59.42 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
227,2 BHK,1303 Sq.Ft,87.18 L,"Gunjur,Bangalore"
228,2 BHK,880 Sq.Ft,59.75 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
229,2 BHK,1302 Sq.Ft,87.11 L,"Gunjur,Bangalore"
230,3 BHK,1528 Sq.Ft,1.03 Cr,"Gunjur,Bangalore"
231,1 BHK,646 Sq.Ft,44.66 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
232,4 BHK,2371 Sq.Ft,1.72 Cr,"Krishnarajapura,Bangalore"
233,3 BHK,1690 Sq.Ft,1.23 Cr,"Krishnarajapura,Bangalore"
234,2 BHK,1315 Sq.Ft,93.52 L,"Krishnarajapura,Bangalore"
235,3 BHK,2413 Sq.Ft,2.91 Cr,"Dasarahalli on Tumkur Road,Bangalore"
236,3 BHK,2385 Sq.Ft,2.86 Cr,"Dasarahalli on Tumkur Road,Bangalore"
237,3 BHK,2395 Sq.Ft,2.86 Cr,"Dasarahalli on Tumkur Road,Bangalore"
238,4 BHK,3077 Sq.Ft,3.69 Cr,"Dasarahalli on Tumkur Road,Bangalore"
239,3 BHK,1769 Sq.Ft,1.29 Cr,"Kogilu,Bangalore"
240,2 BHK,1239 Sq.Ft,92.59 L,"Kogilu,Bangalore"
241,2 BHK,785 Sq.Ft,38.87 L,"Bidadi,Bangalore"
242,3 BHK,1441 Sq.Ft,1.08 Cr,"Dasarahalli on Tumkur Road,Bangalore"
243,2 BHK,878 Sq.Ft,42.96 L,"Bidadi,Bangalore"
244,3 BHK,1779 Sq.Ft,1.3 Cr,"Kogilu,Bangalore"
245,2 BHK,1239 Sq.Ft,93.99 L,"Dasarahalli on Tumkur Road,Bangalore"
246,3 BHK,994 Sq.Ft,48.06 L,"Bidadi,Bangalore"
247,3 BHK,1216 Sq.Ft,1.29 Cr,"Nagarbhavi,Bangalore"
248,2 BHK,1261 Sq.Ft,94.12 L,"Kogilu,Bangalore"
249,3 BHK,1448 Sq.Ft,1.08 Cr,"Dasarahalli on Tumkur Road,Bangalore"
250,3 BHK,856 Sq.Ft,89.89 L,"Vijayanagar,Bangalore"
251,3 BHK,856 Sq.Ft,91.57 L,"Nagarbhavi,Bangalore"
252,3 BHK,1784 Sq.Ft,1.3 Cr,"Kogilu,Bangalore"
253,3 BHK,1404 Sq.Ft,1.02 Cr,"Budigere Cross,Bangalore"
254,2 BHK,1246 Sq.Ft,94.49 L,"Dasarahalli on Tumkur Road,Bangalore"
255,2 BHK,745 Sq.Ft,81.39 L,"Nagarbhavi,Bangalore"
256,2 BHK,746 Sq.Ft,79.87 L,"Vijayanagar,Bangalore"
257,3 BHK,1530 Sq.Ft,1.11 Cr,"Budigere Cross,Bangalore"
258,3 BHK,1586 Sq.Ft,1.18 Cr,"Dasarahalli on Tumkur Road,Bangalore"
259,3 BHK,1754 Sq.Ft,1.28 Cr,"Kogilu,Bangalore"
260,3 BHK,1038 Sq.Ft,1.11 Cr,"Vijayanagar,Bangalore"
261,3 BHK,1038 Sq.Ft,1.13 Cr,"Nagarbhavi,Bangalore"
262,3 BHK,1518 Sq.Ft,1.93 Cr,"Yeshwantpur,Bangalore"
263,2 BHK,1546 Sq.Ft,1.96 Cr,"Yeshwantpur,Bangalore"
264,3 BHK,2074 Sq.Ft,2.63 Cr,"Yeshwantpur,Bangalore"
265,2 BHK,1109 Sq.Ft,82.05 L,"Mahadevapura,Bangalore"
266,2 BHK,1188 Sq.Ft,87.9 L,"Mahadevapura,Bangalore"
267,2 BHK,1054 Sq.Ft,77.98 L,"Mahadevapura,Bangalore"
268,2 BHK,1114 Sq.Ft,82.42 L,"Mahadevapura,Bangalore"
269,2 BHK,1161 Sq.Ft,85.9 L,"Mahadevapura,Bangalore"
270,2 BHK,1160 Sq.Ft,85.82 L,"Mahadevapura,Bangalore"
271,None,3875 Sq.Ft,2.26 Cr,"Devanahalli,Bangalore"
272,None,2325 Sq.Ft,1.37 Cr,"Devanahalli,Bangalore"
273,None,1163 Sq.Ft,71.47 L,"Devanahalli,Bangalore"
274,2 BHK,1094 Sq.Ft,80.94 L,"Mahadevapura,Bangalore"
275,2 BHK,1156 Sq.Ft,85.53 L,"Mahadevapura,Bangalore"
276,2 BHK,1090 Sq.Ft,80.64 L,"Mahadevapura,Bangalore"
277,2 BHK,1167 Sq.Ft,86.34 L,"Mahadevapura,Bangalore"
278,2 BHK,1100 Sq.Ft,81.38 L,"Mahadevapura,Bangalore"
279,2 BHK,1165 Sq.Ft,86.19 L,"Mahadevapura,Bangalore"
280,2 BHK,1146 Sq.Ft,84.79 L,"Mahadevapura,Bangalore"
281,2 BHK,1142 Sq.Ft,84.49 L,"Mahadevapura,Bangalore"
282,2 BHK,1140 Sq.Ft,84.34 L,"Mahadevapura,Bangalore"
283,2 BHK,1150 Sq.Ft,85.08 L,"Mahadevapura,Bangalore"
284,2 BHK,1215 Sq.Ft,89.89 L,"Mahadevapura,Bangalore"
285,2 BHK,1082 Sq.Ft,80.05 L,"Mahadevapura,Bangalore"
286,2 BHK,1195 Sq.Ft,88.41 L,"Mahadevapura,Bangalore"
287,2 BHK,1128 Sq.Ft,83.46 L,"Mahadevapura,Bangalore"
288,2 BHK,1133 Sq.Ft,83.83 L,"Mahadevapura,Bangalore"
289,3 BHK,1230 Sq.Ft,68.44 L,"Krishnarajapura,Bangalore"
290,2 BHK,1235 Sq.Ft,68.72 L,"Krishnarajapura,Bangalore"
291,2 BHK,1232 Sq.Ft,68.56 L,"Krishnarajapura,Bangalore"
292,2 BHK,1210 Sq.Ft,67.33 L,"Krishnarajapura,Bangalore"
293,3 BHK,1275 Sq.Ft,70.95 L,"Krishnarajapura,Bangalore"
294,2 BHK,1280 Sq.Ft,71.23 L,"Krishnarajapura,Bangalore"
295,2 BHK,1215 Sq.Ft,67.61 L,"Krishnarajapura,Bangalore"
296,3 BHK,1390 Sq.Ft,77.35 L,"Krishnarajapura,Bangalore"
297,3 BHK,1585 Sq.Ft,88.2 L,"Krishnarajapura,Bangalore"
298,2 BHK,1585 Sq.Ft,88.2 L,"Krishnarajapura,Bangalore"
299,2 BHK,1190 Sq.Ft,66.22 L,"Krishnarajapura,Bangalore"
300,2 BHK,1135 Sq.Ft,63.16 L,"Krishnarajapura,Bangalore"
301,2 BHK,1200 Sq.Ft,66.78 L,"Krishnarajapura,Bangalore"
302,2 BHK,1170 Sq.Ft,39.49 L,"Sompura,Bangalore"
303,3 BHK,1400 Sq.Ft,45.01 L,"Sompura,Bangalore"
304,2 BHK,920 Sq.Ft,41.4 L,"Sarjapur,Bangalore"
305,3 BHK,1475 Sq.Ft,66.37 L,"Sarjapur,Bangalore"
306,3 BHK,1320 Sq.Ft,59.4 L,"Sarjapur,Bangalore"
307,2 BHK,1115 Sq.Ft,50.17 L,"Sarjapur,Bangalore"
308,2 BHK,1125 Sq.Ft,50.62 L,"Sarjapur,Bangalore"
309,3 BHK,1325 Sq.Ft,59.62 L,"Sarjapur,Bangalore"
310,2 BHK,1025 Sq.Ft,46.12 L,"Sarjapur,Bangalore"
311,3 BHK,1430 Sq.Ft,64.35 L,"Sarjapur,Bangalore"
312,3 BHK,1335 Sq.Ft,60.07 L,"Sarjapur,Bangalore"
313,2 BHK,1100 Sq.Ft,49.5 L,"Sarjapur,Bangalore"
314,4 BHK,2265 Sq.Ft,1.52 Cr,"Bettadasanapura,Bangalore"
315,3 BHK,1715 Sq.Ft,1.15 Cr,"Bettadasanapura,Bangalore"
316,3 BHK,1555 Sq.Ft,1.04 Cr,"Bettadasanapura,Bangalore"
317,2 BHK,1320 Sq.Ft,88.8 L,"Bettadasanapura,Bangalore"
318,2 BHK,1095 Sq.Ft,74.72 L,"Bettadasanapura,Bangalore"
319,2 BHK,1230 Sq.Ft,83.56 L,"Bettadasanapura,Bangalore"
320,2 BHK,1145 Sq.Ft,77.42 L,"Bettadasanapura,Bangalore"
321,3 BHK,2070 Sq.Ft,1.39 Cr,"Bettadasanapura,Bangalore"
322,3 BHK,1720 Sq.Ft,1.14 Cr,"Bettadasanapura,Bangalore"
323,2 BHK,1130 Sq.Ft,73 L,"Bettadasanapura,Bangalore"
324,2 BHK,1060 Sq.Ft,71.9 L,"Bettadasanapura,Bangalore"
325,2 BHK,1410 Sq.Ft,95.35 L,"Bettadasanapura,Bangalore"
326,3 BHK,2110 Sq.Ft,1.42 Cr,"Bettadasanapura,Bangalore"
327,2 BHK,1340 Sq.Ft,90.1 L,"Bettadasanapura,Bangalore"
328,None,1200 Sq.Ft,28.18 L,"Devanahalli,Bangalore"
329,2 BHK,1070 Sq.Ft,68.15 L,"Sarjapur Road Post Railway Crossing,Bangalore"
330,None,2400 Sq.Ft,88.77 L,"Devanahalli,Bangalore"
331,None,2400 Sq.Ft,88.77 L,"Devanahalli,Bangalore"
332,None,1200 Sq.Ft,44.38 L,"Devanahalli,Bangalore"
333,None,1200 Sq.Ft,44.38 L,"Devanahalli,Bangalore"
334,3 BHK,1795 Sq.Ft,97.63 L,"Uttarahalli,Bangalore"
335,2 BHK,1270 Sq.Ft,69.81 L,"Uttarahalli,Bangalore"
