,BHK,Area,Price,Location
3100,3 BHK,1465 Sq.Ft,74 L,"RR Nagar,Bangalore"
3101,2 BHK,1190 Sq.Ft,57 L,"RR Nagar,Bangalore"
3102,3 BHK,1465 Sq.Ft,73 L,"RR Nagar,Bangalore"
3103,2 BHK,1190 Sq.Ft,57 L,"RR Nagar,Bangalore"
3104,2 BHK,1200 Sq.Ft,2.18 Cr,"byatarayanapura,Bangalore"
3105,4 BHK,6400 Sq.Ft,3.51 Cr,"Mallathahalli,Bangalore"
3106,3 BHK,2289 Sq.Ft,3.35 Cr,"Rajajinagar,Bangalore"
3107,2 BHK,1190 Sq.Ft,70 L,"RR Nagar,Bangalore"
3108,2 BHK,1190 Sq.Ft,56 L,"RR Nagar,Bangalore"
3109,3 BHK,1498 Sq.Ft,70 L,"RR Nagar,Bangalore"
3110,2 BHK,1190 Sq.Ft,56 L,"RR Nagar,Bangalore"
3111,3 BHK,1486 Sq.Ft,70 L,"RR Nagar,Bangalore"
3112,2 BHK,1190 Sq.Ft,56 L,"RR Nagar,Bangalore"
3113,3 BHK,1465 Sq.Ft,70 L,"RR Nagar,Bangalore"
3114,3 BHK,1486 Sq.Ft,70 L,"RR Nagar,Bangalore"
3115,3 BHK,1486 Sq.Ft,70 L,"RR Nagar,Bangalore"
3116,3 BHK,1465 Sq.Ft,70 L,"RR Nagar,Bangalore"
3117,2 BHK,1190 Sq.Ft,56 L,"RR Nagar,Bangalore"
3118,3 BHK,1486 Sq.Ft,70 L,"RR Nagar,Bangalore"
3119,3 BHK,1465 Sq.Ft,70 L,"RR Nagar,Bangalore"
3120,2 BHK,1190 Sq.Ft,56 L,"RR Nagar,Bangalore"
3121,3 BHK,1486 Sq.Ft,70 L,"RR Nagar,Bangalore"
3122,2 BHK,1190 Sq.Ft,70 L,"RR Nagar,Bangalore"
3123,2 BHK,1190 Sq.Ft,56 L,"RR Nagar,Bangalore"
3124,3 BHK,1465 Sq.Ft,70 L,"RR Nagar,Bangalore"
3125,2 BHK,1190 Sq.Ft,56 L,"RR Nagar,Bangalore"
3126,3 BHK,1465 Sq.Ft,70 L,"RR Nagar,Bangalore"
3127,2 BHK,1190 Sq.Ft,56 L,"RR Nagar,Bangalore"
3128,3 BHK,1486 Sq.Ft,70 L,"RR Nagar,Bangalore"
3129,3 BHK,1486 Sq.Ft,70 L,"RR Nagar,Bangalore"
3130,3 BHK,1465 Sq.Ft,70 L,"RR Nagar,Bangalore"
3131,2 BHK,1190 Sq.Ft,56 L,"RR Nagar,Bangalore"
3132,3 BHK,1486 Sq.Ft,70 L,"RR Nagar,Bangalore"
3133,3 BHK,1498 Sq.Ft,70 L,"RR Nagar,Bangalore"
3134,3 BHK,1486 Sq.Ft,70 L,"RR Nagar,Bangalore"
3135,None,2800 Sq.Ft,5.04 Cr,"byatarayanapura,Bangalore"
3136,2 BHK,1010 Sq.Ft,42.42 L,"Ckikkakammana Halli,Bangalore"
3137,3 BHK,1471 Sq.Ft,75.81 L,"Kalkere,Bangalore"
3138,2 BHK,1272 Sq.Ft,66.52 L,"Kalkere,Bangalore"
3139,2 BHK,1286 Sq.Ft,67.17 L,"Kalkere,Bangalore"
3140,2 BHK,1221 Sq.Ft,64.13 L,"Kalkere,Bangalore"
3141,3 BHK,1610 Sq.Ft,73.48 L,"Kalkere,Bangalore"
3142,2 BHK,1267 Sq.Ft,66.28 L,"Kalkere,Bangalore"
3143,2 BHK,1265 Sq.Ft,66.19 L,"Kalkere,Bangalore"
3144,4 BHK,3250 Sq.Ft,3.75 Cr,"Jayanagar,Bangalore"
3145,3 BHK,5000 Sq.Ft,8.5 Cr,"J. P. Nagar,Bangalore"
3146,3 BHK,2050 Sq.Ft,3 Cr,"Jayanagar,Bangalore"
3147,3 BHK,2155 Sq.Ft,2.26 Cr,"Jayanagar,Bangalore"
3148,3 BHK,3200 Sq.Ft,5 Cr,"Basavanagudi,Bangalore"
3149,3 BHK,2150 Sq.Ft,1.9 Cr,"JP Nagar Phase 6,Bangalore"
3150,2 BHK,1340 Sq.Ft,1.4 Cr,"JP Nagar Phase 1,Bangalore"
3151,4 BHK,3956 Sq.Ft,13 Cr,"Jayanagar,Bangalore"
3152,4 BHK,4000 Sq.Ft,5.2 Cr,"Jayanagar,Bangalore"
3153,3 BHK,2400 Sq.Ft,5.6 Cr,"Jayanagar,Bangalore"
3154,3 BHK,1940 Sq.Ft,2.04 Cr,"Jayanagar,Bangalore"
3155,3 BHK,3500 Sq.Ft,9 Cr,"Vasanth Nagar,Bangalore"
3156,None,2400 Sq.Ft,1.56 Cr,"Yelahanka,Bangalore"
3157,None,1500 Sq.Ft,99 L,"Yelahanka,Bangalore"
3158,None,1200 Sq.Ft,79 L,"Yelahanka,Bangalore"
3159,None,1500 Sq.Ft,83 L,"Devanahalli,Bangalore"
3160,None,8000 Sq.Ft,13.6 Cr,"Sanjay Nagar,Bangalore"
3161,None,8000 Sq.Ft,16 Cr,"Sanjay Nagar,Bangalore"
3162,None,2400 Sq.Ft,88 L,"Devanahalli,Bangalore"
3163,None,2400 Sq.Ft,1.2 Cr,"Devanahalli,Bangalore"
3164,None,1200 Sq.Ft,45 L,"Devanahalli,Bangalore"
3165,None,2400 Sq.Ft,1.32 Cr,"Devanahalli,Bangalore"
3166,None,1200 Sq.Ft,66 L,"Devanahalli,Bangalore"
3167,3 BHK,1500 Sq.Ft,1.1 Cr,"Nagarbhavi,Bangalore"
3168,3 BHK,1555 Sq.Ft,76 L,"RR Nagar,Bangalore"
3169,3 BHK,1505 Sq.Ft,73 L,"RR Nagar,Bangalore"
3170,3 BHK,2156 Sq.Ft,2.6 Cr,"HSR Layout,Bangalore"
3171,2 BHK,1224 Sq.Ft,70.9 L,"Kengeri,Bangalore"
3172,3 BHK,1273 Sq.Ft,98 L,"Singasandra,Bangalore"
3173,2 BHK,1085 Sq.Ft,84 L,"Dasarahalli on Tumkur Road,Bangalore"
3174,3 BHK,1704 Sq.Ft,1.25 Cr,"Dasarahalli on Tumkur Road,Bangalore"
3175,3 BHK,1937 Sq.Ft,1.49 Cr,"Konanakunte,Bangalore"
3176,3 BHK,1746 Sq.Ft,1.35 Cr,"Konanakunte,Bangalore"
3177,3 BHK,1889 Sq.Ft,1.46 Cr,"Konanakunte,Bangalore"
3178,2 BHK,1402 Sq.Ft,1.08 Cr,"Konanakunte,Bangalore"
3179,3 BHK,1997 Sq.Ft,2.2 Cr,"Kammmanhalli,Bangalore"
3180,3 BHK,1340 Sq.Ft,2.2 Cr,"Kammmanhalli,Bangalore"
3181,3 BHK,1804 Sq.Ft,1.9 Cr,"Kammmanhalli,Bangalore"
3182,2 BHK,1293 Sq.Ft,1.3 Cr,"Kammmanhalli,Bangalore"
3183,2 BHK,1293 Sq.Ft,1.5 Cr,"Kammmanhalli,Bangalore"
3184,3 BHK,1851 Sq.Ft,1.95 Cr,"Kammmanhalli,Bangalore"
3185,3 BHK,1804 Sq.Ft,2.1 Cr,"Kammmanhalli,Bangalore"
3186,2 BHK,1340 Sq.Ft,1.35 Cr,"Kammmanhalli,Bangalore"
3187,3 BHK,1997 Sq.Ft,2.5 Cr,"Kammmanhalli,Bangalore"
3188,3 BHK,1997 Sq.Ft,2.3 Cr,"Kammmanhalli,Bangalore"
3189,3 BHK,1997 Sq.Ft,2.25 Cr,"Kammmanhalli,Bangalore"
3190,2 BHK,1340 Sq.Ft,1.6 Cr,"Kammmanhalli,Bangalore"
3191,2 BHK,1293 Sq.Ft,1.55 Cr,"Kammmanhalli,Bangalore"
3192,3 BHK,1804 Sq.Ft,2 Cr,"Kammmanhalli,Bangalore"
3193,3 BHK,1997 Sq.Ft,2.4 Cr,"Kammmanhalli,Bangalore"
3194,2 BHK,940 Sq.Ft,40 L,"HSR Layout,Bangalore"
3195,2 BHK,1010 Sq.Ft,56.8 L,"Singasandra,Bangalore"
3196,2 BHK,1180 Sq.Ft,42 L,"Whitefield Hope Farm Junction,Bangalore"
3197,2 BHK,840 Sq.Ft,27 L,"Bommanahalli,Bangalore"
3198,2 BHK,1055 Sq.Ft,48.99 L,"Srinivaspura,Bangalore"
3199,3 BHK,1200 Sq.Ft,2.25 Cr,"Electronic City Phase II,Bangalore"
3200,4 BHK,4600 Sq.Ft,3.65 Cr,"Nagarbhavi,Bangalore"
3201,3 BHK,1370 Sq.Ft,79.36 L,"Yelahanka,Bangalore"
3202,2 BHK,1177 Sq.Ft,63.76 L,"Yelahanka,Bangalore"
3203,2 BHK,1042 Sq.Ft,60.62 L,"Yelahanka,Bangalore"
3204,3 BHK,1646 Sq.Ft,88.67 L,"Yelahanka,Bangalore"
3205,2 BHK,1122 Sq.Ft,61.13 L,"Yelahanka,Bangalore"
3206,3 BHK,1577 Sq.Ft,86.57 L,"Yelahanka,Bangalore"
3207,3 BHK,1386 Sq.Ft,80.24 L,"Yelahanka,Bangalore"
3208,3 BHK,1582 Sq.Ft,85.67 L,"Yelahanka,Bangalore"
3209,3 BHK,1491 Sq.Ft,84.62 L,"Yelahanka,Bangalore"
3210,2 BHK,1033 Sq.Ft,60.12 L,"Yelahanka,Bangalore"
3211,3 BHK,1535 Sq.Ft,83.16 L,"Yelahanka,Bangalore"
3212,3 BHK,1614 Sq.Ft,92.71 L,"Yelahanka,Bangalore"
3213,3 BHK,1455 Sq.Ft,85.13 L,"Yelahanka,Bangalore"
3214,3 BHK,1520 Sq.Ft,83.88 L,"Yelahanka,Bangalore"
3215,3 BHK,1599 Sq.Ft,86.17 L,"Yelahanka,Bangalore"
3216,3 BHK,1500 Sq.Ft,1.65 Cr,"Kothanur,Bangalore"
3217,3 BHK,1482 Sq.Ft,1.34 Cr,"Narayanapura on Hennur Main Road,Bangalore"
3218,3 BHK,1482 Sq.Ft,1.32 Cr,"Narayanapura on Hennur Main Road,Bangalore"
3219,3 BHK,1482 Sq.Ft,1.3 Cr,"Narayanapura on Hennur Main Road,Bangalore"
3220,3 BHK,1482 Sq.Ft,1.3 Cr,"Narayanapura on Hennur Main Road,Bangalore"
3221,3 BHK,1679 Sq.Ft,1.6 Cr,"Narayanapura on Hennur Main Road,Bangalore"
3222,3 BHK,1630 Sq.Ft,1.5 Cr,"Narayanapura on Hennur Main Road,Bangalore"
3223,3 BHK,1630 Sq.Ft,1.4 Cr,"Narayanapura on Hennur Main Road,Bangalore"
3224,2 BHK,1150 Sq.Ft,48.98 L,"Gottigere,Bangalore"
3225,2 BHK,1050 Sq.Ft,55.98 L,"Hulimavu,Bangalore"
3226,3 BHK,1020 Sq.Ft,37.98 L,"Krishnarajapura,Bangalore"
3227,5 BHK,4800 Sq.Ft,3.51 Cr,"Annapurneshwari Nagar,Bangalore"
3228,None,2400 Sq.Ft,88 L,"Devanahalli,Bangalore"
3229,None,1200 Sq.Ft,44 L,"Devanahalli,Bangalore"
3230,1 BHK,540 Sq.Ft,30 L,"Kumbalgodu,Bangalore"
3231,3 BHK,1427 Sq.Ft,1.07 Cr,"Dasarahalli on Tumkur Road,Bangalore"
3232,2 BHK,1055 Sq.Ft,49 L,"Srinivaspura,Bangalore"
3233,2 BHK,1055 Sq.Ft,49 L,"Srinivaspura,Bangalore"
3234,2 BHK,1055 Sq.Ft,49 L,"Srinivaspura,Bangalore"
3235,2 BHK,1055 Sq.Ft,49 L,"Srinivaspura,Bangalore"
3236,2 BHK,1055 Sq.Ft,49 L,"Srinivaspura,Bangalore"
3237,5 BHK,5000 Sq.Ft,3.51 Cr,"Mallathahalli,Bangalore"
3238,2 BHK,3000 Sq.Ft,2.2 Cr,"Singasandra,Bangalore"
3239,None,1200 Sq.Ft,1.62 Cr,"Nagarbhavi,Bangalore"
3240,3 BHK,1610 Sq.Ft,1.08 Cr,"Chandra Layout Extension,Bangalore"
3241,3 BHK,1500 Sq.Ft,1.12 Cr,"Uttarahalli,Bangalore"
3242,None,1200 Sq.Ft,30 L,"Aradeshanahalli,Bangalore"
3243,None,1200 Sq.Ft,30 L,"Aradeshanahalli,Bangalore"
3244,None,1200 Sq.Ft,30 L,"Aradeshanahalli,Bangalore"
3245,None,1200 Sq.Ft,30 L,"Aradeshanahalli,Bangalore"
3246,None,1200 Sq.Ft,30 L,"Aradeshanahalli,Bangalore"
3247,None,1200 Sq.Ft,30 L,"Aradeshanahalli,Bangalore"
3248,None,1200 Sq.Ft,30 L,"Aradeshanahalli,Bangalore"
3249,None,1200 Sq.Ft,30 L,"Uganavadi,Bangalore"
3250,None,1305 Sq.Ft,43.06 L,"Marsur,Bangalore"
3251,None,1725 Sq.Ft,56.92 L,"Marsur,Bangalore"
3252,None,1695 Sq.Ft,55.93 L,"Marsur,Bangalore"
3253,None,1500 Sq.Ft,49.5 L,"Marsur,Bangalore"
3254,None,1510 Sq.Ft,49.83 L,"Marsur,Bangalore"
3255,None,1745 Sq.Ft,57.58 L,"Marsur,Bangalore"
3256,None,1635 Sq.Ft,53.95 L,"Marsur,Bangalore"
3257,None,1575 Sq.Ft,51.97 L,"Marsur,Bangalore"
3258,3 BHK,1528 Sq.Ft,1.08 Cr,"Gunjur,Bangalore"
3259,3 BHK,1559 Sq.Ft,1.3 Cr,"Kogilu,Bangalore"
3260,3 BHK,1559 Sq.Ft,1.3 Cr,"Kogilu,Bangalore"
3261,2 BHK,1200 Sq.Ft,1.4 Cr,"NRI Layout,Bangalore"
3262,5 BHK,2640 Sq.Ft,2.1 Cr,"Electronic City Phase II,Bangalore"
3263,4 BHK,2400 Sq.Ft,1.45 Cr,"Annapurneshwari Nagar,Bangalore"
3264,3 BHK,1310 Sq.Ft,68.12 L,"JP Nagar Phase 7,Bangalore"
3265,2 BHK,1150 Sq.Ft,59.8 L,"JP Nagar Phase 7,Bangalore"
3266,2 BHK,975 Sq.Ft,50.7 L,"JP Nagar Phase 7,Bangalore"
3267,2 BHK,1025 Sq.Ft,53.3 L,"JP Nagar Phase 7,Bangalore"
3268,2 BHK,1100 Sq.Ft,57.2 L,"JP Nagar Phase 7,Bangalore"
3269,3 BHK,1400 Sq.Ft,72.8 L,"JP Nagar Phase 7,Bangalore"
3270,2 BHK,1000 Sq.Ft,52 L,"RR Nagar,Bangalore"
3271,3 BHK,1325 Sq.Ft,68.9 L,"RR Nagar,Bangalore"
3272,2 BHK,1080 Sq.Ft,65 L,"Nagarbhavi,Bangalore"
3273,3 BHK,1290 Sq.Ft,75 L,"Nagarbhavi,Bangalore"
3274,None,1620 Sq.Ft,1.86 Cr,"Annapurneshwari Nagar,Bangalore"
3275,None,1335 Sq.Ft,2.2 Cr,"Vijayanagar,Bangalore"
3276,None,2400 Sq.Ft,3.72 Cr,"Nagarbhavi,Bangalore"
3277,2 BHK,902 Sq.Ft,48 L,"Kumbalgodu,Bangalore"
3278,1 BHK,540 Sq.Ft,30 L,"Kumbalgodu,Bangalore"
3279,None,13000 Sq.Ft,7.15 Cr,"Amruthahalli,Bangalore"
3280,3 BHK,2200 Sq.Ft,1.35 Cr,"Mallathahalli,Bangalore"
3281,None,1860 Sq.Ft,61.38 L,"Marsur,Bangalore"
3282,None,1800 Sq.Ft,59.4 L,"Marsur,Bangalore"
3283,None,1745 Sq.Ft,57.58 L,"Marsur,Bangalore"
3284,None,1200 Sq.Ft,91 L,"Mallathahalli,Bangalore"
3285,None,5658 Sq.Ft,4.81 Cr,"Annapurneshwari Nagar,Bangalore"
3286,None,1200 Sq.Ft,91 L,"Annapurneshwari Nagar,Bangalore"
3287,None,1200 Sq.Ft,1.21 Cr,"Annapurneshwari Nagar,Bangalore"
3288,None,690 Sq.Ft,55 L,"Mallathahalli,Bangalore"
3289,None,9600 Sq.Ft,6.57 Cr,"Mallathahalli,Bangalore"
3290,None,9600 Sq.Ft,6.57 Cr,"Mallathahalli,Bangalore"
3291,3 BHK,2200 Sq.Ft,1.28 Cr,"Nagarbhavi,Bangalore"
3292,4 BHK,2200 Sq.Ft,1.4 Cr,"Mallathahalli,Bangalore"
3293,2 BHK,1189 Sq.Ft,75 L,"Kalyan Nagar,Bangalore"
3294,3 BHK,1450 Sq.Ft,85 L,"Kalyan Nagar,Bangalore"
3295,None,1200 Sq.Ft,1.26 Cr,"Sanjeevini Nagar,Bangalore"
3296,2 BHK,1010 Sq.Ft,43.41 L,"Ckikkakammana Halli,Bangalore"
3297,2 BHK,1059 Sq.Ft,78.9 L,"Sarjapur,Bangalore"
3298,1 BHK,810 Sq.Ft,37 L,"Hosa Road,Bangalore"
3299,3 BHK,1600 Sq.Ft,1.38 Cr,"Junnasandra,Bangalore"
3300,3 BHK,1600 Sq.Ft,1.38 Cr,"Junnasandra,Bangalore"
3301,3 BHK,1500 Sq.Ft,1.29 Cr,"Junnasandra,Bangalore"
3302,3 BHK,1600 Sq.Ft,1.4 Cr,"Junnasandra,Bangalore"
3303,3 BHK,1330 Sq.Ft,68 L,"Attibele,Bangalore"
3304,2 BHK,1350 Sq.Ft,60 L,"Vidyaranyapura,Bangalore"
3305,4 BHK,2475 Sq.Ft,1.24 Cr,"Chandapura,Bangalore"
3306,None,1500 Sq.Ft,1.88 Cr,"Annapurneshwari Nagar,Bangalore"
3307,5 BHK,7500 Sq.Ft,8 Cr,"Whitefield Hope Farm Junction,Bangalore"
3308,2 BHK,1137 Sq.Ft,76 L,"Narayanapura on Hennur Main Road,Bangalore"
3309,2 BHK,1190 Sq.Ft,56 L,"RR Nagar,Bangalore"
3310,2 BHK,1000 Sq.Ft,43.41 L,"Ckikkakammana Halli,Bangalore"
3311,3 BHK,1370 Sq.Ft,59 L,"Ckikkakammana Halli,Bangalore"
3312,3 BHK,2110 Sq.Ft,2 Cr,"Adugodi,Bangalore"
3313,None,1395 Sq.Ft,1.41 Cr,"Annapurneshwari Nagar,Bangalore"
3314,2 BHK,1200 Sq.Ft,1.65 Cr,"Nagarbhavi,Bangalore"
3315,None,1859 Sq.Ft,61.38 L,"Marsur,Bangalore"
3316,None,1800 Sq.Ft,59.49 L,"Marsur,Bangalore"
3317,None,1859 Sq.Ft,61.38 L,"Marsur,Bangalore"
3318,None,1500 Sq.Ft,49.49 L,"Marsur,Bangalore"
3319,None,1305 Sq.Ft,46.45 L,"Marsur,Bangalore"
3320,None,1574 Sq.Ft,56.92 L,"Marsur,Bangalore"
3321,None,2025 Sq.Ft,66.82 L,"Marsur,Bangalore"
3322,None,2400 Sq.Ft,1.6 Cr,"J. P. Nagar,Bangalore"
3323,2 BHK,1330 Sq.Ft,65 L,"Kanakapura Road Beyond Nice Ring Road,Bangalore"
3324,None,1200 Sq.Ft,1.03 Cr,"Annapurneshwari Nagar,Bangalore"
3325,None,1200 Sq.Ft,1.35 Cr,"Mallathahalli,Bangalore"
3326,2 BHK,1055 Sq.Ft,53 L,"Hosakerehalli,Bangalore"
3327,2 BHK,1010 Sq.Ft,54.54 L,"Hosakerehalli,Bangalore"
3328,3 BHK,1165 Sq.Ft,62.91 L,"Hosakerehalli,Bangalore"
3329,2 BHK,1072 Sq.Ft,57 L,"Hosakerehalli,Bangalore"
3330,2 BHK,940 Sq.Ft,50.76 L,"Hosakerehalli,Bangalore"
3331,2 BHK,1200 Sq.Ft,64.82 L,"Hosakerehalli,Bangalore"
3332,2 BHK,1100 Sq.Ft,59.4 L,"Banashankari,Bangalore"
3333,2 BHK,1060 Sq.Ft,57.2 L,"Hosakerehalli,Bangalore"
3334,2 BHK,1089 Sq.Ft,58.86 L,"Hosakerehalli,Bangalore"
3335,3 BHK,1209 Sq.Ft,65.34 L,"Hosakerehalli,Bangalore"
3336,3 BHK,1310 Sq.Ft,70.74 L,"Hosakerehalli,Bangalore"
3337,2 BHK,1070 Sq.Ft,57.77 L,"Hosakerehalli,Bangalore"
3338,2 BHK,1080 Sq.Ft,58.31 L,"Hosakerehalli,Bangalore"
3339,3 BHK,1190 Sq.Ft,64.26 L,"Hosakerehalli,Bangalore"
3340,2 BHK,1065 Sq.Ft,57.51 L,"Hosakerehalli,Bangalore"
3341,3 BHK,1210 Sq.Ft,65.34 L,"RR Nagar,Bangalore"
3342,2 BHK,1068 Sq.Ft,57.78 L,"Hosakerehalli,Bangalore"
3343,2 BHK,1080 Sq.Ft,58.32 L,"Hosakerehalli,Bangalore"
3344,3 BHK,1188 Sq.Ft,64.25 L,"Hosakerehalli,Bangalore"
3345,2 BHK,1090 Sq.Ft,58.85 L,"RR Nagar,Bangalore"
3346,2 BHK,1060 Sq.Ft,57.24 L,"Hosakerehalli,Bangalore"
3347,3 BHK,1165 Sq.Ft,62.91 L,"Hosakerehalli,Bangalore"
3348,3 BHK,1165 Sq.Ft,62.91 L,"Hosakerehalli,Bangalore"
3349,2 BHK,1070 Sq.Ft,57.78 L,"Hosakerehalli,Bangalore"
3350,2 BHK,1060 Sq.Ft,57.25 L,"Hosakerehalli,Bangalore"
3351,3 BHK,1350 Sq.Ft,59.95 L,"Hosakerehalli,Bangalore"
3352,2 BHK,1070 Sq.Ft,57.77 L,"Hosakerehalli,Bangalore"
3353,2 BHK,1054 Sq.Ft,48.85 L,"Banashankari,Bangalore"
3354,2 BHK,1095 Sq.Ft,49.85 L,"Hosakerehalli,Bangalore"
3355,3 BHK,1295 Sq.Ft,59.55 L,"Hosakerehalli,Bangalore"
3356,2 BHK,1055 Sq.Ft,49.55 L,"Hosakerehalli,Bangalore"
3357,2 BHK,1050 Sq.Ft,49.55 L,"Hosakerehalli,Bangalore"
3358,3 BHK,1295 Sq.Ft,59.45 L,"Hosakerehalli,Bangalore"
3359,3 BHK,1300 Sq.Ft,59.5 L,"Hosakerehalli,Bangalore"
3360,2 BHK,1042 Sq.Ft,49.5 L,"Hosakerehalli,Bangalore"
3361,3 BHK,1310 Sq.Ft,59.95 L,"Hosakerehalli,Bangalore"
3362,2 BHK,1040 Sq.Ft,49.75 L,"Hosakerehalli,Bangalore"
3363,3 BHK,1299 Sq.Ft,59.98 L,"Hosakerehalli,Bangalore"
3364,3 BHK,1300 Sq.Ft,64 L,"Hosakerehalli,Bangalore"
3365,3 BHK,1310 Sq.Ft,64.5 L,"Hosakerehalli,Bangalore"
3366,3 BHK,2500 Sq.Ft,1.65 Cr,"Subramanyapura,Bangalore"
3367,3 BHK,1305 Sq.Ft,64 L,"Hosakerehalli,Bangalore"
3368,2 BHK,1056 Sq.Ft,53.5 L,"Hosakerehalli,Bangalore"
3369,2 BHK,1046 Sq.Ft,53.22 L,"Hosakerehalli,Bangalore"
3370,3 BHK,5000 Sq.Ft,3.86 Cr,"Munnekollal,Bangalore"
3371,3 BHK,1851 Sq.Ft,2.22 Cr,"Kammmanhalli,Bangalore"
3372,4 BHK,3800 Sq.Ft,6.5 Cr,"Banaswadi,Bangalore"
3373,3 BHK,1650 Sq.Ft,1.5 Cr,"Narayanapura on Hennur Main Road,Bangalore"
3374,2 BHK,1232 Sq.Ft,1 Cr,"Narayanapura on Hennur Main Road,Bangalore"
3375,2 BHK,1232 Sq.Ft,98 L,"Narayanapura on Hennur Main Road,Bangalore"
3376,2 BHK,1302 Sq.Ft,89 L,"Gunjur,Bangalore"
3377,None,1725 Sq.Ft,56.94 L,"Marsur,Bangalore"
3378,None,1745 Sq.Ft,57.59 L,"Marsur,Bangalore"
3379,None,1920 Sq.Ft,63.46 L,"Marsur,Bangalore"
3380,4 BHK,2400 Sq.Ft,2.2 Cr,"byatarayanapura,Bangalore"
3381,5 BHK,2400 Sq.Ft,3.75 Cr,"Nagavara,Bangalore"
3382,3 BHK,2410 Sq.Ft,2.83 Cr,"JP Nagar Phase 5,Bangalore"
3383,3 BHK,2515 Sq.Ft,3.2 Cr,"JP Nagar Phase 5,Bangalore"
3384,3 BHK,2380 Sq.Ft,2.8 Cr,"JP Nagar Phase 5,Bangalore"
3385,3 BHK,2400 Sq.Ft,2.82 Cr,"JP Nagar Phase 5,Bangalore"
3386,None,1500 Sq.Ft,1.32 Cr,"Virupakshapura,Bangalore"
3387,2 BHK,1130 Sq.Ft,1.2 Cr,"Gottigere,Bangalore"
3388,3 BHK,1320 Sq.Ft,1.5 Cr,"Hebbal,Bangalore"
3389,3 BHK,1985 Sq.Ft,3.5 Cr,"Hebbal,Bangalore"
3390,4 BHK,2790 Sq.Ft,2.8 Cr,"Hebbal,Bangalore"
3391,3 BHK,1320 Sq.Ft,1.75 Cr,"Sahakar Nagar,Bangalore"
3392,4 BHK,2470 Sq.Ft,3.2 Cr,"Sahakar Nagar,Bangalore"
3393,2 BHK,1232 Sq.Ft,97 L,"Narayanapura on Hennur Main Road,Bangalore"
3394,2 BHK,1232 Sq.Ft,94 L,"Narayanapura on Hennur Main Road,Bangalore"
3395,2 BHK,1232 Sq.Ft,90 L,"Narayanapura on Hennur Main Road,Bangalore"
3396,2 BHK,1232 Sq.Ft,95 L,"Narayanapura on Hennur Main Road,Bangalore"
3397,3 BHK,1559 Sq.Ft,1.5 Cr,"Kogilu,Bangalore"
3398,3 BHK,1949 Sq.Ft,1.9 Cr,"Kogilu,Bangalore"
3399,3 BHK,1559 Sq.Ft,1.55 Cr,"Kogilu,Bangalore"
3400,3 BHK,1634 Sq.Ft,1.7 Cr,"Kogilu,Bangalore"
3401,3 BHK,1634 Sq.Ft,1.75 Cr,"Kogilu,Bangalore"
3402,3 BHK,2400 Sq.Ft,2.75 Cr,"Anagalapura Near Hennur Main Road,Bangalore"
3403,3 BHK,2400 Sq.Ft,2.75 Cr,"Anagalapura Near Hennur Main Road,Bangalore"
3404,3 BHK,1559 Sq.Ft,1.5 Cr,"Kogilu,Bangalore"
3405,3 BHK,1949 Sq.Ft,1.9 Cr,"Kogilu,Bangalore"
3406,3 BHK,1559 Sq.Ft,1.55 Cr,"Kogilu,Bangalore"
3407,3 BHK,2400 Sq.Ft,1.47 Cr,"Kogilu,Bangalore"
3408,3 BHK,2400 Sq.Ft,1.44 Cr,"Kogilu,Bangalore"
3409,3 BHK,1559 Sq.Ft,1.4 Cr,"Kogilu,Bangalore"
3410,3 BHK,1949 Sq.Ft,2 Cr,"Kogilu,Bangalore"
3411,3 BHK,1934 Sq.Ft,1.92 Cr,"Kogilu,Bangalore"
3412,3 BHK,1949 Sq.Ft,1.95 Cr,"Kogilu,Bangalore"
3413,3 BHK,1949 Sq.Ft,2.1 Cr,"Kogilu,Bangalore"
3414,2 BHK,1232 Sq.Ft,95 L,"Narayanapura on Hennur Main Road,Bangalore"
3415,2 BHK,1232 Sq.Ft,98 L,"Narayanapura on Hennur Main Road,Bangalore"
3416,2 BHK,1232 Sq.Ft,96 L,"Narayanapura on Hennur Main Road,Bangalore"
3417,None,2027 Sq.Ft,66.83 L,"Marsur,Bangalore"
3418,None,1921 Sq.Ft,63.38 L,"Marsur,Bangalore"
3419,None,1861 Sq.Ft,61.39 L,"Marsur,Bangalore"
3420,3 BHK,1765 Sq.Ft,1.18 Cr,"Chandapura,Bangalore"
3421,None,1860 Sq.Ft,61.34 L,"Marsur,Bangalore"
3422,None,1500 Sq.Ft,49.62 L,"Marsur,Bangalore"
3423,None,1726 Sq.Ft,56.93 L,"Marsur,Bangalore"
3424,None,1800 Sq.Ft,59.41 L,"Marsur,Bangalore"
3425,None,2025 Sq.Ft,66.84 L,"Marsur,Bangalore"
3426,3 BHK,2251 Sq.Ft,2.58 Cr,"Koramangala,Bangalore"
3427,2 BHK,1173 Sq.Ft,73 L,"Vijayanagar,Bangalore"
3428,None,3483 Sq.Ft,1.21 Cr,"Hoskote,Bangalore"
3429,None,1305 Sq.Ft,43.06 L,"Marsur,Bangalore"
3430,None,1500 Sq.Ft,49.5 L,"Marsur,Bangalore"
3431,None,1695 Sq.Ft,55.93 L,"Marsur,Bangalore"
3432,None,1635 Sq.Ft,53.95 L,"Marsur,Bangalore"
3433,None,1575 Sq.Ft,51.97 L,"Marsur,Bangalore"
3434,None,1800 Sq.Ft,56.4 L,"Marsur,Bangalore"
